source_record_id,matched_record_id,entity_type,match_type,match_field,match_score,confidence_level
CON014979,CON014945,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014983,CON014945,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014986,CON014945,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015045,CON014945,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015050,CON015003,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015051,CON015003,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015061,CON015003,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015066,CON015003,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015077,CON015003,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015080,CON015003,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015006,CON015005,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON001504,CON015005,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON015045,CON015005,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015050,CON015005,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015051,CON015005,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015061,CON015005,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015066,CON015005,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015077,CON015005,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015080,CON015005,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON001511,CON015005,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON001504,CON015006,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON015045,CON015006,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015050,CON015006,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015051,CON015006,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015061,CON015006,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015045,CON015003,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON001494,CON014920,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON001504,CON015003,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON015005,CON015003,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON014979,CON014963,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014983,CON014963,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON014986,CON014963,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015050,CON014963,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014983,CON014979,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON014986,CON014979,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015050,CON014979,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014986,CON014983,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015050,CON014983,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON000151,CON014986,CONTACT,FUZZY,match_key_name,0.7778,MEDIUM
CON015050,CON014986,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015003,CON000151,CONTACT,FUZZY,match_key_name,0.8889,MEDIUM
CON015005,CON000151,CONTACT,FUZZY,match_key_name,0.8889,MEDIUM
CON015006,CON000151,CONTACT,FUZZY,match_key_name,0.8889,MEDIUM
CON001504,CON000151,CONTACT,FUZZY,match_key_name,0.9412,HIGH
CON015045,CON000151,CONTACT,FUZZY,match_key_name,0.8889,MEDIUM
CON015050,CON000151,CONTACT,FUZZY,match_key_name,0.8889,MEDIUM
CON015051,CON000151,CONTACT,FUZZY,match_key_name,0.8889,MEDIUM
CON015061,CON000151,CONTACT,FUZZY,match_key_name,0.8889,MEDIUM
CON015066,CON000151,CONTACT,FUZZY,match_key_name,0.8889,MEDIUM
CON015077,CON000151,CONTACT,FUZZY,match_key_name,0.8889,MEDIUM
CON015006,CON015003,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON014930,CON014920,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON014983,CON014910,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014979,CON014910,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014820,CON014812,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON014827,CON014812,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON001484,CON014812,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON014863,CON014812,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014865,CON014812,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014875,CON014812,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014884,CON014812,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014888,CON014812,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014820,CON014815,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON014827,CON014815,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON001484,CON014815,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON014863,CON014815,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014865,CON014815,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON014875,CON014815,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON014884,CON014815,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014888,CON014815,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014920,CON014815,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014827,CON014820,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON001484,CON014820,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON014863,CON014820,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014865,CON014820,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014815,CON014812,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON014875,CON014820,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014888,CON014804,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014875,CON014804,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014812,CON014792,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014815,CON014792,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014820,CON014792,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014875,CON014792,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014804,CON014799,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014812,CON014799,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014815,CON014799,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014820,CON014799,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014827,CON014799,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON001484,CON014799,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON014863,CON014799,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014865,CON014799,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014875,CON014799,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014884,CON014799,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014812,CON014804,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014815,CON014804,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014820,CON014804,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014827,CON014804,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON001484,CON014804,CONTACT,FUZZY,match_key_name,0.9474,HIGH
CON014863,CON014804,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014865,CON014804,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014884,CON014804,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015077,CON015006,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014884,CON014820,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014910,CON014820,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014939,CON014865,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014884,CON014875,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014888,CON014875,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON014935,CON014875,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014939,CON014875,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014945,CON014875,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014888,CON014884,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON001494,CON014884,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON014931,CON014884,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014935,CON014884,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014939,CON014884,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014939,CON014888,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014979,CON014888,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014920,CON014910,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON014930,CON014910,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON001494,CON014910,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON014931,CON014910,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON014935,CON014910,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014939,CON014910,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014945,CON014910,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014963,CON014910,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014935,CON014865,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014888,CON014820,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014888,CON014865,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014875,CON014865,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON014920,CON014820,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON014930,CON014820,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON001484,CON014827,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON014863,CON014827,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON014865,CON014827,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON014875,CON014827,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014884,CON014827,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014888,CON014827,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014930,CON014827,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014863,CON001484,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON014865,CON001484,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON014875,CON001484,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON014884,CON001484,CONTACT,FUZZY,match_key_name,0.9474,HIGH
CON014888,CON001484,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON001494,CON001484,CONTACT,FUZZY,match_key_name,0.8889,MEDIUM
CON014931,CON001484,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON014865,CON014863,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON014875,CON014863,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014884,CON014863,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014888,CON014863,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014930,CON014863,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON014884,CON014865,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON016228,CON016168,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015478,CON015422,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015438,CON015430,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015924,CON015904,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015927,CON015904,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015934,CON015904,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015940,CON015904,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015941,CON015904,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015943,CON015904,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015949,CON015904,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015950,CON015904,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015911,CON015908,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015911,CON015904,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015924,CON015908,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015934,CON015908,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015940,CON015908,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015941,CON015908,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015943,CON015908,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015949,CON015908,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015950,CON015908,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON001596,CON015908,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON015924,CON015911,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015927,CON015911,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015927,CON015908,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015908,CON015904,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015949,CON015885,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015943,CON015885,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015876,CON015844,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015880,CON015844,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015885,CON015844,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015904,CON015844,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015924,CON015844,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015934,CON015844,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015940,CON015844,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015880,CON015876,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015885,CON015876,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015908,CON015876,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015885,CON015880,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015904,CON015880,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015908,CON015880,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015911,CON015880,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015924,CON015880,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015927,CON015880,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015934,CON015880,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015940,CON015880,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015941,CON015880,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015943,CON015880,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015941,CON015885,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015934,CON015911,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015940,CON015911,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015941,CON015911,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015943,CON015911,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015941,CON015934,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015943,CON015934,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015949,CON015934,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015950,CON015934,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON001596,CON015934,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON015953,CON015934,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015958,CON015934,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015962,CON015934,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015963,CON015934,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015941,CON015940,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015943,CON015940,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015949,CON015940,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015950,CON015940,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON001596,CON015940,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON015953,CON015940,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015958,CON015940,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015962,CON015940,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015963,CON015940,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015972,CON015940,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015943,CON015941,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015949,CON015941,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015940,CON015934,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015911,CON015842,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015962,CON015927,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015953,CON015927,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015949,CON015911,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015950,CON015911,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON001596,CON015911,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON015953,CON015911,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015927,CON015924,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015934,CON015924,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015940,CON015924,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015941,CON015924,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015943,CON015924,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015949,CON015924,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015950,CON015924,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON001596,CON015924,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON015953,CON015924,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015958,CON015924,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015934,CON015927,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015940,CON015927,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015941,CON015927,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015943,CON015927,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015949,CON015927,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015950,CON015927,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON001596,CON015927,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON015958,CON015927,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015950,CON015941,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015885,CON015842,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015876,CON015842,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015819,CON001581,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON015821,CON001581,CONTACT,FUZZY,match_key_name,0.9474,HIGH
CON015833,CON001581,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON015835,CON001581,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON015842,CON001581,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON015844,CON001581,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON015876,CON001581,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON015810,CON015802,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015812,CON015802,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015812,CON001581,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON015819,CON015802,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015833,CON015802,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015835,CON015802,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015842,CON015802,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015844,CON015802,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015876,CON015802,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015880,CON015802,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015812,CON015810,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015819,CON015810,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015821,CON015810,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015821,CON015802,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015810,CON001581,CONTACT,FUZZY,match_key_name,0.9474,HIGH
CON015802,CON001581,CONTACT,FUZZY,match_key_name,0.9474,HIGH
CON015844,CON015799,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015821,CON015790,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015795,CON015794,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015798,CON015794,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015799,CON015794,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015810,CON015794,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015833,CON015794,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015798,CON015795,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015799,CON015795,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015810,CON015795,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015835,CON015795,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015799,CON015798,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015810,CON015798,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON001581,CON015799,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON015802,CON015799,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015810,CON015799,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015812,CON015799,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015819,CON015799,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015821,CON015799,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015833,CON015799,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015835,CON015799,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015842,CON015799,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015833,CON015810,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015835,CON015810,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015842,CON015810,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015844,CON015810,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015880,CON015821,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015885,CON015821,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015904,CON015821,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015908,CON015821,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015911,CON015821,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015835,CON015833,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015842,CON015833,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015844,CON015833,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015876,CON015833,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015880,CON015833,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015885,CON015833,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015904,CON015833,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015924,CON015833,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015842,CON015835,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015844,CON015835,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015876,CON015835,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015880,CON015835,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015885,CON015835,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015904,CON015835,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015924,CON015835,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015844,CON015842,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015876,CON015821,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015880,CON015842,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015844,CON015821,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015835,CON015821,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015876,CON015810,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015880,CON015810,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015885,CON015810,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015819,CON015812,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015821,CON015812,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015833,CON015812,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015835,CON015812,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015842,CON015812,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015844,CON015812,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015876,CON015812,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015880,CON015812,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015885,CON015812,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015821,CON015819,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015833,CON015819,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015835,CON015819,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015842,CON015819,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015844,CON015819,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015876,CON015819,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015880,CON015819,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015885,CON015819,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015833,CON015821,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON015842,CON015821,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON001596,CON015941,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON015953,CON015941,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON015958,CON015941,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON016079,CON016041,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON016089,CON016041,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON016095,CON016041,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON001607,CON016043,CONTACT,FUZZY,match_key_name,0.8421,MEDIUM
CON016063,CON016043,CONTACT,FUZZY,match_key_name,0.9,HIGH
CON016070,CON016043,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON016071,CON016043,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON016079,CON016043,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
CON016089,CON016043,CONTACT,FUZZY,match_key_name,0.8,MEDIUM
