source_record,account_id,golden_record_id,id_format_valid
DUP00606,ACC004238,GOLD00498,VALID
DUP00607,ACC003782,GOLD01744,VALID
DUP00608,ACC003475,GOLD00146,VALID
DUP00609,ACC004206,GOLD02140,VALID
DUP00610,ACC001429,GOLD02940,VALID
DUP00611,ACC004457,GOLD01757,VALID
DUP00612,ACC003346,GOLD02528,VALID
DUP00613,ACC006802,GOLD02689,VALID
DUP00614,ACC005406,GOLD00623,VALID
DUP00615,ACC006214,GOLD01145,VALID
DUP00616,ACC009513,GOLD00252,VALID
DUP00617,ACC001661,GOLD00579,VALID
DUP00618,ACC007979,GOLD01525,VALID
DUP00619,ACC006021,GOLD02748,VALID
DUP00620,ACC006157,GOLD02047,VALID
DUP00621,ACC006459,GOLD02535,VALID
DUP00622,ACC009748,GOLD00714,VALID
DUP00623,ACC001935,GOLD01439,VALID
DUP00624,ACC001854,GOLD01988,VALID
DUP00625,ACC008258,GOLD02149,VALID
DUP00626,ACC004001,GOLD02856,VALID
DUP00627,ACC000145,GOLD01121,VALID
DUP00628,ACC007118,GOLD01753,VALID
DUP00629,ACC008316,GOLD01126,VALID
DUP00630,ACC005756,GOLD01299,VALID
DUP00631,ACC009898,GOLD01775,VALID
DUP00632,ACC008069,GOLD00350,VALID
DUP00633,ACC003032,GOLD01405,VALID
DUP00634,ACC004597,GOLD00600,VALID
DUP00635,ACC006127,GOLD00103,VALID
DUP00636,ACC004818,GOLD02925,VALID
DUP00637,ACC005561,GOLD02109,VALID
DUP00638,ACC009921,GOLD00897,VALID
DUP00639,ACC009028,GOLD00500,VALID
DUP00640,ACC005421,GOLD02702,VALID
DUP00641,ACC008820,GOLD00069,VALID
DUP00642,ACC000559,GOLD00116,VALID
DUP00643,ACC006115,GOLD00768,VALID
DUP00644,ACC009097,GOLD00606,VALID
DUP00645,ACC007702,GOLD00913,VALID
DUP00646,ACC001386,GOLD01065,VALID
DUP00647,ACC005014,GOLD01056,VALID
DUP00648,ACC009067,GOLD01602,VALID
DUP00649,ACC009121,GOLD01022,VALID
DUP00650,ACC004426,GOLD00922,VALID
DUP00651,ACC009824,GOLD01790,VALID
DUP00652,ACC000334,GOLD00793,VALID
DUP00653,ACC007715,GOLD01299,VALID
DUP00654,ACC000598,GOLD01514,VALID
DUP00655,ACC003242,GOLD00446,VALID
DUP00656,ACC000107,GOLD02299,VALID
DUP00657,ACC009313,GOLD00733,VALID
DUP00658,ACC006830,GOLD02185,VALID
DUP00659,ACC002604,GOLD02418,VALID
DUP00660,ACC001341,GOLD00065,VALID
DUP00661,ACC006422,GOLD01329,VALID
DUP00662,ACC001598,GOLD00989,VALID
DUP00663,ACC007767,GOLD02600,VALID
DUP00664,ACC000301,GOLD02666,VALID
DUP00665,ACC004743,GOLD00860,VALID
DUP00666,ACC009600,GOLD02325,VALID
DUP00667,ACC004400,GOLD02269,VALID
DUP00668,ACC008340,GOLD02251,VALID
DUP00669,ACC008335,GOLD02220,VALID
DUP00670,ACC007886,GOLD00367,VALID
DUP00671,ACC005034,GOLD00182,VALID
DUP00672,ACC006427,GOLD01815,VALID
DUP00673,ACC001416,GOLD02564,VALID
DUP00674,ACC002088,GOLD02035,VALID
DUP00675,ACC003429,GOLD02682,VALID
DUP00676,ACC005186,GOLD00265,VALID
DUP00677,ACC002980,GOLD01355,VALID
DUP00678,ACC008198,GOLD01905,VALID
DUP00679,ACC001261,GOLD01229,VALID
DUP00680,ACC008447,GOLD00803,VALID
DUP00681,ACC009154,GOLD00080,VALID
DUP00682,ACC007091,GOLD00684,VALID
DUP00683,ACC001210,GOLD00154,VALID
DUP00684,ACC004898,GOLD02022,VALID
DUP00685,ACC001398,GOLD02102,VALID
DUP00686,ACC007674,GOLD02677,VALID
DUP00687,ACC004524,GOLD01925,VALID
DUP00688,ACC002140,GOLD00841,VALID
DUP00689,ACC006672,GOLD00291,VALID
DUP00690,ACC002550,GOLD01583,VALID
DUP00691,ACC009082,GOLD00706,VALID
DUP00692,ACC001283,GOLD01473,VALID
DUP00693,ACC000249,GOLD00915,VALID
DUP00694,ACC008183,GOLD02987,VALID
DUP00695,ACC006742,GOLD01290,VALID
DUP00696,ACC004797,GOLD02175,VALID
DUP00697,ACC004800,GOLD02816,VALID
DUP00698,ACC005375,GOLD00441,VALID
DUP00699,ACC000570,GOLD02203,VALID
DUP00700,ACC001964,GOLD00200,VALID
DUP00701,ACC003984,GOLD00980,VALID
DUP00702,ACC007884,GOLD01915,VALID
DUP00703,ACC000403,GOLD02636,VALID
DUP00704,ACC009291,GOLD01291,VALID
DUP00705,ACC000107,GOLD02587,VALID
DUP00706,ACC005756,GOLD00675,VALID
DUP00707,ACC002292,GOLD00192,VALID
DUP00708,ACC000864,GOLD01471,VALID
DUP00709,ACC009629,GOLD02562,VALID
DUP00710,ACC003120,GOLD00706,VALID
DUP00711,ACC003979,GOLD00664,VALID
DUP00712,ACC000450,GOLD00033,VALID
DUP00713,ACC007556,GOLD02474,VALID
DUP00714,ACC008189,GOLD00614,VALID
DUP00715,ACC004668,GOLD01757,VALID
DUP00716,ACC007706,GOLD00439,VALID
DUP00717,ACC003737,GOLD00381,VALID
DUP00718,ACC000775,GOLD00434,VALID
DUP00719,ACC008198,GOLD02432,VALID
DUP00720,ACC001694,GOLD00455,VALID
DUP00721,ACC008150,GOLD00674,VALID
DUP00722,ACC001321,GOLD01929,VALID
DUP00723,ACC000746,GOLD02744,VALID
DUP00724,ACC002821,GOLD00045,VALID
DUP00725,ACC007732,GOLD00742,VALID
DUP00726,ACC001479,GOLD00334,VALID
DUP00727,ACC004724,GOLD01575,VALID
DUP00728,ACC002368,GOLD02448,VALID
DUP00729,ACC000169,GOLD01485,VALID
DUP00730,ACC003354,GOLD01108,VALID
DUP00731,ACC006644,GOLD00540,VALID
DUP00732,ACC009229,GOLD01717,VALID
DUP00733,ACC002942,GOLD00736,VALID
DUP00734,ACC002814,GOLD02888,VALID
DUP00735,ACC007324,GOLD00034,VALID
DUP00736,ACC005611,GOLD00464,VALID
DUP00737,ACC000433,GOLD00856,VALID
DUP00738,ACC004780,GOLD01502,VALID
DUP00739,ACC007120,GOLD00051,VALID
DUP00740,ACC002477,GOLD00235,VALID
DUP00741,ACC006501,GOLD00402,VALID
DUP00742,ACC001906,GOLD01402,VALID
DUP00743,ACC007095,GOLD00951,VALID
DUP00744,ACC005052,GOLD01685,VALID
DUP00745,ACC008606,GOLD00718,VALID
DUP00746,ACC004383,GOLD00125,VALID
DUP00747,ACC008359,GOLD01851,VALID
DUP00748,ACC000552,GOLD02429,VALID
DUP00749,ACC005752,GOLD00912,VALID
DUP00750,ACC002870,GOLD00590,VALID
DUP00751,ACC000875,GOLD02292,VALID
DUP00752,ACC002425,GOLD02642,VALID
DUP00753,ACC004281,GOLD01916,VALID
DUP00754,ACC002268,GOLD02172,VALID
DUP00755,ACC004348,GOLD01109,VALID
DUP00756,ACC008921,GOLD00557,VALID
DUP00757,ACC009659,GOLD00409,VALID
DUP00758,ACC008088,GOLD01421,VALID
DUP00759,ACC005335,GOLD00614,VALID
DUP00760,ACC000446,GOLD00305,VALID
DUP00761,ACC003630,GOLD01062,VALID
DUP00762,ACC006628,GOLD01102,VALID
DUP00763,ACC003568,GOLD00064,VALID
DUP00764,ACC003067,GOLD02161,VALID
DUP00765,ACC006945,GOLD01853,VALID
DUP00766,ACC007469,GOLD00501,VALID
DUP00767,ACC007139,GOLD02340,VALID
DUP00768,ACC006071,GOLD00411,VALID
DUP00769,ACC004500,GOLD00996,VALID
DUP00770,ACC007606,GOLD02743,VALID
DUP00771,ACC009294,GOLD02394,VALID
DUP00772,ACC002678,GOLD01592,VALID
DUP00773,ACC001381,GOLD02855,VALID
DUP00774,ACC005373,GOLD01149,VALID
DUP00775,ACC004873,GOLD00686,VALID
DUP00776,ACC007602,GOLD01960,VALID
DUP00777,ACC008302,GOLD00941,VALID
DUP00778,ACC000963,GOLD01777,VALID
DUP00779,ACC008034,GOLD00928,VALID
DUP00780,ACC002795,GOLD02184,VALID
DUP00781,ACC001137,GOLD01596,VALID
DUP00782,ACC005245,GOLD02775,VALID
DUP00783,ACC002066,GOLD02421,VALID
DUP00784,ACC007801,GOLD01800,VALID
DUP00785,ACC006223,GOLD01318,VALID
DUP00786,ACC008050,GOLD00591,VALID
DUP00787,ACC008038,GOLD00776,VALID
DUP00788,ACC009261,GOLD01897,VALID
DUP00789,ACC003353,GOLD02044,VALID
DUP00790,ACC003598,GOLD02582,VALID
DUP00791,ACC003149,GOLD00105,VALID
DUP00792,ACC007390,GOLD00988,VALID
DUP00793,ACC008505,GOLD02851,VALID
DUP00794,ACC007550,GOLD02300,VALID
DUP00795,ACC007738,GOLD00003,VALID
DUP00796,ACC009665,GOLD01151,VALID
DUP00797,ACC003040,GOLD01772,VALID
DUP00798,ACC007865,GOLD00131,VALID
DUP00799,ACC005580,GOLD01447,VALID
DUP00800,ACC000534,GOLD02233,VALID
DUP00801,ACC008725,GOLD01175,VALID
DUP00802,ACC009580,GOLD00560,VALID
DUP00803,ACC003594,GOLD01313,VALID
DUP00804,ACC009725,GOLD01848,VALID
DUP00805,ACC002134,GOLD02062,VALID
DUP00806,ACC007232,GOLD02203,VALID
DUP00807,ACC004570,GOLD01428,VALID
DUP00808,ACC000833,GOLD03000,VALID
DUP00809,ACC000083,GOLD01490,VALID
DUP00810,ACC003140,GOLD02662,VALID
DUP00811,ACC003786,GOLD00757,VALID
DUP00812,ACC005901,GOLD01989,VALID
DUP00813,ACC007715,GOLD00243,VALID
DUP00814,ACC002795,GOLD01398,VALID
DUP00815,ACC004817,GOLD02460,VALID
DUP00816,ACC007365,GOLD02683,VALID
DUP00817,ACC003944,GOLD01096,VALID
DUP00818,ACC002114,GOLD00693,VALID
DUP00819,ACC002280,GOLD00967,VALID
DUP00820,ACC004164,GOLD02405,VALID
DUP00821,ACC005704,GOLD02110,VALID
DUP00822,ACC005349,GOLD00894,VALID
DUP00823,ACC009169,GOLD00184,VALID
DUP00824,ACC003472,GOLD00403,VALID
DUP00825,ACC001014,GOLD02766,VALID
DUP00826,ACC004646,GOLD00903,VALID
DUP00827,ACC004040,GOLD01120,VALID
DUP00828,ACC001217,GOLD00519,VALID
DUP00829,ACC005647,GOLD02494,VALID
DUP00830,ACC000916,GOLD02111,VALID
DUP00831,ACC007486,GOLD00383,VALID
DUP00832,ACC001679,GOLD01696,VALID
DUP00833,ACC005513,GOLD01214,VALID
DUP00834,ACC007301,GOLD01029,VALID
DUP00835,ACC009573,GOLD01236,VALID
DUP00836,ACC004077,GOLD00184,VALID
DUP00837,ACC009490,GOLD02525,VALID
DUP00838,ACC007924,GOLD00257,VALID
DUP00839,ACC006094,GOLD02633,VALID
DUP00840,ACC007711,GOLD02677,VALID
DUP00841,ACC001980,GOLD02762,VALID
DUP00842,ACC005663,GOLD01290,VALID
DUP00843,ACC000888,GOLD00765,VALID
DUP00844,ACC004216,GOLD01125,VALID
DUP00845,ACC005897,GOLD01255,VALID
DUP00846,ACC004285,GOLD01251,VALID
DUP00847,ACC009571,GOLD01834,VALID
DUP00848,ACC009776,GOLD01477,VALID
DUP00849,ACC008206,GOLD00409,VALID
DUP00850,ACC007470,GOLD01203,VALID
DUP00851,ACC002525,GOLD01364,VALID
DUP00852,ACC008717,GOLD00316,VALID
DUP00853,ACC001079,GOLD00366,VALID
DUP00854,ACC002586,GOLD00196,VALID
DUP00855,ACC007392,GOLD01007,VALID
DUP00856,ACC001860,GOLD00760,VALID
DUP00857,ACC001317,GOLD01012,VALID
DUP00858,ACC000628,GOLD01806,VALID
DUP00859,ACC002691,GOLD01537,VALID
DUP00860,ACC007596,GOLD00376,VALID
DUP00861,ACC003049,GOLD02189,VALID
DUP00862,ACC001117,GOLD02507,VALID
DUP00863,ACC005907,GOLD01351,VALID
DUP00864,ACC005652,GOLD02717,VALID
DUP00865,ACC003504,GOLD02189,VALID
DUP00866,ACC007886,GOLD01668,VALID
DUP00867,ACC008169,GOLD01838,VALID
DUP00868,ACC009910,GOLD00820,VALID
DUP00869,ACC003615,GOLD02121,VALID
DUP00870,ACC003905,GOLD00975,VALID
DUP00871,ACC008339,GOLD01045,VALID
DUP00872,ACC005698,GOLD00087,VALID
DUP00873,ACC002131,GOLD00240,VALID
DUP00874,ACC002209,GOLD00242,VALID
DUP00875,ACC000255,GOLD01786,VALID
DUP00876,ACC001290,GOLD00961,VALID
DUP00877,ACC007137,GOLD02771,VALID
DUP00878,ACC009682,GOLD00430,VALID
DUP00879,ACC006303,GOLD00591,VALID
DUP00880,ACC006557,GOLD02324,VALID
DUP00881,ACC002890,GOLD02558,VALID
DUP00882,ACC008084,GOLD02697,VALID
DUP00883,ACC009055,GOLD01014,VALID
DUP00884,ACC007933,GOLD01864,VALID
DUP00885,ACC001626,GOLD01243,VALID
DUP00886,ACC002904,GOLD02403,VALID
DUP00887,ACC000694,GOLD02041,VALID
DUP00888,ACC005130,GOLD01717,VALID
DUP00889,ACC003657,GOLD02269,VALID
DUP00890,ACC001781,GOLD02923,VALID
DUP00891,ACC006651,GOLD00228,VALID
DUP00892,ACC005806,GOLD01451,VALID
DUP00893,ACC005897,GOLD02580,VALID
DUP00894,ACC001942,GOLD02779,VALID
DUP00895,ACC000726,GOLD01549,VALID
DUP00896,ACC001993,GOLD00113,VALID
DUP00897,ACC003863,GOLD02708,VALID
DUP00898,ACC006957,GOLD01623,VALID
DUP00899,ACC000544,GOLD00523,VALID
DUP00900,ACC000801,GOLD00068,VALID
DUP00901,ACC001563,GOLD00966,VALID
DUP00902,ACC007849,GOLD02773,VALID
DUP00903,ACC007396,GOLD01646,VALID
DUP00904,ACC000405,GOLD02909,VALID
DUP00905,ACC009339,GOLD00477,VALID
DUP00906,ACC002557,GOLD00782,VALID
DUP00907,ACC007092,GOLD01416,VALID
DUP00908,ACC006782,GOLD02721,VALID
DUP00909,ACC000052,GOLD02678,VALID
DUP00910,ACC002217,GOLD02240,VALID
DUP00911,ACC002990,GOLD02879,VALID
DUP00912,ACC000863,GOLD00916,VALID
DUP00913,ACC006586,GOLD01357,VALID
DUP00914,ACC009646,GOLD01903,VALID
DUP00915,ACC008151,GOLD01054,VALID
DUP00916,ACC005664,GOLD01927,VALID
DUP00917,ACC006313,GOLD02810,VALID
DUP00918,ACC006568,GOLD02939,VALID
DUP00919,ACC009421,GOLD00995,VALID
DUP00920,ACC002431,GOLD01056,VALID
DUP00921,ACC005219,GOLD02538,VALID
DUP00922,ACC002315,GOLD00437,VALID
DUP00923,ACC003086,GOLD00513,VALID
DUP00924,ACC004683,GOLD01932,VALID
DUP00925,ACC000295,GOLD00877,VALID
DUP00926,ACC001522,GOLD01529,VALID
DUP00927,ACC007012,GOLD02927,VALID
DUP00928,ACC000381,GOLD00209,VALID
DUP00929,ACC001742,GOLD02212,VALID
DUP00930,ACC006198,GOLD00635,VALID
DUP00931,ACC003554,GOLD00237,VALID
DUP00932,ACC001787,GOLD02140,VALID
DUP00933,ACC009579,GOLD00080,VALID
DUP00934,ACC007639,GOLD01931,VALID
DUP00935,ACC009192,GOLD00993,VALID
DUP00936,ACC001526,GOLD02385,VALID
DUP00937,ACC004641,GOLD00728,VALID
DUP00938,ACC007236,GOLD02568,VALID
DUP00939,ACC005955,GOLD01511,VALID
DUP00940,ACC003341,GOLD01179,VALID
DUP00941,ACC001792,GOLD02626,VALID
DUP00942,ACC008731,GOLD00030,VALID
DUP00943,ACC001933,GOLD01774,VALID
DUP00944,ACC000486,GOLD00797,VALID
DUP00945,ACC003206,GOLD00015,VALID
DUP00946,ACC008915,GOLD02081,VALID
DUP00947,ACC004103,GOLD01704,VALID
DUP00948,ACC002456,GOLD01842,VALID
DUP00949,ACC003394,GOLD00137,VALID
DUP00950,ACC009925,GOLD00873,VALID
DUP00951,ACC007461,GOLD01636,VALID
DUP00952,ACC005217,GOLD02042,VALID
DUP00953,ACC002844,GOLD02615,VALID
DUP00954,ACC007724,GOLD01670,VALID
DUP00955,ACC000126,GOLD01571,VALID
DUP00956,ACC008979,GOLD00118,VALID
DUP00957,ACC000214,GOLD01476,VALID
DUP00958,ACC002808,GOLD02046,VALID
DUP00959,ACC007035,GOLD00577,VALID
DUP00960,ACC006020,GOLD00851,VALID
DUP00961,ACC000085,GOLD00793,VALID
DUP00962,ACC003211,GOLD01176,VALID
DUP00963,ACC009196,GOLD00730,VALID
DUP00964,ACC007515,GOLD01409,VALID
DUP00965,ACC003363,GOLD00844,VALID
DUP00966,ACC002193,GOLD00244,VALID
DUP00967,ACC000227,GOLD02773,VALID
DUP00968,ACC007504,GOLD01845,VALID
DUP00969,ACC008261,GOLD00449,VALID
DUP00970,ACC006857,GOLD01380,VALID
DUP00971,ACC009731,GOLD01451,VALID
DUP00972,ACC007151,GOLD01932,VALID
DUP00973,ACC003892,GOLD02722,VALID
DUP00974,ACC008654,GOLD01767,VALID
DUP00975,ACC008403,GOLD01010,VALID
DUP00976,ACC000021,GOLD01209,VALID
DUP00977,ACC007725,GOLD01499,VALID
DUP00978,ACC002925,GOLD01572,VALID
DUP00979,ACC006435,GOLD00379,VALID
DUP00980,ACC009267,GOLD00555,VALID
DUP00981,ACC008839,GOLD00414,VALID
DUP00982,ACC000555,GOLD01673,VALID
DUP00983,ACC009394,GOLD02666,VALID
DUP00984,ACC008992,GOLD00751,VALID
DUP00985,ACC004171,GOLD00286,VALID
DUP00986,ACC004895,GOLD00187,VALID
DUP00987,ACC001321,GOLD01024,VALID
DUP00988,ACC005360,GOLD02954,VALID
DUP00989,ACC000517,GOLD01074,VALID
DUP00990,ACC008889,GOLD00086,VALID
DUP00991,ACC007742,GOLD02135,VALID
DUP00992,ACC004399,GOLD00088,VALID
DUP00993,ACC003158,GOLD00285,VALID
DUP00994,ACC009386,GOLD00682,VALID
DUP00995,ACC001491,GOLD02619,VALID
DUP00996,ACC007329,GOLD02210,VALID
DUP00997,ACC009701,GOLD02730,VALID
DUP00998,ACC004669,GOLD01815,VALID
DUP00999,ACC007109,GOLD00228,VALID
DUP01000,ACC002639,GOLD01473,VALID
DUP01001,ACC003156,GOLD01035,VALID
DUP01002,ACC005216,GOLD01023,VALID
DUP01003,ACC001438,GOLD02363,VALID
DUP01004,ACC001687,GOLD00541,VALID
DUP01005,ACC004603,GOLD02617,VALID
DUP01006,ACC008716,GOLD00522,VALID
DUP01007,ACC001754,GOLD02128,VALID
DUP01008,ACC009584,GOLD00234,VALID
DUP01009,ACC008404,GOLD00088,VALID
DUP01010,ACC006018,GOLD00335,VALID
DUP01011,ACC006331,GOLD02126,VALID
DUP01012,ACC006412,GOLD01738,VALID
DUP01013,ACC002106,GOLD00936,VALID
DUP01014,ACC008454,GOLD01311,VALID
DUP01015,ACC000664,GOLD01356,VALID
DUP01016,ACC008536,GOLD02075,VALID
DUP01017,ACC000705,GOLD02292,VALID
DUP01018,ACC006813,GOLD02566,VALID
DUP01019,ACC005004,GOLD00742,VALID
DUP01020,ACC000501,GOLD00736,VALID
DUP01021,ACC008041,GOLD00721,VALID
DUP01022,ACC002292,GOLD02198,VALID
DUP01023,ACC000574,GOLD00783,VALID
DUP01024,ACC002249,GOLD02161,VALID
DUP01025,ACC008088,GOLD01748,VALID
DUP01026,ACC006489,GOLD02607,VALID
DUP01027,ACC007832,GOLD02612,VALID
DUP01028,ACC008575,GOLD00794,VALID
DUP01029,ACC004647,GOLD01413,VALID
DUP01030,ACC000367,GOLD01242,VALID
DUP01031,ACC003232,GOLD02345,VALID
DUP01032,ACC005451,GOLD02327,VALID
DUP01033,ACC006506,GOLD02740,VALID
DUP01034,ACC007564,GOLD02663,VALID
DUP01035,ACC007160,GOLD00423,VALID
DUP01036,ACC007593,GOLD00228,VALID
DUP01037,ACC007265,GOLD01799,VALID
DUP01038,ACC001123,GOLD01238,VALID
DUP01039,ACC007967,GOLD02526,VALID
DUP01040,ACC007541,GOLD01824,VALID
DUP01041,ACC006566,GOLD00963,VALID
DUP01042,ACC000183,GOLD00772,VALID
DUP01043,ACC000799,GOLD02003,VALID
DUP01044,ACC000828,GOLD02950,VALID
DUP01045,ACC009753,GOLD01466,VALID
DUP01046,ACC006825,GOLD00246,VALID
DUP01047,ACC001245,GOLD01789,VALID
DUP01048,ACC002311,GOLD02035,VALID
DUP01049,ACC002773,GOLD02854,VALID
DUP01050,ACC007072,GOLD01614,VALID
DUP01051,ACC002410,GOLD02760,VALID
DUP01052,ACC007722,GOLD01061,VALID
DUP01053,ACC000169,GOLD00474,VALID
DUP01054,ACC005190,GOLD02351,VALID
DUP01055,ACC009599,GOLD02940,VALID
DUP01056,ACC004473,GOLD02742,VALID
DUP01057,ACC000461,GOLD00239,VALID
DUP01058,ACC008903,GOLD01446,VALID
DUP01059,ACC009508,GOLD01248,VALID
DUP01060,ACC003913,GOLD00092,VALID
DUP01061,ACC001031,GOLD00038,VALID
DUP01062,ACC005991,GOLD02060,VALID
DUP01063,ACC004816,GOLD01995,VALID
DUP01064,ACC000171,GOLD02105,VALID
DUP01065,ACC008591,GOLD01552,VALID
DUP01066,ACC006222,GOLD00190,VALID
DUP01067,ACC000486,GOLD00295,VALID
DUP01068,ACC003087,GOLD00305,VALID
DUP01069,ACC007956,GOLD02619,VALID
DUP01070,ACC000302,GOLD00577,VALID
DUP01071,ACC006615,GOLD02022,VALID
DUP01072,ACC000288,GOLD01706,VALID
DUP01073,ACC002922,GOLD02796,VALID
DUP01074,ACC009460,GOLD00007,VALID
DUP01075,ACC001398,GOLD02459,VALID
DUP01076,ACC009695,GOLD00689,VALID
DUP01077,ACC009779,GOLD00972,VALID
DUP01078,ACC009779,GOLD01717,VALID
DUP01079,ACC000068,GOLD00609,VALID
DUP01080,ACC001043,GOLD01245,VALID
DUP01081,ACC001599,GOLD00094,VALID
DUP01082,ACC005910,GOLD02439,VALID
DUP01083,ACC000099,GOLD02068,VALID
DUP01084,ACC006917,GOLD00671,VALID
DUP01085,ACC009880,GOLD01202,VALID
DUP01086,ACC005968,GOLD00862,VALID
DUP01087,ACC006826,GOLD00686,VALID
DUP01088,ACC007949,GOLD00877,VALID
DUP01089,ACC006573,GOLD02058,VALID
DUP01090,ACC002048,GOLD02616,VALID
DUP01091,ACC008276,GOLD01928,VALID
DUP01092,ACC000188,GOLD02016,VALID
DUP01093,ACC000738,GOLD02510,VALID
DUP01094,ACC000100,GOLD00780,VALID
DUP01095,ACC006278,GOLD02638,VALID
DUP01096,ACC006998,GOLD02220,VALID
DUP01097,ACC005116,GOLD01600,VALID
DUP01098,ACC007826,GOLD01068,VALID
DUP01099,ACC002225,GOLD00312,VALID
DUP01100,ACC002432,GOLD00667,VALID
DUP01101,ACC003563,GOLD01794,VALID
DUP01102,ACC001725,GOLD02930,VALID
DUP01103,ACC009806,GOLD01720,VALID
DUP01104,ACC001681,GOLD02529,VALID
DUP01105,ACC009928,GOLD00998,VALID
DUP01106,ACC008828,GOLD00220,VALID
DUP01107,ACC001178,GOLD01931,VALID
DUP01108,ACC005816,GOLD01283,VALID
DUP01109,ACC007886,GOLD02320,VALID
DUP01110,ACC009792,GOLD00947,VALID
DUP01111,ACC003587,GOLD01456,VALID
DUP01112,ACC008447,GOLD00112,VALID
DUP01113,ACC009604,GOLD01143,VALID
DUP01114,ACC005456,GOLD01042,VALID
DUP01115,ACC008016,GOLD02321,VALID
DUP01116,ACC000567,GOLD00589,VALID
DUP01117,ACC007115,GOLD00075,VALID
DUP01118,ACC003209,GOLD01269,VALID
DUP01119,ACC001798,GOLD02614,VALID
DUP01120,ACC005610,GOLD01513,VALID
DUP01121,ACC000743,GOLD02374,VALID
DUP01122,ACC006314,GOLD01263,VALID
DUP01123,ACC003435,GOLD02711,VALID
DUP01124,ACC001236,GOLD02700,VALID
DUP01125,ACC005196,GOLD01368,VALID
DUP01126,ACC005465,GOLD01746,VALID
DUP01127,ACC009003,GOLD02428,VALID
DUP01128,ACC006254,GOLD02022,VALID
DUP01129,ACC004396,GOLD00523,VALID
DUP01130,ACC009730,GOLD00995,VALID
DUP01131,ACC003747,GOLD02605,VALID
DUP01132,ACC008431,GOLD01353,VALID
DUP01133,ACC008209,GOLD02087,VALID
DUP01134,ACC005001,GOLD01356,VALID
DUP01135,ACC001237,GOLD01978,VALID
DUP01136,ACC001856,GOLD02388,VALID
DUP01137,ACC007556,GOLD00451,VALID
DUP01138,ACC004981,GOLD00601,VALID
DUP01139,ACC001332,GOLD01069,VALID
DUP01140,ACC008458,GOLD00142,VALID
DUP01141,ACC004499,GOLD01608,VALID
DUP01142,ACC000965,GOLD01281,VALID
DUP01143,ACC006799,GOLD01174,VALID
DUP01144,ACC003749,GOLD02544,VALID
DUP01145,ACC009496,GOLD00745,VALID
DUP01146,ACC001045,GOLD01601,VALID
DUP01147,ACC007884,GOLD02684,VALID
DUP01148,ACC009954,GOLD02154,VALID
DUP01149,ACC007267,GOLD00609,VALID
DUP01150,ACC000387,GOLD00912,VALID
DUP01151,ACC005319,GOLD02467,VALID
DUP01152,ACC001264,GOLD00727,VALID
DUP01153,ACC006464,GOLD00243,VALID
DUP01154,ACC004625,GOLD02303,VALID
DUP01155,ACC006196,GOLD00547,VALID
DUP01156,ACC000812,GOLD00760,VALID
DUP01157,ACC008887,GOLD00126,VALID
DUP01158,ACC000045,GOLD00557,VALID
DUP01159,ACC002258,GOLD02254,VALID
DUP01160,ACC009199,GOLD01242,VALID
DUP01161,ACC006279,GOLD02366,VALID
DUP01162,ACC007841,GOLD01152,VALID
DUP01163,ACC004935,GOLD02914,VALID
DUP01164,ACC008129,GOLD02172,VALID
DUP01165,ACC005747,GOLD02721,VALID
DUP01166,ACC003728,GOLD02119,VALID
DUP01167,ACC008478,GOLD00476,VALID
DUP01168,ACC007633,GOLD01023,VALID
DUP01169,ACC005199,GOLD02987,VALID
DUP01170,ACC001273,GOLD02881,VALID
DUP01171,ACC000474,GOLD00184,VALID
DUP01172,ACC002025,GOLD01663,VALID
DUP01173,ACC008907,GOLD02439,VALID
DUP01174,ACC003472,GOLD02679,VALID
DUP01175,ACC000568,GOLD00592,VALID
DUP01176,ACC005296,GOLD02938,VALID
DUP01177,ACC006164,GOLD01372,VALID
DUP01178,ACC004598,GOLD01497,VALID
DUP01179,ACC006984,GOLD01588,VALID
DUP01180,ACC001828,GOLD02452,VALID
DUP01181,ACC006134,GOLD01134,VALID
DUP01182,ACC001204,GOLD01804,VALID
DUP01183,ACC007343,GOLD02287,VALID
DUP01184,ACC008050,GOLD00673,VALID
DUP01185,ACC001091,GOLD01551,VALID
DUP01186,ACC006071,GOLD01757,VALID
DUP01187,ACC000242,GOLD00310,VALID
DUP01188,ACC002685,GOLD02176,VALID
DUP01189,ACC008289,GOLD00618,VALID
DUP01190,ACC006747,GOLD01024,VALID
DUP01191,ACC002191,GOLD02318,VALID
DUP01192,ACC000573,GOLD00733,VALID
DUP01193,ACC001955,GOLD02181,VALID
DUP01194,ACC002872,GOLD02014,VALID
DUP01195,ACC005327,GOLD02863,VALID
DUP01196,ACC001620,GOLD00193,VALID
DUP01197,ACC001384,GOLD02458,VALID
DUP01198,ACC002681,GOLD01471,VALID
DUP01199,ACC006417,GOLD02270,VALID
DUP01200,ACC003246,GOLD01744,VALID
DUP01201,ACC000036,GOLD00938,VALID
DUP01202,ACC003957,GOLD02299,VALID
DUP01203,ACC001938,GOLD01389,VALID
DUP01204,ACC008837,GOLD02756,VALID
DUP01205,ACC001341,GOLD00023,VALID
DUP01206,ACC004083,GOLD02426,VALID
DUP01207,ACC004880,GOLD02458,VALID
DUP01208,ACC009048,GOLD01195,VALID
DUP01209,ACC006466,GOLD02429,VALID
DUP01210,ACC005721,GOLD00665,VALID
DUP01211,ACC009681,GOLD01461,VALID
DUP01212,ACC007584,GOLD00640,VALID
