record_id,entity_type,dimension,dq_check,field_name,issue_value,severity
LEA006988,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA006988,MEDIUM
LEA006989,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA006989,MEDIUM
LEA006990,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA006990,MEDIUM
LEA006991,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA006991,MEDIUM
LEA006992,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA006992,MEDIUM
LEA006993,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA006993,MEDIUM
LEA006994,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA006994,MEDIUM
LEA006995,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA006995,MEDIUM
LEA006996,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA006996,MEDIUM
LEA006997,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA006997,MEDIUM
LEA006998,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA006998,MEDIUM
LEA006999,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA006999,MEDIUM
LEA007000,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007000,MEDIUM
LEA007001,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007001,MEDIUM
LEA007002,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007002,MEDIUM
LEA007003,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007003,MEDIUM
LEA007004,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007004,MEDIUM
LEA007005,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007005,MEDIUM
LEA007006,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007006,MEDIUM
LEA007007,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007007,MEDIUM
LEA007008,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007008,MEDIUM
LEA007009,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007009,MEDIUM
LEA007010,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007010,MEDIUM
LEA007011,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007011,MEDIUM
LEA007012,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007012,MEDIUM
LEA007013,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007013,MEDIUM
LEA007014,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007014,MEDIUM
LEA007015,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007015,MEDIUM
LEA007016,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007016,MEDIUM
LEA007017,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007017,MEDIUM
LEA007018,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007018,MEDIUM
LEA007019,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007019,MEDIUM
LEA007020,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007020,MEDIUM
LEA007021,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007021,MEDIUM
LEA007022,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007022,MEDIUM
LEA007023,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007023,MEDIUM
LEA007024,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007024,MEDIUM
LEA007025,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007025,MEDIUM
LEA007026,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007026,MEDIUM
LEA007027,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007027,MEDIUM
LEA007028,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007028,MEDIUM
LEA007029,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007029,MEDIUM
LEA007030,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007030,MEDIUM
LEA007031,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007031,MEDIUM
LEA007032,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007032,MEDIUM
LEA007033,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007033,MEDIUM
LEA007034,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007034,MEDIUM
LEA007035,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007035,MEDIUM
LEA007036,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007036,MEDIUM
LEA007037,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007037,MEDIUM
LEA007038,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007038,MEDIUM
LEA007039,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007039,MEDIUM
LEA007040,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007040,MEDIUM
LEA007041,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007041,MEDIUM
LEA007042,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007042,MEDIUM
LEA007043,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007043,MEDIUM
LEA007044,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007044,MEDIUM
LEA007045,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007045,MEDIUM
LEA007046,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007046,MEDIUM
LEA007047,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007047,MEDIUM
LEA007048,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007048,MEDIUM
LEA007049,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007049,MEDIUM
LEA007050,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007050,MEDIUM
LEA007051,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007051,MEDIUM
LEA007052,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007052,MEDIUM
LEA007053,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007053,MEDIUM
LEA007054,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007054,MEDIUM
LEA007055,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007055,MEDIUM
LEA007056,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007056,MEDIUM
LEA007057,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007057,MEDIUM
LEA007058,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007058,MEDIUM
LEA007059,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007059,MEDIUM
LEA007060,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007060,MEDIUM
LEA007061,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007061,MEDIUM
LEA007062,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007062,MEDIUM
LEA007063,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007063,MEDIUM
LEA007064,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007064,MEDIUM
LEA007065,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007065,MEDIUM
LEA007066,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007066,MEDIUM
LEA007067,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007067,MEDIUM
LEA007068,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007068,MEDIUM
LEA007069,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007069,MEDIUM
LEA007070,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007070,MEDIUM
LEA007071,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007071,MEDIUM
LEA007072,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007072,MEDIUM
LEA007073,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007073,MEDIUM
LEA007074,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007074,MEDIUM
LEA007075,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007075,MEDIUM
LEA007076,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007076,MEDIUM
LEA007077,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007077,MEDIUM
LEA007078,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007078,MEDIUM
LEA007079,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007079,MEDIUM
LEA007080,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007080,MEDIUM
LEA007081,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007081,MEDIUM
LEA007082,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007082,MEDIUM
LEA007083,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007083,MEDIUM
LEA007084,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007084,MEDIUM
LEA007085,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007085,MEDIUM
LEA007086,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007086,MEDIUM
LEA007087,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007087,MEDIUM
LEA007088,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007088,MEDIUM
LEA007089,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007089,MEDIUM
LEA007090,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007090,MEDIUM
LEA007091,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007091,MEDIUM
LEA007092,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007092,MEDIUM
LEA007093,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007093,MEDIUM
LEA007094,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007094,MEDIUM
LEA007095,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007095,MEDIUM
LEA007096,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007096,MEDIUM
LEA007097,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007097,MEDIUM
LEA007098,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007098,MEDIUM
LEA007099,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007099,MEDIUM
LEA007100,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007100,MEDIUM
LEA007101,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007101,MEDIUM
LEA007102,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007102,MEDIUM
LEA007103,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007103,MEDIUM
LEA007104,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007104,MEDIUM
LEA007105,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007105,MEDIUM
LEA007106,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007106,MEDIUM
LEA007107,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007107,MEDIUM
LEA007108,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007108,MEDIUM
LEA007109,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007109,MEDIUM
LEA007110,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007110,MEDIUM
LEA007111,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007111,MEDIUM
LEA007112,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007112,MEDIUM
LEA007113,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007113,MEDIUM
LEA007114,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007114,MEDIUM
LEA007115,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007115,MEDIUM
LEA007116,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007116,MEDIUM
LEA007117,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007117,MEDIUM
LEA007118,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007118,MEDIUM
LEA007119,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007119,MEDIUM
LEA007120,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007120,MEDIUM
LEA007121,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007121,MEDIUM
LEA007122,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007122,MEDIUM
LEA007123,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007123,MEDIUM
LEA007124,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007124,MEDIUM
LEA007125,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007125,MEDIUM
LEA007126,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007126,MEDIUM
LEA007127,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007127,MEDIUM
LEA007128,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007128,MEDIUM
LEA007129,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007129,MEDIUM
LEA007130,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007130,MEDIUM
LEA007131,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007131,MEDIUM
LEA007132,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007132,MEDIUM
LEA007133,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007133,MEDIUM
LEA007134,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007134,MEDIUM
LEA007135,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007135,MEDIUM
LEA007136,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007136,MEDIUM
LEA007137,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007137,MEDIUM
LEA007138,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007138,MEDIUM
LEA007139,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007139,MEDIUM
LEA007140,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007140,MEDIUM
LEA007141,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007141,MEDIUM
LEA007142,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007142,MEDIUM
LEA007143,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007143,MEDIUM
LEA007144,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007144,MEDIUM
LEA007145,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007145,MEDIUM
LEA007146,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007146,MEDIUM
LEA007147,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007147,MEDIUM
LEA007148,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007148,MEDIUM
LEA007149,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007149,MEDIUM
LEA007150,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007150,MEDIUM
LEA007151,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007151,MEDIUM
LEA007152,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007152,MEDIUM
LEA007153,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007153,MEDIUM
LEA007154,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007154,MEDIUM
LEA007155,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007155,MEDIUM
LEA007156,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007156,MEDIUM
LEA007157,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007157,MEDIUM
LEA007158,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007158,MEDIUM
LEA007159,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007159,MEDIUM
LEA007160,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007160,MEDIUM
LEA007161,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007161,MEDIUM
LEA007162,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007162,MEDIUM
LEA007163,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007163,MEDIUM
LEA007164,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007164,MEDIUM
LEA007165,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007165,MEDIUM
LEA007166,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007166,MEDIUM
LEA007167,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007167,MEDIUM
LEA007168,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007168,MEDIUM
LEA007169,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007169,MEDIUM
LEA007170,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007170,MEDIUM
LEA007171,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007171,MEDIUM
LEA007172,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007172,MEDIUM
LEA007173,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007173,MEDIUM
LEA007174,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007174,MEDIUM
LEA007175,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007175,MEDIUM
LEA007176,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007176,MEDIUM
LEA007177,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007177,MEDIUM
LEA007178,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007178,MEDIUM
LEA007179,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007179,MEDIUM
LEA007180,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007180,MEDIUM
LEA007181,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007181,MEDIUM
LEA007182,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007182,MEDIUM
LEA007183,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007183,MEDIUM
LEA007184,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007184,MEDIUM
LEA007185,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007185,MEDIUM
LEA007186,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007186,MEDIUM
LEA007187,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007187,MEDIUM
LEA007188,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007188,MEDIUM
LEA007189,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007189,MEDIUM
LEA007190,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007190,MEDIUM
LEA007191,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007191,MEDIUM
LEA007192,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007192,MEDIUM
LEA007193,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007193,MEDIUM
LEA007194,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007194,MEDIUM
LEA007195,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007195,MEDIUM
LEA007196,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007196,MEDIUM
LEA007197,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007197,MEDIUM
LEA007198,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007198,MEDIUM
LEA007199,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007199,MEDIUM
LEA007200,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007200,MEDIUM
LEA007201,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007201,MEDIUM
LEA007202,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007202,MEDIUM
LEA007203,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007203,MEDIUM
LEA007204,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007204,MEDIUM
LEA007205,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007205,MEDIUM
LEA007206,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007206,MEDIUM
LEA007207,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007207,MEDIUM
LEA007208,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007208,MEDIUM
LEA007209,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007209,MEDIUM
LEA007210,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007210,MEDIUM
LEA007211,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007211,MEDIUM
LEA007212,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007212,MEDIUM
LEA007213,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007213,MEDIUM
LEA007214,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007214,MEDIUM
LEA007215,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007215,MEDIUM
LEA007216,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007216,MEDIUM
LEA007217,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007217,MEDIUM
LEA007218,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007218,MEDIUM
LEA007219,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007219,MEDIUM
LEA007220,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007220,MEDIUM
LEA007221,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007221,MEDIUM
LEA007222,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007222,MEDIUM
LEA007223,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007223,MEDIUM
LEA007224,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007224,MEDIUM
LEA007225,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007225,MEDIUM
LEA007226,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007226,MEDIUM
LEA007227,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007227,MEDIUM
LEA007228,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007228,MEDIUM
LEA007229,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007229,MEDIUM
LEA007230,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007230,MEDIUM
LEA007231,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007231,MEDIUM
LEA007232,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007232,MEDIUM
LEA007233,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007233,MEDIUM
LEA007234,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007234,MEDIUM
LEA007235,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007235,MEDIUM
LEA007236,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007236,MEDIUM
LEA007237,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007237,MEDIUM
LEA007238,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007238,MEDIUM
LEA007239,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007239,MEDIUM
LEA007240,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007240,MEDIUM
LEA007241,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007241,MEDIUM
LEA007242,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007242,MEDIUM
LEA007243,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007243,MEDIUM
LEA007244,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007244,MEDIUM
LEA007245,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007245,MEDIUM
LEA007246,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007246,MEDIUM
LEA007247,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007247,MEDIUM
LEA007248,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007248,MEDIUM
LEA007249,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007249,MEDIUM
LEA007250,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007250,MEDIUM
LEA007251,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007251,MEDIUM
LEA007252,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007252,MEDIUM
LEA007253,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007253,MEDIUM
LEA007254,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007254,MEDIUM
LEA007255,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007255,MEDIUM
LEA007256,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007256,MEDIUM
LEA007257,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007257,MEDIUM
LEA007258,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007258,MEDIUM
LEA007259,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007259,MEDIUM
LEA007260,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007260,MEDIUM
LEA007261,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007261,MEDIUM
LEA007262,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007262,MEDIUM
LEA007263,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007263,MEDIUM
LEA007264,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007264,MEDIUM
LEA007265,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007265,MEDIUM
LEA007266,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007266,MEDIUM
LEA007267,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007267,MEDIUM
LEA007268,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007268,MEDIUM
LEA007269,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007269,MEDIUM
LEA007270,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007270,MEDIUM
LEA007271,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007271,MEDIUM
LEA007272,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007272,MEDIUM
LEA007273,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007273,MEDIUM
LEA007274,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007274,MEDIUM
LEA007275,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007275,MEDIUM
LEA007276,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007276,MEDIUM
LEA007277,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007277,MEDIUM
LEA007278,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007278,MEDIUM
LEA007279,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007279,MEDIUM
LEA007280,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007280,MEDIUM
LEA007281,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007281,MEDIUM
LEA007282,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007282,MEDIUM
LEA007283,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007283,MEDIUM
LEA007284,LEAD,Validity,validity_invalid_lead_id_format,lead_id,LEA007284,MEDIUM
