account_id,entity_type,completeness_score,validity_score,consistency_score,uniqueness_score,freshness_score,record_quality_score,quality_grade,issue_count,high_severity_issues,module6_golden_record_eligible
ACC002525,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002529,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002530,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002531,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002533,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002536,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002537,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002540,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002542,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002545,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002547,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002548,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002549,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002550,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002552,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002553,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002554,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002556,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002558,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002560,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002561,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002562,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002563,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002564,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002566,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002567,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002568,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002571,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002576,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002578,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002579,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002581,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002582,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002583,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002584,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002585,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002588,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002590,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002591,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002594,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002595,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002597,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002598,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002600,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002601,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002602,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002604,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002606,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002607,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002611,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002613,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002617,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002618,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002619,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002622,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002623,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002625,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002629,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002630,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002633,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002634,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002635,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002636,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002638,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002640,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002641,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002642,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002643,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002644,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002645,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002646,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002647,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002648,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002650,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002653,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002654,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002655,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002656,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002657,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002658,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002659,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002660,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002661,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002662,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002667,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002668,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002669,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002670,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002671,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002673,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002675,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002680,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002682,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002684,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002694,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002695,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002696,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002697,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002700,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002703,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002704,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002705,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002706,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002707,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002709,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002710,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002711,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002712,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002713,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002714,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002715,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002718,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002720,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002721,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002722,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002723,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002724,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002726,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002727,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002728,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002732,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002734,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002735,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002736,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002737,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002739,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002740,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002742,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002744,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002745,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002747,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002750,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002757,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002758,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002762,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002768,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002769,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002775,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002776,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002777,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002779,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002780,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002782,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002783,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002785,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002786,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002787,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002789,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002791,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002793,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002794,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002796,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002797,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002799,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002801,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002805,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002810,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002811,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002812,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002813,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002815,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002816,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002818,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002820,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002822,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002823,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002825,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002826,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002829,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002832,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002833,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002837,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002838,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002839,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002843,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002844,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002845,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002848,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002850,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002854,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002855,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002857,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002858,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002859,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002861,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002862,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002866,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002872,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002876,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002879,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002880,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002882,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002884,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002888,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002889,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002891,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002892,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002893,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002896,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002898,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002899,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002900,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002901,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002902,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002903,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002905,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002910,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002912,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002913,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002915,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002916,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002919,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002921,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002926,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002930,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002932,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002934,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002935,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002937,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002938,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002939,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002940,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002941,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002943,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002947,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002951,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002952,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002953,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002959,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002962,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002965,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002967,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002968,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002970,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002972,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002975,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002976,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002978,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002979,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002981,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002982,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002986,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002988,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002991,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002993,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC002994,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002995,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC002999,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC003002,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC003005,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC003006,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC003009,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC003010,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC003011,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC003014,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC003021,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC003023,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC003029,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC003036,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC003037,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC003041,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC003043,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC003047,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC003052,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC003053,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC003063,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC003070,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC003073,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC003074,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC003075,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC003076,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC003077,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC003084,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC003085,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC003089,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC003090,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC003091,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC003093,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC003097,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC003100,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC003103,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC003104,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC003105,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC003107,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC003109,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC003113,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC003114,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC003115,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC003116,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC003117,ACCOUNT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
ACC003118,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC003121,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC003122,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC003130,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC003135,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
ACC003137,ACCOUNT,100.0,100.0,100.0,0.0,100.0,90.0,A,1,0,YES
