account_id,steward,dq_issue_status
ACC001557,Data Steward C,In Review
ACC001558,Data Steward B,Open
ACC001559,Data Steward A,Open
ACC001560,Data Steward A,Resolved
ACC001561,Data Steward C,In Review
ACC001562,Data Steward C,Resolved
ACC001563,Data Steward C,Open
ACC001564,Data Steward C,Resolved
ACC001565,Data Steward A,In Review
ACC001566,Data Steward C,In Review
ACC001567,Data Steward A,Open
ACC001568,Data Steward A,Open
ACC001569,Data Steward A,Open
ACC001570,Data Steward A,Open
ACC001571,Data Steward A,Open
ACC001572,Data Steward B,In Review
ACC001573,Data Steward B,In Review
ACC001574,Data Steward B,Resolved
ACC001575,Data Steward C,In Review
ACC001576,Data Steward B,In Review
ACC001577,Data Steward A,In Review
ACC001578,Data Steward B,In Review
ACC001579,Data Steward B,In Review
ACC001580,Data Steward A,In Review
ACC001581,Data Steward B,Resolved
ACC001582,Data Steward B,In Review
ACC001583,Data Steward A,Resolved
ACC001584,Data Steward B,In Review
ACC001585,Data Steward B,Resolved
ACC001586,Data Steward C,Open
ACC001587,Data Steward C,Open
ACC001588,Data Steward C,Resolved
ACC001589,Data Steward B,Open
ACC001590,Data Steward B,Resolved
ACC001591,Data Steward C,Resolved
ACC001592,Data Steward C,Open
ACC001593,Data Steward B,Resolved
ACC001594,Data Steward A,Open
ACC001595,Data Steward B,In Review
ACC001596,Data Steward C,Resolved
ACC001597,Data Steward B,Open
ACC001598,Data Steward A,Resolved
ACC001599,Data Steward C,Open
ACC001600,Data Steward B,Resolved
ACC001601,Data Steward A,In Review
ACC001602,Data Steward A,Open
ACC001603,Data Steward C,In Review
ACC001604,Data Steward A,Open
ACC001605,Data Steward C,In Review
ACC001606,Data Steward A,In Review
ACC001607,Data Steward C,Open
ACC001608,Data Steward B,In Review
ACC001609,Data Steward B,Resolved
ACC001610,Data Steward B,Resolved
ACC001611,Data Steward C,In Review
ACC001612,Data Steward B,Open
ACC001613,Data Steward A,In Review
ACC001614,Data Steward A,In Review
ACC001615,Data Steward C,Open
ACC001616,Data Steward C,Resolved
ACC001617,Data Steward A,Open
ACC001618,Data Steward B,Resolved
ACC001619,Data Steward A,Resolved
ACC001620,Data Steward A,Resolved
ACC001621,Data Steward C,In Review
ACC001622,Data Steward A,In Review
ACC001623,Data Steward A,Resolved
ACC001624,Data Steward A,Resolved
ACC001625,Data Steward C,In Review
ACC001626,Data Steward C,Resolved
ACC001627,Data Steward B,Open
ACC001628,Data Steward C,Open
ACC001629,Data Steward A,Resolved
ACC001630,Data Steward B,Resolved
ACC001631,Data Steward A,Resolved
ACC001632,Data Steward B,Resolved
ACC001633,Data Steward B,Resolved
ACC001634,Data Steward C,Open
ACC001635,Data Steward C,Resolved
ACC001636,Data Steward C,Open
ACC001637,Data Steward A,Open
ACC001638,Data Steward B,Resolved
ACC001639,Data Steward A,Open
ACC001640,Data Steward B,Resolved
ACC001641,Data Steward B,In Review
ACC001642,Data Steward C,In Review
ACC001643,Data Steward B,In Review
ACC001644,Data Steward C,In Review
ACC001645,Data Steward A,Resolved
ACC001646,Data Steward B,Resolved
ACC001647,Data Steward B,Open
ACC001648,Data Steward C,In Review
ACC001649,Data Steward B,Resolved
ACC001650,Data Steward A,Open
ACC001651,Data Steward B,Open
ACC001652,Data Steward A,Open
ACC001653,Data Steward C,Resolved
ACC001654,Data Steward B,Open
ACC001655,Data Steward C,Resolved
ACC001656,Data Steward C,Open
ACC001657,Data Steward C,Resolved
ACC001658,Data Steward B,In Review
ACC001659,Data Steward C,Resolved
ACC001660,Data Steward B,In Review
ACC001661,Data Steward A,Open
ACC001662,Data Steward C,In Review
ACC001663,Data Steward C,Resolved
ACC001664,Data Steward B,Resolved
ACC001665,Data Steward A,Open
ACC001666,Data Steward A,Open
ACC001667,Data Steward B,Open
ACC001668,Data Steward B,In Review
ACC001669,Data Steward A,Resolved
ACC001670,Data Steward B,Open
ACC001671,Data Steward B,Resolved
ACC001672,Data Steward A,In Review
ACC001673,Data Steward B,Resolved
ACC001674,Data Steward B,In Review
ACC001675,Data Steward C,In Review
ACC001676,Data Steward B,Resolved
ACC001677,Data Steward C,In Review
ACC001678,Data Steward C,Open
ACC001679,Data Steward B,In Review
ACC001680,Data Steward B,Open
ACC001681,Data Steward B,Resolved
ACC001682,Data Steward B,Open
ACC001683,Data Steward A,Resolved
ACC001684,Data Steward A,Open
ACC001685,Data Steward B,Open
ACC001686,Data Steward C,In Review
ACC001687,Data Steward A,Open
ACC001688,Data Steward C,Open
ACC001689,Data Steward A,Resolved
ACC001690,Data Steward C,Open
ACC001691,Data Steward C,In Review
ACC001692,Data Steward C,In Review
ACC001693,Data Steward A,Open
ACC001694,Data Steward C,Resolved
ACC001695,Data Steward A,Open
ACC001696,Data Steward C,In Review
ACC001697,Data Steward B,Open
ACC001698,Data Steward A,In Review
ACC001699,Data Steward B,In Review
ACC001700,Data Steward C,In Review
ACC001701,Data Steward C,Resolved
ACC001702,Data Steward A,In Review
ACC001703,Data Steward C,Resolved
ACC001704,Data Steward C,Resolved
ACC001705,Data Steward C,Resolved
ACC001706,Data Steward A,Open
ACC001707,Data Steward C,In Review
ACC001708,Data Steward B,In Review
ACC001709,Data Steward B,Open
ACC001710,Data Steward B,Open
ACC001711,Data Steward A,Open
ACC001712,Data Steward A,Open
ACC001713,Data Steward B,Resolved
ACC001714,Data Steward B,Open
ACC001715,Data Steward A,Resolved
ACC001716,Data Steward B,In Review
ACC001717,Data Steward A,Resolved
ACC001718,Data Steward B,In Review
ACC001719,Data Steward A,Open
ACC001720,Data Steward C,Open
ACC001721,Data Steward C,Open
ACC001722,Data Steward A,Resolved
ACC001723,Data Steward B,In Review
ACC001724,Data Steward C,Resolved
ACC001725,Data Steward C,In Review
ACC001726,Data Steward C,Resolved
ACC001727,Data Steward A,Open
ACC001728,Data Steward A,In Review
ACC001729,Data Steward A,In Review
ACC001730,Data Steward B,Open
ACC001731,Data Steward C,Open
ACC001732,Data Steward A,Open
ACC001733,Data Steward C,Resolved
ACC001734,Data Steward C,Resolved
ACC001735,Data Steward C,Open
ACC001736,Data Steward C,Resolved
ACC001737,Data Steward A,Resolved
ACC001738,Data Steward C,Open
ACC001739,Data Steward A,In Review
ACC001740,Data Steward C,In Review
ACC001741,Data Steward B,Open
ACC001742,Data Steward B,Open
ACC001743,Data Steward C,In Review
ACC001744,Data Steward C,Resolved
ACC001745,Data Steward B,Resolved
ACC001746,Data Steward B,Resolved
ACC001747,Data Steward A,In Review
ACC001748,Data Steward B,Open
ACC001749,Data Steward A,Open
ACC001750,Data Steward B,Resolved
ACC001751,Data Steward A,Open
ACC001752,Data Steward B,In Review
ACC001753,Data Steward A,In Review
ACC001754,Data Steward B,In Review
ACC001755,Data Steward C,Resolved
ACC001756,Data Steward C,In Review
ACC001757,Data Steward A,In Review
ACC001758,Data Steward C,Open
ACC001759,Data Steward C,Open
ACC001760,Data Steward A,In Review
ACC001761,Data Steward A,Open
ACC001762,Data Steward B,In Review
ACC001763,Data Steward A,In Review
ACC001764,Data Steward A,In Review
ACC001765,Data Steward A,In Review
ACC001766,Data Steward B,Open
ACC001767,Data Steward A,In Review
ACC001768,Data Steward C,Open
ACC001769,Data Steward B,Resolved
ACC001770,Data Steward A,Resolved
ACC001771,Data Steward A,Resolved
ACC001772,Data Steward A,Resolved
ACC001773,Data Steward B,Open
ACC001774,Data Steward B,Resolved
ACC001775,Data Steward A,In Review
ACC001776,Data Steward A,In Review
ACC001777,Data Steward C,In Review
ACC001778,Data Steward B,Resolved
ACC001779,Data Steward B,Open
ACC001780,Data Steward C,Resolved
ACC001781,Data Steward C,In Review
ACC001782,Data Steward A,Resolved
ACC001783,Data Steward A,In Review
ACC001784,Data Steward C,Open
ACC001785,Data Steward B,Open
ACC001786,Data Steward B,In Review
ACC001787,Data Steward A,Open
ACC001788,Data Steward A,Resolved
ACC001789,Data Steward A,In Review
ACC001790,Data Steward C,Open
ACC001791,Data Steward B,In Review
ACC001792,Data Steward B,In Review
ACC001793,Data Steward A,In Review
ACC001794,Data Steward A,In Review
ACC001795,Data Steward A,In Review
ACC001796,Data Steward B,Open
ACC001797,Data Steward A,In Review
ACC001798,Data Steward A,Resolved
ACC001799,Data Steward C,Open
ACC001800,Data Steward B,In Review
ACC001801,Data Steward B,In Review
ACC001802,Data Steward B,In Review
ACC001803,Data Steward C,Open
ACC001804,Data Steward B,Open
ACC001805,Data Steward A,In Review
ACC001806,Data Steward C,Open
ACC001807,Data Steward A,Open
ACC001808,Data Steward A,In Review
ACC001809,Data Steward A,Open
ACC001810,Data Steward A,Resolved
ACC001811,Data Steward A,In Review
ACC001812,Data Steward C,Resolved
ACC001813,Data Steward B,In Review
ACC001814,Data Steward A,Resolved
ACC001815,Data Steward B,In Review
ACC001816,Data Steward C,In Review
ACC001817,Data Steward B,In Review
ACC001818,Data Steward A,Resolved
ACC001819,Data Steward A,Open
ACC001820,Data Steward A,Resolved
ACC001821,Data Steward B,In Review
ACC001822,Data Steward C,In Review
ACC001823,Data Steward C,In Review
ACC001824,Data Steward A,Open
ACC001825,Data Steward C,Resolved
ACC001826,Data Steward A,In Review
ACC001827,Data Steward B,In Review
ACC001828,Data Steward A,In Review
ACC001829,Data Steward C,In Review
ACC001830,Data Steward A,Open
ACC001831,Data Steward C,In Review
ACC001832,Data Steward B,Open
ACC001833,Data Steward A,In Review
ACC001834,Data Steward C,Resolved
ACC001835,Data Steward A,Open
ACC001836,Data Steward B,Open
ACC001837,Data Steward C,Resolved
ACC001838,Data Steward A,Open
ACC001839,Data Steward B,Open
ACC001840,Data Steward C,In Review
ACC001841,Data Steward C,Open
ACC001842,Data Steward A,Resolved
ACC001843,Data Steward C,Resolved
ACC001844,Data Steward A,Open
ACC001845,Data Steward A,Resolved
ACC001846,Data Steward B,Resolved
ACC001847,Data Steward B,Resolved
ACC001848,Data Steward A,Resolved
ACC001849,Data Steward B,Resolved
ACC001850,Data Steward C,Resolved
ACC001851,Data Steward A,Resolved
ACC001852,Data Steward C,Open
ACC001853,Data Steward C,Open
ACC001854,Data Steward B,Open
ACC001855,Data Steward C,Resolved
ACC001856,Data Steward C,Open
ACC001857,Data Steward B,Resolved
ACC001858,Data Steward A,Resolved
ACC001859,Data Steward B,Open
ACC001860,Data Steward B,Open
ACC001861,Data Steward A,Resolved
ACC001862,Data Steward A,Resolved
ACC001863,Data Steward C,Resolved
ACC001864,Data Steward C,Open
ACC001865,Data Steward C,Resolved
ACC001866,Data Steward B,In Review
ACC001867,Data Steward A,Open
ACC001868,Data Steward B,Resolved
ACC001869,Data Steward B,Open
ACC001870,Data Steward B,Open
ACC001871,Data Steward A,Open
ACC001872,Data Steward C,Open
ACC001873,Data Steward A,Resolved
ACC001874,Data Steward C,Open
ACC001875,Data Steward B,Open
ACC001876,Data Steward A,Open
ACC001877,Data Steward C,Open
ACC001878,Data Steward A,In Review
ACC001879,Data Steward B,Resolved
ACC001880,Data Steward C,Open
ACC001881,Data Steward A,In Review
ACC001882,Data Steward A,Resolved
ACC001883,Data Steward C,Resolved
ACC001884,Data Steward C,In Review
ACC001885,Data Steward B,In Review
ACC001886,Data Steward A,Resolved
ACC001887,Data Steward C,Resolved
ACC001888,Data Steward A,Resolved
ACC001889,Data Steward C,Open
ACC001890,Data Steward A,Open
ACC001891,Data Steward A,In Review
ACC001892,Data Steward C,Resolved
ACC001893,Data Steward A,Open
ACC001894,Data Steward C,Resolved
ACC001895,Data Steward A,Open
ACC001896,Data Steward C,In Review
ACC001897,Data Steward C,In Review
ACC001898,Data Steward A,Resolved
ACC001899,Data Steward C,In Review
ACC001900,Data Steward B,In Review
ACC001901,Data Steward B,Open
ACC001902,Data Steward C,Open
ACC001903,Data Steward C,Open
ACC001904,Data Steward C,Resolved
ACC001905,Data Steward B,Resolved
ACC001906,Data Steward C,Resolved
ACC001907,Data Steward A,Open
ACC001908,Data Steward A,Open
ACC001909,Data Steward B,Resolved
ACC001910,Data Steward C,Resolved
ACC001911,Data Steward C,In Review
ACC001912,Data Steward B,Open
ACC001913,Data Steward A,Resolved
ACC001914,Data Steward A,Resolved
ACC001915,Data Steward C,Open
ACC001916,Data Steward A,Open
ACC001917,Data Steward B,Open
ACC001918,Data Steward B,In Review
ACC001919,Data Steward C,In Review
ACC001920,Data Steward B,Open
ACC001921,Data Steward A,In Review
ACC001922,Data Steward A,Open
ACC001923,Data Steward B,Resolved
ACC001924,Data Steward B,Resolved
ACC001925,Data Steward B,Open
ACC001926,Data Steward C,Resolved
ACC001927,Data Steward B,Open
ACC001928,Data Steward A,Resolved
ACC001929,Data Steward C,Open
ACC001930,Data Steward C,In Review
ACC001931,Data Steward B,Resolved
ACC001932,Data Steward A,In Review
ACC001933,Data Steward B,Open
ACC001934,Data Steward A,Open
ACC001935,Data Steward B,In Review
ACC001936,Data Steward A,Resolved
ACC001937,Data Steward A,Resolved
ACC001938,Data Steward B,In Review
ACC001939,Data Steward A,Resolved
ACC001940,Data Steward A,Open
ACC001941,Data Steward C,In Review
ACC001942,Data Steward A,Open
ACC001943,Data Steward A,In Review
ACC001944,Data Steward B,Open
ACC001945,Data Steward A,In Review
ACC001946,Data Steward A,Open
ACC001947,Data Steward A,Open
ACC001948,Data Steward C,In Review
ACC001949,Data Steward B,Open
ACC001950,Data Steward B,Resolved
ACC001951,Data Steward C,In Review
ACC001952,Data Steward C,In Review
ACC001953,Data Steward C,Resolved
ACC001954,Data Steward B,Open
ACC001955,Data Steward A,Resolved
ACC001956,Data Steward C,Open
ACC001957,Data Steward B,Open
ACC001958,Data Steward B,Resolved
ACC001959,Data Steward B,In Review
ACC001960,Data Steward B,In Review
ACC001961,Data Steward B,In Review
ACC001962,Data Steward A,Open
ACC001963,Data Steward A,In Review
ACC001964,Data Steward C,Resolved
ACC001965,Data Steward C,Resolved
ACC001966,Data Steward A,In Review
ACC001967,Data Steward C,Resolved
ACC001968,Data Steward A,Resolved
ACC001969,Data Steward C,Open
ACC001970,Data Steward C,In Review
ACC001971,Data Steward C,Resolved
ACC001972,Data Steward B,Open
ACC001973,Data Steward B,In Review
ACC001974,Data Steward C,Open
ACC001975,Data Steward A,In Review
ACC001976,Data Steward C,In Review
ACC001977,Data Steward A,Open
ACC001978,Data Steward B,Resolved
ACC001979,Data Steward A,In Review
ACC001980,Data Steward C,Resolved
ACC001981,Data Steward B,In Review
ACC001982,Data Steward A,In Review
ACC001983,Data Steward C,Resolved
ACC001984,Data Steward C,In Review
ACC001985,Data Steward A,Open
ACC001986,Data Steward A,Resolved
ACC001987,Data Steward A,In Review
ACC001988,Data Steward B,Open
ACC001989,Data Steward B,Open
ACC001990,Data Steward C,Open
ACC001991,Data Steward C,Resolved
ACC001992,Data Steward A,Resolved
ACC001993,Data Steward B,In Review
ACC001994,Data Steward A,Open
ACC001995,Data Steward C,In Review
ACC001996,Data Steward C,In Review
ACC001997,Data Steward B,Open
ACC001998,Data Steward B,In Review
ACC001999,Data Steward A,In Review
ACC002000,Data Steward C,In Review
ACC002001,Data Steward C,Resolved
ACC002002,Data Steward A,Open
ACC002003,Data Steward B,Open
ACC002004,Data Steward C,In Review
ACC002005,Data Steward C,In Review
ACC002006,Data Steward B,Open
ACC002007,Data Steward A,Open
ACC002008,Data Steward A,Open
ACC002009,Data Steward C,Resolved
ACC002010,Data Steward C,In Review
ACC002011,Data Steward C,Resolved
ACC002012,Data Steward B,In Review
ACC002013,Data Steward B,Resolved
ACC002014,Data Steward C,Resolved
ACC002015,Data Steward B,Resolved
ACC002016,Data Steward A,Open
ACC002017,Data Steward B,Resolved
ACC002018,Data Steward C,In Review
ACC002019,Data Steward B,In Review
ACC002020,Data Steward A,In Review
ACC002021,Data Steward B,In Review
ACC002022,Data Steward A,Resolved
ACC002023,Data Steward C,Open
ACC002024,Data Steward B,Resolved
ACC002025,Data Steward C,Resolved
ACC002026,Data Steward C,Resolved
ACC002027,Data Steward C,Open
ACC002028,Data Steward A,Resolved
ACC002029,Data Steward C,Open
ACC002030,Data Steward B,In Review
ACC002031,Data Steward C,Resolved
ACC002032,Data Steward B,Resolved
ACC002033,Data Steward C,Resolved
ACC002034,Data Steward A,Resolved
ACC002035,Data Steward A,In Review
ACC002036,Data Steward C,Resolved
ACC002037,Data Steward C,Resolved
ACC002038,Data Steward C,Resolved
ACC002039,Data Steward A,Open
ACC002040,Data Steward B,In Review
ACC002041,Data Steward A,Resolved
ACC002042,Data Steward C,In Review
ACC002043,Data Steward B,Open
ACC002044,Data Steward A,In Review
ACC002045,Data Steward C,Open
ACC002046,Data Steward C,Resolved
ACC002047,Data Steward C,Open
ACC002048,Data Steward C,Resolved
ACC002049,Data Steward B,In Review
ACC002050,Data Steward A,In Review
ACC002051,Data Steward B,Resolved
ACC002052,Data Steward C,In Review
ACC002053,Data Steward B,Open
ACC002054,Data Steward A,Open
ACC002055,Data Steward C,In Review
ACC002056,Data Steward B,In Review
ACC002057,Data Steward C,Open
ACC002058,Data Steward A,Open
ACC002059,Data Steward C,Resolved
ACC002060,Data Steward C,Open
ACC002061,Data Steward C,Open
ACC002062,Data Steward A,Resolved
ACC002063,Data Steward B,Open
ACC002064,Data Steward A,Resolved
ACC002065,Data Steward B,In Review
ACC002066,Data Steward C,In Review
ACC002067,Data Steward B,Resolved
ACC002068,Data Steward C,Resolved
ACC002069,Data Steward C,In Review
ACC002070,Data Steward C,Open
ACC002071,Data Steward C,Open
ACC002072,Data Steward B,In Review
ACC002073,Data Steward B,In Review
ACC002074,Data Steward C,In Review
ACC002075,Data Steward B,Open
ACC002076,Data Steward C,Open
ACC002077,Data Steward A,In Review
ACC002078,Data Steward B,Resolved
ACC002079,Data Steward B,Resolved
ACC002080,Data Steward C,Open
ACC002081,Data Steward B,In Review
ACC002082,Data Steward B,Resolved
ACC002083,Data Steward C,Open
ACC002084,Data Steward A,In Review
ACC002085,Data Steward B,Open
ACC002086,Data Steward A,Resolved
ACC002087,Data Steward A,Open
ACC002088,Data Steward A,In Review
ACC002089,Data Steward C,In Review
ACC002090,Data Steward A,Resolved
ACC002091,Data Steward A,Open
ACC002092,Data Steward C,In Review
ACC002093,Data Steward C,In Review
ACC002094,Data Steward C,Resolved
ACC002095,Data Steward B,In Review
ACC002096,Data Steward A,Open
ACC002097,Data Steward B,In Review
ACC002098,Data Steward C,In Review
ACC002099,Data Steward A,In Review
ACC002100,Data Steward C,Open
ACC002101,Data Steward A,Resolved
ACC002102,Data Steward B,Resolved
ACC002103,Data Steward B,Resolved
ACC002104,Data Steward B,Open
ACC002105,Data Steward C,In Review
ACC002106,Data Steward A,Open
ACC002107,Data Steward B,In Review
ACC002108,Data Steward B,Resolved
ACC002109,Data Steward B,In Review
ACC002110,Data Steward A,In Review
ACC002111,Data Steward A,Open
ACC002112,Data Steward A,Resolved
ACC002113,Data Steward C,Resolved
ACC002114,Data Steward A,Open
ACC002115,Data Steward B,Open
ACC002116,Data Steward A,In Review
ACC002117,Data Steward B,In Review
ACC002118,Data Steward B,Resolved
ACC002119,Data Steward A,In Review
ACC002120,Data Steward B,Open
ACC002121,Data Steward A,Open
ACC002122,Data Steward A,Open
ACC002123,Data Steward A,In Review
ACC002124,Data Steward B,In Review
ACC002125,Data Steward A,Resolved
ACC002126,Data Steward B,Open
ACC002127,Data Steward B,Open
ACC002128,Data Steward C,Resolved
ACC002129,Data Steward C,Open
ACC002130,Data Steward A,In Review
ACC002131,Data Steward A,Open
ACC002132,Data Steward A,In Review
ACC002133,Data Steward A,Resolved
ACC002134,Data Steward C,In Review
ACC002135,Data Steward B,In Review
ACC002136,Data Steward C,In Review
ACC002137,Data Steward C,In Review
ACC002138,Data Steward C,Open
ACC002139,Data Steward B,In Review
ACC002140,Data Steward B,In Review
ACC002141,Data Steward C,Open
ACC002142,Data Steward B,Resolved
ACC002143,Data Steward C,Open
ACC002144,Data Steward A,In Review
ACC002145,Data Steward B,Resolved
ACC002146,Data Steward A,In Review
ACC002147,Data Steward C,Open
ACC002148,Data Steward B,Resolved
ACC002149,Data Steward B,Resolved
ACC002150,Data Steward B,Open
ACC002151,Data Steward A,Resolved
ACC002152,Data Steward C,Resolved
ACC002153,Data Steward A,In Review
ACC002154,Data Steward A,Resolved
ACC002155,Data Steward C,In Review
ACC002156,Data Steward B,In Review
ACC002157,Data Steward A,Resolved
ACC002158,Data Steward A,In Review
ACC002159,Data Steward C,Open
ACC002160,Data Steward B,Resolved
ACC002161,Data Steward C,In Review
ACC002162,Data Steward A,Resolved
ACC002163,Data Steward C,In Review
ACC002164,Data Steward C,Open
ACC002165,Data Steward A,In Review
ACC002166,Data Steward A,In Review
ACC002167,Data Steward A,Resolved
ACC002168,Data Steward B,Open
ACC002169,Data Steward A,Open
ACC002170,Data Steward C,Open
ACC002171,Data Steward C,Resolved
ACC002172,Data Steward C,Open
ACC002173,Data Steward B,In Review
ACC002174,Data Steward C,Open
ACC002175,Data Steward B,In Review
ACC002176,Data Steward C,In Review
ACC002177,Data Steward A,Resolved
ACC002178,Data Steward C,Open
ACC002179,Data Steward B,Resolved
ACC002180,Data Steward A,Open
ACC002181,Data Steward B,Resolved
ACC002182,Data Steward A,In Review
ACC002183,Data Steward B,Open
ACC002184,Data Steward C,Resolved
ACC002185,Data Steward C,Resolved
ACC002186,Data Steward A,Resolved
ACC002187,Data Steward C,Resolved
ACC002188,Data Steward C,In Review
ACC002189,Data Steward C,Open
ACC002190,Data Steward A,Resolved
ACC002191,Data Steward A,Resolved
ACC002192,Data Steward B,Resolved
ACC002193,Data Steward A,In Review
ACC002194,Data Steward B,In Review
ACC002195,Data Steward B,In Review
ACC002196,Data Steward A,Resolved
ACC002197,Data Steward A,In Review
ACC002198,Data Steward C,Resolved
ACC002199,Data Steward A,Open
ACC002200,Data Steward C,In Review
ACC002201,Data Steward C,Resolved
ACC002202,Data Steward B,Resolved
ACC002203,Data Steward C,Resolved
ACC002204,Data Steward A,Resolved
ACC002205,Data Steward C,In Review
ACC002206,Data Steward B,Open
ACC002207,Data Steward C,Open
ACC002208,Data Steward C,In Review
ACC002209,Data Steward C,Resolved
ACC002210,Data Steward B,In Review
ACC002211,Data Steward A,In Review
ACC002212,Data Steward A,Resolved
ACC002213,Data Steward C,Open
ACC002214,Data Steward B,Resolved
ACC002215,Data Steward A,Open
ACC002216,Data Steward B,In Review
ACC002217,Data Steward C,Resolved
ACC002218,Data Steward A,Resolved
ACC002219,Data Steward B,Open
ACC002220,Data Steward B,Open
ACC002221,Data Steward C,In Review
ACC002222,Data Steward B,In Review
ACC002223,Data Steward B,In Review
ACC002224,Data Steward C,In Review
ACC002225,Data Steward C,In Review
ACC002226,Data Steward C,Open
ACC002227,Data Steward B,Open
ACC002228,Data Steward C,In Review
ACC002229,Data Steward A,In Review
ACC002230,Data Steward C,Open
ACC002231,Data Steward C,Open
ACC002232,Data Steward C,In Review
ACC002233,Data Steward C,Open
ACC002234,Data Steward A,Open
ACC002235,Data Steward A,Open
ACC002236,Data Steward B,Resolved
ACC002237,Data Steward A,Resolved
ACC002238,Data Steward C,Open
ACC002239,Data Steward B,In Review
ACC002240,Data Steward C,In Review
ACC002241,Data Steward B,Resolved
ACC002242,Data Steward A,In Review
ACC002243,Data Steward A,Open
ACC002244,Data Steward C,Resolved
ACC002245,Data Steward A,Resolved
ACC002246,Data Steward A,Open
ACC002247,Data Steward B,Open
ACC002248,Data Steward C,Open
ACC002249,Data Steward A,Resolved
ACC002250,Data Steward A,In Review
ACC002251,Data Steward C,Resolved
ACC002252,Data Steward C,In Review
ACC002253,Data Steward A,In Review
ACC002254,Data Steward A,In Review
ACC002255,Data Steward C,Resolved
ACC002256,Data Steward B,Resolved
ACC002257,Data Steward A,In Review
ACC002258,Data Steward B,Resolved
ACC002259,Data Steward B,In Review
ACC002260,Data Steward A,Resolved
ACC002261,Data Steward C,In Review
ACC002262,Data Steward A,In Review
ACC002263,Data Steward B,Open
ACC002264,Data Steward B,Open
ACC002265,Data Steward B,Resolved
ACC002266,Data Steward C,Open
ACC002267,Data Steward C,Open
ACC002268,Data Steward C,Open
ACC002269,Data Steward B,In Review
ACC002270,Data Steward A,Open
ACC002271,Data Steward C,Open
ACC002272,Data Steward B,Open
ACC002273,Data Steward A,Resolved
ACC002274,Data Steward A,Open
ACC002275,Data Steward C,In Review
ACC002276,Data Steward A,In Review
ACC002277,Data Steward A,Open
ACC002278,Data Steward C,Open
ACC002279,Data Steward C,Open
ACC002280,Data Steward A,Open
ACC002281,Data Steward C,Resolved
ACC002282,Data Steward C,Resolved
ACC002283,Data Steward A,Resolved
ACC002284,Data Steward A,Open
ACC002285,Data Steward A,Resolved
ACC002286,Data Steward C,Resolved
ACC002287,Data Steward A,Open
ACC002288,Data Steward B,In Review
ACC002289,Data Steward C,Resolved
ACC002290,Data Steward B,Open
ACC002291,Data Steward B,In Review
ACC002292,Data Steward C,In Review
ACC002293,Data Steward A,Resolved
ACC002294,Data Steward C,Resolved
ACC002295,Data Steward C,Open
ACC002296,Data Steward C,In Review
ACC002297,Data Steward C,In Review
ACC002298,Data Steward A,Open
ACC002299,Data Steward B,In Review
ACC002300,Data Steward B,Open
ACC002301,Data Steward C,Resolved
ACC002302,Data Steward C,Resolved
ACC002303,Data Steward B,Resolved
ACC002304,Data Steward A,Open
ACC002305,Data Steward B,In Review
ACC002306,Data Steward C,Open
ACC002307,Data Steward C,Open
ACC002308,Data Steward A,In Review
ACC002309,Data Steward C,Open
ACC002310,Data Steward A,Resolved
ACC002311,Data Steward A,In Review
ACC002312,Data Steward A,Resolved
ACC002313,Data Steward B,Resolved
ACC002314,Data Steward C,In Review
ACC002315,Data Steward A,Resolved
ACC002316,Data Steward B,In Review
ACC002317,Data Steward C,Resolved
ACC002318,Data Steward B,Open
ACC002319,Data Steward B,Resolved
ACC002320,Data Steward A,Resolved
ACC002321,Data Steward C,Resolved
ACC002322,Data Steward A,Open
ACC002323,Data Steward C,In Review
ACC002324,Data Steward C,Open
ACC002325,Data Steward C,In Review
ACC002326,Data Steward C,Open
ACC002327,Data Steward B,Resolved
ACC002328,Data Steward A,Resolved
ACC002329,Data Steward B,Resolved
ACC002330,Data Steward C,Resolved
ACC002331,Data Steward C,Resolved
ACC002332,Data Steward B,Open
ACC002333,Data Steward B,Resolved
ACC002334,Data Steward A,Open
ACC002335,Data Steward C,Resolved
ACC002336,Data Steward A,Open
ACC002337,Data Steward B,In Review
ACC002338,Data Steward B,Open
ACC002339,Data Steward B,In Review
ACC002340,Data Steward A,Open
ACC002341,Data Steward A,In Review
ACC002342,Data Steward A,Open
ACC002343,Data Steward C,Resolved
ACC002344,Data Steward A,Resolved
ACC002345,Data Steward C,In Review
ACC002346,Data Steward B,Open
ACC002347,Data Steward B,Resolved
ACC002348,Data Steward B,In Review
ACC002349,Data Steward B,Resolved
ACC002350,Data Steward A,Open
ACC002351,Data Steward B,Resolved
ACC002352,Data Steward A,Resolved
ACC002353,Data Steward A,In Review
ACC002354,Data Steward A,Open
ACC002355,Data Steward B,Resolved
ACC002356,Data Steward C,In Review
ACC002357,Data Steward B,Open
ACC002358,Data Steward C,Resolved
ACC002359,Data Steward C,Open
ACC002360,Data Steward A,In Review
ACC002361,Data Steward C,Resolved
ACC002362,Data Steward C,Resolved
ACC002363,Data Steward B,Resolved
ACC002364,Data Steward C,Resolved
ACC002365,Data Steward C,In Review
ACC002366,Data Steward A,Resolved
ACC002367,Data Steward B,In Review
ACC002368,Data Steward A,In Review
ACC002369,Data Steward B,In Review
ACC002370,Data Steward A,Open
ACC002371,Data Steward C,Resolved
ACC002372,Data Steward A,Open
ACC002373,Data Steward A,In Review
ACC002374,Data Steward A,Open
ACC002375,Data Steward B,Resolved
ACC002376,Data Steward A,Resolved
ACC002377,Data Steward A,Open
ACC002378,Data Steward B,Open
