lead_id,entity_type,completeness_score,validity_score,consistency_score,uniqueness_score,freshness_score,record_quality_score,quality_grade,issue_count,high_severity_issues,module6_golden_record_eligible
LEA003545,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003546,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003547,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003548,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003549,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003550,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003551,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003552,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003553,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003554,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003555,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003556,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003557,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003558,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003559,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003560,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003561,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003562,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003563,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003564,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003565,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003566,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003567,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003568,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003569,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003570,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003571,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003572,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003573,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003574,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003575,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003576,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003577,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003578,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003579,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003580,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003581,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003582,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003583,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003584,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003585,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003586,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003587,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003588,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003589,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003590,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003591,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003592,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003593,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003594,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003595,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003596,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003597,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003598,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003599,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003600,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003601,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003602,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003603,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003604,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003605,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003606,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003607,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003608,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003609,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003610,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003611,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003612,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003613,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003614,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003615,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003616,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003617,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003618,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003619,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003620,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003621,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003622,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003623,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003624,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003625,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003626,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003627,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003628,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003629,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003630,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003631,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003632,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003633,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003634,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003635,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003636,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003637,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003638,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003639,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003640,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003641,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003642,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003643,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003644,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003645,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003646,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003647,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003648,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003649,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003650,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003651,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003652,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003653,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003654,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003655,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003656,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003657,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003658,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003659,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003660,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003661,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003662,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003663,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003664,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003665,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003666,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003667,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003668,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003669,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003670,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003671,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003672,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003673,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003674,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003675,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003676,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003677,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003678,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003679,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003680,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003681,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003682,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003683,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003684,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003685,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003686,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003687,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003688,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003689,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003690,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003691,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003692,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003693,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003694,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003695,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003696,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003697,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003698,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003699,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003700,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003701,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003702,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003703,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003704,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003705,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003706,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003707,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003708,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003709,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003710,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003711,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003712,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003713,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003714,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003715,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003716,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003717,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003718,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003719,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003720,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003721,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003722,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003723,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003724,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003725,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003726,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003727,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003728,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003729,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003730,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003731,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003732,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003733,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003734,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003735,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003736,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003737,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003738,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003739,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003740,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003741,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003742,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003743,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003744,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003745,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003746,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003747,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003748,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003749,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003750,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003751,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003752,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003753,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003754,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003755,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003756,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003757,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003758,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003759,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003760,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003761,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003762,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003763,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003764,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003765,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003766,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003767,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003768,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003769,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003770,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003771,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003772,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003773,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003774,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003775,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003776,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003777,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003778,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003779,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003780,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003781,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003782,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003783,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003784,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003785,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003786,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003787,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003788,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003789,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003790,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003791,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003792,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003793,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003794,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003795,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003796,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003797,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003798,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003799,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003800,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003801,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003802,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003803,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003804,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003805,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003806,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003807,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003808,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003809,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003810,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003811,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003812,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003813,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003814,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003815,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003816,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003817,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003818,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003819,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003820,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003821,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003822,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003823,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003824,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003825,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003826,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003827,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003828,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003829,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003830,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003831,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003832,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003833,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003834,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003835,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003836,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003837,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003838,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003839,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003840,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003841,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003842,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003843,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003844,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003845,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003846,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003847,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003848,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003849,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003850,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003851,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003852,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003853,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003854,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003855,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003856,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003857,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003858,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003859,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
LEA003860,LEAD,100.0,0.0,100.0,100.0,100.0,75.0,C,1,0,NO
