lead_id,lead_name,source,status,duplicate_count,absorbed_ids
LEA002219,Lead 2218,Referral,Working,0,
LEA002220,Lead 2219,Referral,Converted,0,
LEA002221,Lead 2220,LinkedIn,Converted,0,
LEA002222,Lead 2221,Event,Qualified,0,
LEA002223,Lead 2222,LinkedIn,Qualified,0,
LEA002224,Lead 2223,Event,New,0,
LEA002225,Lead 2224,Referral,Qualified,0,
LEA002226,Lead 2225,Web,Qualified,0,
LEA002227,Lead 2226,Event,Qualified,0,
LEA002228,Lead 2227,LinkedIn,Converted,0,
LEA002229,Lead 2228,Referral,New,0,
LEA002230,Lead 2229,Referral,New,0,
LEA002231,Lead 2230,Event,Working,0,
LEA002232,Lead 2231,LinkedIn,New,0,
LEA002233,Lead 2232,Referral,Converted,0,
LEA002234,Lead 2233,Event,New,0,
LEA002235,Lead 2234,LinkedIn,Converted,0,
LEA002236,Lead 2235,Event,New,0,
LEA002237,Lead 2236,LinkedIn,Converted,0,
LEA002238,Lead 2237,LinkedIn,Working,0,
LEA002239,Lead 2238,Referral,Working,0,
LEA002240,Lead 2239,Referral,Converted,0,
LEA002241,Lead 2240,LinkedIn,Working,0,
LEA002242,Lead 2241,Event,Converted,0,
LEA002243,Lead 2242,Event,Converted,0,
LEA002244,Lead 2243,Web,New,0,
LEA002245,Lead 2244,Web,Qualified,0,
LEA002246,Lead 2245,Referral,Qualified,0,
LEA002247,Lead 2246,Event,Working,0,
LEA002248,Lead 2247,Event,Working,0,
LEA002249,Lead 2248,LinkedIn,New,0,
LEA002250,Lead 2249,Web,Qualified,0,
LEA002251,Lead 2250,Web,New,0,
LEA002252,Lead 2251,Web,Converted,0,
LEA002253,Lead 2252,Event,Qualified,0,
LEA002254,Lead 2253,Web,Qualified,0,
LEA002255,Lead 2254,LinkedIn,Converted,0,
LEA002256,Lead 2255,Event,Working,0,
LEA002257,Lead 2256,Web,New,0,
LEA002258,Lead 2257,Referral,Converted,0,
LEA002259,Lead 2258,Web,Converted,0,
LEA002260,Lead 2259,Referral,Converted,0,
LEA002261,Lead 2260,Web,New,0,
LEA002262,Lead 2261,Referral,Qualified,0,
LEA002263,Lead 2262,LinkedIn,Working,0,
LEA002264,Lead 2263,Event,New,0,
LEA002265,Lead 2264,Event,Working,0,
LEA002266,Lead 2265,Event,Working,0,
LEA002267,Lead 2266,Web,Converted,0,
LEA002268,Lead 2267,LinkedIn,Working,0,
LEA002269,Lead 2268,Event,Working,0,
LEA002270,Lead 2269,Referral,Converted,0,
LEA002271,Lead 2270,LinkedIn,New,0,
LEA002272,Lead 2271,Event,Working,0,
LEA002273,Lead 2272,Event,Working,0,
LEA002274,Lead 2273,Event,Qualified,0,
LEA002275,Lead 2274,Web,Working,0,
LEA002276,Lead 2275,Web,Working,0,
LEA002277,Lead 2276,Event,Converted,0,
LEA002278,Lead 2277,Event,Working,0,
LEA002279,Lead 2278,LinkedIn,Qualified,0,
LEA002280,Lead 2279,Web,Converted,0,
LEA002281,Lead 2280,Web,New,0,
LEA002282,Lead 2281,LinkedIn,Converted,0,
LEA002283,Lead 2282,LinkedIn,Working,0,
LEA002284,Lead 2283,Referral,Working,0,
LEA002285,Lead 2284,Referral,Converted,0,
LEA002286,Lead 2285,Event,Working,0,
LEA002287,Lead 2286,Event,Qualified,0,
LEA002288,Lead 2287,LinkedIn,New,0,
LEA002289,Lead 2288,Event,Working,0,
LEA002290,Lead 2289,LinkedIn,Qualified,0,
LEA002291,Lead 2290,Referral,New,0,
LEA002292,Lead 2291,Referral,Working,0,
LEA002293,Lead 2292,Referral,Working,0,
LEA002294,Lead 2293,Web,Working,0,
LEA002295,Lead 2294,Referral,Qualified,0,
LEA002296,Lead 2295,Event,Qualified,0,
LEA002297,Lead 2296,Referral,New,0,
LEA002298,Lead 2297,Referral,Converted,0,
LEA002299,Lead 2298,Event,New,0,
LEA002300,Lead 2299,Event,Converted,0,
LEA002301,Lead 2300,Event,Converted,0,
LEA002302,Lead 2301,Event,Converted,0,
LEA002303,Lead 2302,Event,Qualified,0,
LEA002304,Lead 2303,Event,Working,0,
LEA002305,Lead 2304,Referral,Working,0,
LEA002306,Lead 2305,Referral,New,0,
LEA002307,Lead 2306,Referral,New,0,
LEA002308,Lead 2307,Web,Working,0,
LEA002309,Lead 2308,Web,Working,0,
LEA002310,Lead 2309,Referral,New,0,
LEA002311,Lead 2310,Referral,Converted,0,
LEA002312,Lead 2311,LinkedIn,Qualified,0,
LEA002313,Lead 2312,LinkedIn,Working,0,
LEA002314,Lead 2313,LinkedIn,Qualified,0,
LEA002315,Lead 2314,Referral,Qualified,0,
LEA002316,Lead 2315,Web,Converted,0,
LEA002317,Lead 2316,LinkedIn,Converted,0,
LEA002318,Lead 2317,Event,Converted,0,
LEA002319,Lead 2318,LinkedIn,Qualified,0,
LEA002320,Lead 2319,Event,Qualified,0,
LEA002321,Lead 2320,Event,Qualified,0,
LEA002322,Lead 2321,LinkedIn,New,0,
LEA002323,Lead 2322,LinkedIn,Qualified,0,
LEA002324,Lead 2323,Web,New,0,
LEA002325,Lead 2324,Event,Working,0,
LEA002326,Lead 2325,Event,Converted,0,
LEA002327,Lead 2326,LinkedIn,New,0,
LEA002328,Lead 2327,Referral,Converted,0,
LEA002329,Lead 2328,Web,Working,0,
LEA002330,Lead 2329,Event,Qualified,0,
LEA002331,Lead 2330,Referral,Working,0,
LEA002332,Lead 2331,Event,Converted,0,
LEA002333,Lead 2332,Referral,New,0,
LEA002334,Lead 2333,Event,Converted,0,
LEA002335,Lead 2334,Referral,Qualified,0,
LEA002336,Lead 2335,Event,Converted,0,
LEA002337,Lead 2336,LinkedIn,Working,0,
LEA002338,Lead 2337,Web,New,0,
LEA002339,Lead 2338,Web,New,0,
LEA002340,Lead 2339,Referral,New,0,
LEA002341,Lead 2340,Web,New,0,
LEA002342,Lead 2341,Event,Converted,0,
LEA002343,Lead 2342,Web,Qualified,0,
LEA002344,Lead 2343,Event,Working,0,
LEA002345,Lead 2344,Event,New,0,
LEA002346,Lead 2345,Event,Working,0,
LEA002347,Lead 2346,Event,Working,0,
LEA002348,Lead 2347,Web,Qualified,0,
LEA002349,Lead 2348,Referral,Qualified,0,
LEA002350,Lead 2349,Referral,New,0,
LEA002351,Lead 2350,Web,New,0,
LEA002352,Lead 2351,Event,Converted,0,
LEA002353,Lead 2352,LinkedIn,Qualified,0,
LEA002354,Lead 2353,Referral,Qualified,0,
LEA002355,Lead 2354,Event,Qualified,0,
LEA002356,Lead 2355,Event,Converted,0,
LEA002357,Lead 2356,LinkedIn,Qualified,0,
LEA002358,Lead 2357,Event,Working,0,
LEA002359,Lead 2358,Web,Converted,0,
LEA002360,Lead 2359,Referral,Working,0,
LEA002361,Lead 2360,Referral,New,0,
LEA002362,Lead 2361,LinkedIn,Converted,0,
LEA002363,Lead 2362,LinkedIn,New,0,
LEA002364,Lead 2363,LinkedIn,Qualified,0,
LEA002365,Lead 2364,Event,Converted,0,
LEA002366,Lead 2365,LinkedIn,Qualified,0,
LEA002367,Lead 2366,Event,Qualified,0,
LEA002368,Lead 2367,Event,Converted,0,
LEA002369,Lead 2368,Referral,New,0,
LEA002370,Lead 2369,Referral,Working,0,
LEA002371,Lead 2370,LinkedIn,Converted,0,
LEA002372,Lead 2371,Web,New,0,
LEA002373,Lead 2372,Event,Qualified,0,
LEA002374,Lead 2373,Referral,Qualified,0,
LEA002375,Lead 2374,Event,Qualified,0,
LEA002376,Lead 2375,Referral,Qualified,0,
LEA002377,Lead 2376,Web,Working,0,
LEA002378,Lead 2377,Event,New,0,
LEA002379,Lead 2378,Referral,Working,0,
LEA002380,Lead 2379,LinkedIn,Qualified,0,
LEA002381,Lead 2380,Web,Converted,0,
LEA002382,Lead 2381,Web,Qualified,0,
LEA002383,Lead 2382,Referral,Qualified,0,
LEA002384,Lead 2383,LinkedIn,Converted,0,
LEA002385,Lead 2384,Web,Working,0,
LEA002386,Lead 2385,Event,Qualified,0,
LEA002387,Lead 2386,Web,Working,0,
LEA002388,Lead 2387,Referral,Converted,0,
LEA002389,Lead 2388,Web,Converted,0,
LEA002390,Lead 2389,LinkedIn,Converted,0,
LEA002391,Lead 2390,Event,Qualified,0,
LEA002392,Lead 2391,Referral,Qualified,0,
LEA002393,Lead 2392,Referral,Working,0,
LEA002394,Lead 2393,Referral,Working,0,
LEA002395,Lead 2394,Web,Qualified,0,
LEA002396,Lead 2395,Referral,Qualified,0,
LEA002397,Lead 2396,Referral,Working,0,
LEA002398,Lead 2397,LinkedIn,Qualified,0,
LEA002399,Lead 2398,Referral,New,0,
LEA002400,Lead 2399,Event,Converted,0,
LEA002401,Lead 2400,LinkedIn,Qualified,0,
LEA002402,Lead 2401,Web,Qualified,0,
LEA002403,Lead 2402,Event,Qualified,0,
LEA002404,Lead 2403,Event,New,0,
LEA002405,Lead 2404,LinkedIn,New,0,
LEA002406,Lead 2405,LinkedIn,New,0,
LEA002407,Lead 2406,Web,New,0,
LEA002408,Lead 2407,Event,Working,0,
LEA002409,Lead 2408,Event,Working,0,
LEA002410,Lead 2409,Event,Converted,0,
LEA002411,Lead 2410,Referral,Working,0,
LEA002412,Lead 2411,Referral,Working,0,
LEA002413,Lead 2412,Event,Working,0,
LEA002414,Lead 2413,LinkedIn,New,0,
LEA002415,Lead 2414,LinkedIn,New,0,
LEA002416,Lead 2415,LinkedIn,Working,0,
LEA002417,Lead 2416,LinkedIn,Converted,0,
LEA002418,Lead 2417,LinkedIn,Working,0,
LEA002419,Lead 2418,Event,Qualified,0,
LEA002420,Lead 2419,Event,Working,0,
LEA002421,Lead 2420,Web,Working,0,
LEA002422,Lead 2421,Web,Working,0,
LEA002423,Lead 2422,Event,Working,0,
LEA002424,Lead 2423,Web,Converted,0,
LEA002425,Lead 2424,Referral,Qualified,0,
LEA002426,Lead 2425,LinkedIn,Working,0,
LEA002427,Lead 2426,LinkedIn,Converted,0,
LEA002428,Lead 2427,Referral,Working,0,
LEA002429,Lead 2428,Event,New,0,
LEA002430,Lead 2429,Event,Converted,0,
LEA002431,Lead 2430,Referral,New,0,
LEA002432,Lead 2431,LinkedIn,Qualified,0,
LEA002433,Lead 2432,Referral,Converted,0,
LEA002434,Lead 2433,LinkedIn,Qualified,0,
LEA002435,Lead 2434,Event,New,0,
LEA002436,Lead 2435,Web,Working,0,
LEA002437,Lead 2436,LinkedIn,Qualified,0,
LEA002438,Lead 2437,Web,Working,0,
LEA002439,Lead 2438,Event,Qualified,0,
LEA002440,Lead 2439,Event,Qualified,0,
LEA002441,Lead 2440,Referral,New,0,
LEA002442,Lead 2441,Referral,New,0,
LEA002443,Lead 2442,Web,Converted,0,
LEA002444,Lead 2443,Event,New,0,
LEA002445,Lead 2444,Web,Working,0,
LEA002446,Lead 2445,Referral,Qualified,0,
LEA002447,Lead 2446,Event,New,0,
LEA002448,Lead 2447,Referral,Qualified,0,
LEA002449,Lead 2448,LinkedIn,Converted,0,
LEA002450,Lead 2449,Referral,Working,0,
LEA002451,Lead 2450,Referral,New,0,
LEA002452,Lead 2451,Referral,Working,0,
LEA002453,Lead 2452,Web,Qualified,0,
LEA002454,Lead 2453,Event,Converted,0,
LEA002455,Lead 2454,LinkedIn,Qualified,0,
LEA002456,Lead 2455,Referral,New,0,
LEA002457,Lead 2456,Web,Working,0,
LEA002458,Lead 2457,LinkedIn,New,0,
LEA002459,Lead 2458,Event,New,0,
LEA002460,Lead 2459,Web,Qualified,0,
LEA002461,Lead 2460,Referral,Qualified,0,
LEA002462,Lead 2461,Web,Qualified,0,
LEA002463,Lead 2462,Event,New,0,
LEA002464,Lead 2463,Web,Working,0,
LEA002465,Lead 2464,Web,New,0,
LEA002466,Lead 2465,Web,Working,0,
LEA002467,Lead 2466,Web,Converted,0,
LEA002468,Lead 2467,Referral,Converted,0,
LEA002469,Lead 2468,Web,Qualified,0,
LEA002470,Lead 2469,Event,Qualified,0,
LEA002471,Lead 2470,Event,Qualified,0,
LEA002472,Lead 2471,Event,Working,0,
LEA002473,Lead 2472,Referral,New,0,
LEA002474,Lead 2473,LinkedIn,Converted,0,
LEA002475,Lead 2474,Referral,Converted,0,
LEA002476,Lead 2475,Referral,Qualified,0,
LEA002477,Lead 2476,Event,Working,0,
LEA002478,Lead 2477,Referral,New,0,
LEA002479,Lead 2478,Event,New,0,
LEA002480,Lead 2479,LinkedIn,New,0,
LEA002481,Lead 2480,LinkedIn,Qualified,0,
LEA002482,Lead 2481,LinkedIn,Converted,0,
LEA002483,Lead 2482,Referral,Working,0,
LEA002484,Lead 2483,Referral,Qualified,0,
LEA002485,Lead 2484,Event,Converted,0,
LEA002486,Lead 2485,Event,Converted,0,
LEA002487,Lead 2486,Event,Converted,0,
LEA002488,Lead 2487,LinkedIn,Qualified,0,
LEA002489,Lead 2488,Event,New,0,
LEA002490,Lead 2489,Web,New,0,
LEA002491,Lead 2490,Web,Qualified,0,
LEA002492,Lead 2491,Web,Working,0,
LEA002493,Lead 2492,Referral,Converted,0,
LEA002494,Lead 2493,Event,Working,0,
LEA002495,Lead 2494,LinkedIn,Converted,0,
LEA002496,Lead 2495,Event,New,0,
LEA002497,Lead 2496,Web,Qualified,0,
LEA002498,Lead 2497,Referral,New,0,
LEA002499,Lead 2498,Event,Working,0,
LEA002500,Lead 2499,LinkedIn,Working,0,
LEA002501,Lead 2500,Web,Working,0,
LEA002502,Lead 2501,LinkedIn,New,0,
LEA002503,Lead 2502,Event,New,0,
LEA002504,Lead 2503,Web,Working,0,
LEA002505,Lead 2504,Web,Working,0,
LEA002506,Lead 2505,LinkedIn,Converted,0,
LEA002507,Lead 2506,Event,New,0,
LEA002508,Lead 2507,LinkedIn,Qualified,0,
LEA002509,Lead 2508,LinkedIn,Converted,0,
LEA002510,Lead 2509,Web,New,0,
LEA002511,Lead 2510,Event,New,0,
LEA002512,Lead 2511,Web,New,0,
LEA002513,Lead 2512,Event,Converted,0,
LEA002514,Lead 2513,LinkedIn,Working,0,
LEA002515,Lead 2514,LinkedIn,Working,0,
LEA002516,Lead 2515,Referral,Qualified,0,
LEA002517,Lead 2516,LinkedIn,Converted,0,
LEA002518,Lead 2517,LinkedIn,Working,0,
LEA002519,Lead 2518,LinkedIn,Working,0,
LEA002520,Lead 2519,Web,New,0,
LEA002521,Lead 2520,Referral,New,0,
LEA002522,Lead 2521,Referral,Converted,0,
LEA002523,Lead 2522,Referral,Qualified,0,
LEA002524,Lead 2523,LinkedIn,New,0,
LEA002525,Lead 2524,Event,Qualified,0,
LEA002526,Lead 2525,Web,New,0,
LEA002527,Lead 2526,Web,Working,0,
LEA002528,Lead 2527,Web,New,0,
LEA002529,Lead 2528,Event,Qualified,0,
LEA002530,Lead 2529,Referral,Working,0,
LEA002531,Lead 2530,Web,Qualified,0,
LEA002532,Lead 2531,Referral,Qualified,0,
LEA002533,Lead 2532,LinkedIn,New,0,
LEA002534,Lead 2533,LinkedIn,Working,0,
LEA002535,Lead 2534,LinkedIn,Converted,0,
LEA002536,Lead 2535,Referral,Converted,0,
LEA002537,Lead 2536,Referral,Working,0,
LEA002538,Lead 2537,LinkedIn,Qualified,0,
LEA002539,Lead 2538,Referral,Converted,0,
LEA002540,Lead 2539,Event,Qualified,0,
LEA002541,Lead 2540,Event,Qualified,0,
LEA002542,Lead 2541,Web,Working,0,
LEA002543,Lead 2542,Web,Qualified,0,
LEA002544,Lead 2543,Web,New,0,
LEA002545,Lead 2544,Web,Converted,0,
LEA002546,Lead 2545,Referral,Converted,0,
LEA002547,Lead 2546,Web,Converted,0,
LEA002548,Lead 2547,Web,New,0,
LEA002549,Lead 2548,Event,New,0,
LEA002550,Lead 2549,LinkedIn,New,0,
LEA002551,Lead 2550,Web,Working,0,
LEA002552,Lead 2551,Event,New,0,
LEA002553,Lead 2552,Event,Qualified,0,
LEA002554,Lead 2553,Referral,Converted,0,
LEA002555,Lead 2554,Event,New,0,
LEA002556,Lead 2555,Event,Converted,0,
LEA002557,Lead 2556,LinkedIn,Qualified,0,
LEA002558,Lead 2557,LinkedIn,Converted,0,
LEA002559,Lead 2558,Event,Working,0,
LEA002560,Lead 2559,Event,New,0,
LEA002561,Lead 2560,LinkedIn,Qualified,0,
LEA002562,Lead 2561,Event,Working,0,
LEA002563,Lead 2562,LinkedIn,Qualified,0,
LEA002564,Lead 2563,Web,Converted,0,
LEA002565,Lead 2564,LinkedIn,New,0,
LEA002566,Lead 2565,Web,New,0,
LEA002567,Lead 2566,Web,Converted,0,
LEA002568,Lead 2567,Event,Converted,0,
LEA002569,Lead 2568,Web,Qualified,0,
LEA002570,Lead 2569,LinkedIn,Working,0,
LEA002571,Lead 2570,Web,Converted,0,
LEA002572,Lead 2571,Web,Qualified,0,
LEA002573,Lead 2572,LinkedIn,Converted,0,
LEA002574,Lead 2573,LinkedIn,Qualified,0,
LEA002575,Lead 2574,Referral,Converted,0,
LEA002576,Lead 2575,LinkedIn,Working,0,
LEA002577,Lead 2576,Web,New,0,
LEA002578,Lead 2577,Event,Qualified,0,
LEA002579,Lead 2578,Web,Converted,0,
LEA002580,Lead 2579,Event,Qualified,0,
LEA002581,Lead 2580,Referral,Qualified,0,
LEA002582,Lead 2581,Referral,Working,0,
LEA002583,Lead 2582,Web,New,0,
LEA002584,Lead 2583,LinkedIn,New,0,
LEA002585,Lead 2584,Event,Working,0,
LEA002586,Lead 2585,Event,Converted,0,
LEA002587,Lead 2586,Referral,Qualified,0,
LEA002588,Lead 2587,Web,Converted,0,
LEA002589,Lead 2588,Event,Qualified,0,
LEA002590,Lead 2589,Event,Converted,0,
LEA002591,Lead 2590,Web,New,0,
LEA002592,Lead 2591,Event,New,0,
LEA002593,Lead 2592,LinkedIn,New,0,
LEA002594,Lead 2593,Referral,New,0,
LEA002595,Lead 2594,LinkedIn,Converted,0,
LEA002596,Lead 2595,Event,New,0,
LEA002597,Lead 2596,LinkedIn,Qualified,0,
LEA002598,Lead 2597,LinkedIn,New,0,
LEA002599,Lead 2598,Web,Qualified,0,
LEA002600,Lead 2599,LinkedIn,Converted,0,
LEA002601,Lead 2600,Referral,Qualified,0,
LEA002602,Lead 2601,Web,Converted,0,
LEA002603,Lead 2602,Event,Converted,0,
LEA002604,Lead 2603,Event,Working,0,
LEA002605,Lead 2604,Event,New,0,
LEA002606,Lead 2605,Event,Converted,0,
LEA002607,Lead 2606,LinkedIn,Qualified,0,
LEA002608,Lead 2607,LinkedIn,Working,0,
LEA002609,Lead 2608,Web,Converted,0,
LEA002610,Lead 2609,Event,Working,0,
LEA002611,Lead 2610,Referral,Working,0,
LEA002612,Lead 2611,LinkedIn,Working,0,
LEA002613,Lead 2612,Web,Working,0,
LEA002614,Lead 2613,Web,Qualified,0,
LEA002615,Lead 2614,LinkedIn,New,0,
LEA002616,Lead 2615,Web,New,0,
LEA002617,Lead 2616,Web,Working,0,
LEA002618,Lead 2617,Referral,Qualified,0,
LEA002619,Lead 2618,Event,New,0,
LEA002620,Lead 2619,Referral,Converted,0,
LEA002621,Lead 2620,Referral,New,0,
LEA002622,Lead 2621,LinkedIn,New,0,
LEA002623,Lead 2622,Event,New,0,
LEA002624,Lead 2623,Event,Converted,0,
LEA002625,Lead 2624,Web,Qualified,0,
LEA002626,Lead 2625,Web,New,0,
LEA002627,Lead 2626,Event,Converted,0,
LEA002628,Lead 2627,Web,New,0,
LEA002629,Lead 2628,Referral,Qualified,0,
LEA002630,Lead 2629,LinkedIn,Converted,0,
LEA002631,Lead 2630,LinkedIn,Converted,0,
LEA002632,Lead 2631,Web,Working,0,
LEA002633,Lead 2632,Event,Converted,0,
LEA002634,Lead 2633,Referral,Converted,0,
LEA002635,Lead 2634,Referral,Qualified,0,
LEA002636,Lead 2635,Web,Qualified,0,
LEA002637,Lead 2636,Event,Converted,0,
LEA002638,Lead 2637,Web,Converted,0,
LEA002639,Lead 2638,LinkedIn,New,0,
LEA002640,Lead 2639,Web,Converted,0,
LEA002641,Lead 2640,Web,Converted,0,
LEA002642,Lead 2641,Web,Working,0,
LEA002643,Lead 2642,Event,Working,0,
LEA002644,Lead 2643,Event,New,0,
LEA002645,Lead 2644,Referral,Qualified,0,
LEA002646,Lead 2645,Event,Qualified,0,
LEA002647,Lead 2646,Event,New,0,
LEA002648,Lead 2647,LinkedIn,Qualified,0,
LEA002649,Lead 2648,Event,Qualified,0,
LEA002650,Lead 2649,LinkedIn,Qualified,0,
LEA002651,Lead 2650,Web,Converted,0,
LEA002652,Lead 2651,Web,Converted,0,
LEA002653,Lead 2652,LinkedIn,Qualified,0,
LEA002654,Lead 2653,Web,Qualified,0,
LEA002655,Lead 2654,Event,Working,0,
LEA002656,Lead 2655,LinkedIn,New,0,
LEA002657,Lead 2656,Referral,Converted,0,
LEA002658,Lead 2657,Web,Qualified,0,
LEA002659,Lead 2658,Web,Qualified,0,
LEA002660,Lead 2659,Event,Qualified,0,
LEA002661,Lead 2660,Event,Qualified,0,
LEA002662,Lead 2661,LinkedIn,Working,0,
LEA002663,Lead 2662,Web,New,0,
LEA002664,Lead 2663,Event,Qualified,0,
LEA002665,Lead 2664,Referral,Qualified,0,
LEA002666,Lead 2665,Event,New,0,
LEA002667,Lead 2666,Event,Converted,0,
LEA002668,Lead 2667,Web,Working,0,
LEA002669,Lead 2668,LinkedIn,New,0,
LEA002670,Lead 2669,Referral,New,0,
LEA002671,Lead 2670,Referral,Working,0,
LEA002672,Lead 2671,Web,Converted,0,
LEA002673,Lead 2672,Referral,New,0,
LEA002674,Lead 2673,Event,New,0,
LEA002675,Lead 2674,Referral,Converted,0,
LEA002676,Lead 2675,Web,New,0,
LEA002677,Lead 2676,Event,Qualified,0,
LEA002678,Lead 2677,LinkedIn,Working,0,
LEA002679,Lead 2678,Referral,Qualified,0,
LEA002680,Lead 2679,Event,Qualified,0,
LEA002681,Lead 2680,Referral,Working,0,
LEA002682,Lead 2681,Event,Working,0,
LEA002683,Lead 2682,Web,Converted,0,
LEA002684,Lead 2683,LinkedIn,New,0,
LEA002685,Lead 2684,Referral,Qualified,0,
LEA002686,Lead 2685,Event,Working,0,
LEA002687,Lead 2686,Referral,Working,0,
LEA002688,Lead 2687,Web,Qualified,0,
LEA002689,Lead 2688,Event,Converted,0,
LEA002690,Lead 2689,Event,Working,0,
LEA002691,Lead 2690,Referral,Converted,0,
LEA002692,Lead 2691,Event,New,0,
LEA002693,Lead 2692,LinkedIn,Working,0,
LEA002694,Lead 2693,LinkedIn,Working,0,
LEA002695,Lead 2694,Web,Converted,0,
LEA002696,Lead 2695,Event,Qualified,0,
LEA002697,Lead 2696,Referral,New,0,
LEA002698,Lead 2697,Referral,Working,0,
LEA002699,Lead 2698,Event,Working,0,
LEA002700,Lead 2699,Referral,Qualified,0,
LEA002701,Lead 2700,Web,New,0,
LEA002702,Lead 2701,Web,Working,0,
LEA002703,Lead 2702,Web,Qualified,0,
LEA002704,Lead 2703,LinkedIn,Working,0,
LEA002705,Lead 2704,Web,Working,0,
LEA002706,Lead 2705,Referral,New,0,
LEA002707,Lead 2706,Event,Qualified,0,
LEA002708,Lead 2707,Referral,Working,0,
LEA002709,Lead 2708,LinkedIn,Working,0,
LEA002710,Lead 2709,Referral,Converted,0,
LEA002711,Lead 2710,Web,Qualified,0,
LEA002712,Lead 2711,Referral,Converted,0,
LEA002713,Lead 2712,Event,New,0,
LEA002714,Lead 2713,Web,New,0,
LEA002715,Lead 2714,Event,Converted,0,
LEA002716,Lead 2715,LinkedIn,Qualified,0,
LEA002717,Lead 2716,Event,New,0,
LEA002718,Lead 2717,Web,Qualified,0,
LEA002719,Lead 2718,Web,Converted,0,
LEA002720,Lead 2719,Web,Converted,0,
LEA002721,Lead 2720,Event,Converted,0,
LEA002722,Lead 2721,Event,New,0,
LEA002723,Lead 2722,Web,Working,0,
LEA002724,Lead 2723,LinkedIn,Working,0,
LEA002725,Lead 2724,Referral,Converted,0,
LEA002726,Lead 2725,Event,Qualified,0,
LEA002727,Lead 2726,Web,Qualified,0,
LEA002728,Lead 2727,Event,Converted,0,
LEA002729,Lead 2728,Web,Working,0,
LEA002730,Lead 2729,Referral,Qualified,0,
LEA002731,Lead 2730,Web,Converted,0,
LEA002732,Lead 2731,Web,Converted,0,
LEA002733,Lead 2732,Referral,Qualified,0,
LEA002734,Lead 2733,Web,Converted,0,
LEA002735,Lead 2734,LinkedIn,Converted,0,
LEA002736,Lead 2735,Referral,New,0,
LEA002737,Lead 2736,Web,New,0,
LEA002738,Lead 2737,Referral,New,0,
LEA002739,Lead 2738,Event,New,0,
LEA002740,Lead 2739,Event,Qualified,0,
LEA002741,Lead 2740,Referral,Converted,0,
LEA002742,Lead 2741,Event,Qualified,0,
LEA002743,Lead 2742,LinkedIn,Qualified,0,
LEA002744,Lead 2743,Referral,Working,0,
LEA002745,Lead 2744,Event,Qualified,0,
LEA002746,Lead 2745,LinkedIn,Working,0,
LEA002747,Lead 2746,Referral,New,0,
LEA002748,Lead 2747,Referral,Converted,0,
LEA002749,Lead 2748,Referral,Qualified,0,
LEA002750,Lead 2749,Event,New,0,
LEA002751,Lead 2750,LinkedIn,Converted,0,
LEA002752,Lead 2751,Web,Qualified,0,
LEA002753,Lead 2752,Event,Qualified,0,
LEA002754,Lead 2753,Referral,Converted,0,
LEA002755,Lead 2754,LinkedIn,Working,0,
LEA002756,Lead 2755,Event,Working,0,
LEA002757,Lead 2756,Web,New,0,
LEA002758,Lead 2757,Referral,Working,0,
LEA002759,Lead 2758,Referral,Working,0,
LEA002760,Lead 2759,Referral,Qualified,0,
LEA002761,Lead 2760,Referral,Converted,0,
LEA002762,Lead 2761,LinkedIn,Converted,0,
LEA002763,Lead 2762,Web,Working,0,
LEA002764,Lead 2763,LinkedIn,Qualified,0,
LEA002765,Lead 2764,Web,Working,0,
LEA002766,Lead 2765,LinkedIn,New,0,
LEA002767,Lead 2766,Referral,New,0,
LEA002768,Lead 2767,Referral,Converted,0,
LEA002769,Lead 2768,LinkedIn,New,0,
LEA002770,Lead 2769,Web,Working,0,
LEA002771,Lead 2770,Referral,New,0,
LEA002772,Lead 2771,LinkedIn,Converted,0,
LEA002773,Lead 2772,Event,Qualified,0,
LEA002774,Lead 2773,Web,New,0,
LEA002775,Lead 2774,Referral,Working,0,
LEA002776,Lead 2775,Web,New,0,
LEA002777,Lead 2776,Referral,Working,0,
LEA002778,Lead 2777,Web,New,0,
LEA002779,Lead 2778,Web,Qualified,0,
LEA002780,Lead 2779,Referral,Converted,0,
LEA002781,Lead 2780,Web,New,0,
LEA002782,Lead 2781,Referral,New,0,
LEA002783,Lead 2782,Web,New,0,
LEA002784,Lead 2783,Web,Qualified,0,
LEA002785,Lead 2784,LinkedIn,Converted,0,
LEA002786,Lead 2785,LinkedIn,New,0,
LEA002787,Lead 2786,Event,Working,0,
LEA002788,Lead 2787,LinkedIn,Working,0,
LEA002789,Lead 2788,LinkedIn,New,0,
LEA002790,Lead 2789,LinkedIn,Converted,0,
LEA002791,Lead 2790,LinkedIn,Converted,0,
LEA002792,Lead 2791,Referral,Qualified,0,
LEA002793,Lead 2792,LinkedIn,Working,0,
LEA002794,Lead 2793,Event,Qualified,0,
LEA002795,Lead 2794,Referral,Working,0,
LEA002796,Lead 2795,Event,New,0,
LEA002797,Lead 2796,Event,Converted,0,
LEA002798,Lead 2797,Event,Working,0,
LEA002799,Lead 2798,Referral,Qualified,0,
LEA002800,Lead 2799,LinkedIn,Converted,0,
LEA002801,Lead 2800,Event,Working,0,
LEA002802,Lead 2801,Web,Converted,0,
LEA002803,Lead 2802,Event,New,0,
LEA002804,Lead 2803,Web,Working,0,
LEA002805,Lead 2804,Event,Converted,0,
LEA002806,Lead 2805,LinkedIn,Qualified,0,
LEA002807,Lead 2806,Web,Converted,0,
LEA002808,Lead 2807,Referral,Converted,0,
