contact_id,entity_type,completeness_score,validity_score,consistency_score,uniqueness_score,freshness_score,record_quality_score,quality_grade,issue_count,high_severity_issues,module6_golden_record_eligible
CON004296,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004298,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004299,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004300,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004301,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004302,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004303,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004305,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004307,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004308,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004309,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004310,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004311,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004312,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004313,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004314,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004315,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004316,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004317,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004318,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004319,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004320,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004321,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004322,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004323,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004324,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004325,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004326,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004327,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004328,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004329,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004330,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004331,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004332,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004333,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004334,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004335,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004336,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004338,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004339,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004340,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004341,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004342,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004343,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004346,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004347,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004348,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004349,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004350,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004351,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004352,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004353,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004354,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004355,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004356,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004357,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004358,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004359,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004360,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004361,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004362,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004363,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004364,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004365,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004366,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004367,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004368,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004369,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004370,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004371,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004372,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004374,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004375,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004377,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004378,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004379,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004380,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004381,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004382,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004383,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004384,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004386,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004387,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004388,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004390,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004391,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004392,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004393,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004395,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004396,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004397,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004399,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004400,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004402,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004403,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004404,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004407,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004408,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004409,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004410,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004412,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004413,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004414,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004415,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004416,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004417,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004418,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004420,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004422,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004423,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004424,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004425,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004426,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004427,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004428,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004429,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004430,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004431,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004432,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004433,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004434,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004435,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004436,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004437,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004438,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004440,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004441,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004442,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004444,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004445,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004446,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004447,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004448,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004449,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004450,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004451,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004452,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004453,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004454,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004455,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004457,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004458,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004459,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004460,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004461,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004463,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004464,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004465,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004466,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004467,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004468,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004469,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004471,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004472,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004473,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004474,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004475,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004477,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004478,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004479,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004480,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004481,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004482,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004483,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004484,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004486,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004487,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004488,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004489,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004491,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004492,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004493,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004494,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004495,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004496,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004497,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004498,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004499,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004500,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004501,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004502,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004503,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004504,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004506,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004507,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004508,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004509,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004510,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004511,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004512,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004513,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004514,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004515,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004516,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004517,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004518,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004519,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004522,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004523,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004524,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004525,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004526,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004527,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004528,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004529,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004530,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004531,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004532,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004533,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004534,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004536,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004537,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004538,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004539,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004540,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004541,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004542,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004543,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004544,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004545,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004546,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004547,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004549,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004550,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004552,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004553,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004554,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004555,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004556,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004558,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004559,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004560,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004561,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004562,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004563,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004566,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004567,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004568,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004569,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004571,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004572,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004573,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004574,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004576,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004577,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004578,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004579,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004582,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004583,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004584,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004585,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004586,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004587,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004588,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004589,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004590,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004591,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004593,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004594,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004595,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004596,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004598,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004599,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004600,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004601,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004602,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004603,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004604,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004605,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004606,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004607,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004608,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004609,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004610,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004612,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004613,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004614,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004615,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004616,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004617,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004618,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004620,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004621,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004622,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004623,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004624,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004625,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004626,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004627,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004628,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004629,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004630,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004631,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004632,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004633,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004634,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004635,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004636,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004637,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004638,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004639,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004640,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004641,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004642,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004643,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004644,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004645,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004646,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004647,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004648,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004649,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004650,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004651,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004652,CONTACT,100.0,100.0,100.0,100.0,100.0,100.0,A,0,0,YES
CON004653,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
CON004655,CONTACT,100.0,100.0,0.0,100.0,100.0,80.0,B,1,1,NO
