account_id,account_name,industry,country,annual_revenue,employee_count,std_flag
ACC002752,Company 2752,Technology,USA,470569585,34079,OK
ACC002753,Company 2753,Finance,USA,360956518,40932,OK
ACC002754,Company 2754,Healthcare,USA,219636094,39687,OK
ACC002755,Company 2755,Healthcare,India,147292681,4460,OK
ACC002756,Company 2756,Technology,USA,436713771,10608,OK
ACC002757,Company 2757,Manufacturing,United Kingdom,56222767,9084,OK
ACC002758,Company 2758,Finance,USA,358166559,41551,OK
ACC002759,Company 2759,Manufacturing,USA,308132390,34530,OK
ACC002760,Company 2760,Healthcare,United Kingdom,172250421,43489,OK
ACC002761,Company 2761,Manufacturing,United Kingdom,277554291,34382,OK
ACC002762,Company 2762,Manufacturing,United Kingdom,331906796,4581,OK
ACC002763,Company 2763,Manufacturing,USA,182165355,580,OK
ACC002764,Company 2764,Healthcare,United Kingdom,330622350,36297,OK
ACC002765,Company 2765,Finance,Australia,33652387,32647,OK
ACC002766,Company 2766,Retail,USA,378804823,22402,OK
ACC002767,Company 2767,Manufacturing,USA,360647506,28242,OK
ACC002768,Company 2768,Finance,USA,296918820,32620,OK
ACC002769,Company 2769,Finance,Australia,299628563,26294,OK
ACC002770,Company 2770,Healthcare,USA,421503689,21849,OK
ACC002771,Company 2771,Retail,USA,69183148,3406,OK
ACC002772,Company 2772,Technology,Germany,41611189,29329,OK
ACC002773,Company 2773,Healthcare,USA,404770079,35082,OK
ACC002774,Company 2774,Healthcare,United Kingdom,138544486,8534,OK
ACC002775,Company 2775,Retail,Australia,311841609,977,OK
ACC002776,Company 2776,Manufacturing,USA,18280830,32587,OK
ACC002777,Company 2777,Healthcare,United Kingdom,24848481,28617,OK
ACC002778,Company 2778,Retail,Germany,173702910,27933,OK
ACC002779,Company 2779,Retail,Germany,92046272,49704,OK
ACC002780,Company 2780,Technology,USA,133213978,23229,OK
ACC002781,Company 2781,Technology,United Kingdom,64132614,39005,OK
ACC002782,Company 2782,Technology,United Kingdom,360217154,23032,OK
ACC002783,Company 2783,Manufacturing,Australia,245494415,9901,OK
ACC002784,Company 2784,Manufacturing,India,149707261,4617,OK
ACC002785,Company 2785,Technology,United Kingdom,173827734,16259,OK
ACC002786,Company 2786,Finance,India,462546018,2358,OK
ACC002787,Company 2787,Technology,United Kingdom,298234608,45427,OK
ACC002788,Company 2788,Technology,Germany,115002434,6959,OK
ACC002789,Company 2789,Finance,USA,92866343,45474,OK
ACC002790,Company 2790,Healthcare,United Kingdom,443459862,49308,OK
ACC002791,Company 2791,Finance,Germany,161849970,23550,OK
ACC002792,Company 2792,Manufacturing,USA,338619976,46187,OK
ACC002793,Company 2793,Manufacturing,Australia,165307707,39883,OK
ACC002794,Company 2794,Retail,USA,253331613,7236,OK
ACC002795,Company 2795,Manufacturing,USA,176940713,45957,OK
ACC002796,Company 2796,Technology,Germany,251148172,22339,OK
ACC002797,Company 2797,Healthcare,USA,171215368,8095,OK
ACC002798,Company 2798,Manufacturing,Germany,401790432,47746,OK
ACC002799,Company 2799,Finance,United Kingdom,468567808,15459,OK
ACC002800,Company 2800,Technology,USA,492318189,38753,OK
ACC002801,Company 2801,Manufacturing,Australia,281351573,12495,OK
ACC002802,Company 2802,Retail,India,24548633,21796,OK
ACC002803,Company 2803,Technology,United Kingdom,349790666,18145,OK
ACC002804,Company 2804,Technology,India,270884126,35688,OK
ACC002805,Company 2805,Finance,Germany,144593290,25263,OK
ACC002806,Company 2806,Retail,United Kingdom,182459649,36207,OK
ACC002807,Company 2807,Technology,USA,190033527,48183,OK
ACC002808,Company 2808,Finance,Germany,391007017,4972,OK
ACC002809,Company 2809,Technology,USA,482723364,33338,OK
ACC002810,Company 2810,Technology,USA,234760920,28294,OK
ACC002811,Company 2811,Technology,USA,243698753,43732,OK
ACC002812,Company 2812,Healthcare,USA,81731671,17939,OK
ACC002813,Company 2813,Technology,Australia,224154666,35384,OK
ACC002814,Company 2814,Manufacturing,India,170898435,689,OK
ACC002815,Company 2815,Manufacturing,United Kingdom,109227967,41364,OK
ACC002816,Company 2816,Healthcare,Australia,289509690,4942,OK
ACC002817,Company 2817,Manufacturing,USA,439107734,2251,OK
ACC002818,Company 2818,Technology,USA,153098604,43041,OK
ACC002819,Company 2819,Finance,USA,73886594,15156,OK
ACC002820,Company 2820,Healthcare,USA,66166156,4863,OK
ACC002821,Company 2821,Retail,Australia,67429534,6483,OK
ACC002822,Company 2822,Finance,Germany,403986096,25356,OK
ACC002823,Company 2823,Healthcare,United Kingdom,406003919,42357,OK
ACC002824,Company 2824,Manufacturing,India,313532312,26202,OK
ACC002825,Company 2825,Retail,USA,302517732,29783,OK
ACC002826,Company 2826,Manufacturing,Germany,101890328,27140,OK
ACC002827,Company 2827,Technology,USA,469539913,23758,OK
ACC002828,Company 2828,Healthcare,United Kingdom,112023138,22442,OK
ACC002829,Company 2829,Technology,USA,190634644,5122,OK
ACC002830,Company 2830,Retail,USA,220876502,44085,OK
ACC002831,Company 2831,Technology,USA,267346161,44105,OK
ACC002832,Company 2832,Healthcare,United Kingdom,280829887,17013,OK
ACC002833,Company 2833,Healthcare,United Kingdom,428539208,29467,OK
ACC002834,Company 2834,Healthcare,Germany,385906741,33365,OK
ACC002835,Company 2835,Finance,United Kingdom,185150726,18422,OK
ACC002836,Company 2836,Finance,Germany,370714633,10963,OK
ACC002837,Company 2837,Retail,India,257336526,16065,OK
ACC002838,Company 2838,Technology,USA,71243821,27202,OK
ACC002839,Company 2839,Manufacturing,Australia,477409048,41781,OK
ACC002840,Company 2840,Manufacturing,USA,269239074,19533,OK
ACC002841,Company 2841,Finance,USA,95915101,1922,OK
ACC002842,Company 2842,Healthcare,India,238531371,32983,OK
ACC002843,Company 2843,Manufacturing,United Kingdom,305181916,26531,OK
ACC002844,Company 2844,Finance,United Kingdom,438384062,12939,OK
ACC002845,Company 2845,Manufacturing,USA,470449207,14443,OK
ACC002846,Company 2846,Manufacturing,USA,153151668,21974,OK
ACC002847,Company 2847,Manufacturing,USA,151162728,17707,OK
ACC002848,Company 2848,Finance,USA,400343332,48716,OK
ACC002849,Company 2849,Healthcare,India,57168068,21147,OK
ACC002850,Company 2850,Manufacturing,India,304209119,7133,OK
ACC002851,Company 2851,Healthcare,Australia,119421539,49495,OK
ACC002852,Company 2852,Finance,USA,392382013,47394,OK
ACC002853,Company 2853,Retail,USA,174444432,9708,OK
ACC002854,Company 2854,Manufacturing,USA,118131933,39873,OK
ACC002855,Company 2855,Technology,Australia,457292532,15769,OK
ACC002856,Company 2856,Healthcare,India,471364064,44747,OK
ACC002857,Company 2857,Finance,USA,64717409,9151,OK
ACC002858,Company 2858,Finance,USA,11560029,19626,OK
ACC002859,Company 2859,Healthcare,Australia,111637157,14960,OK
ACC002860,Company 2860,Retail,USA,128032230,45598,OK
ACC002861,Company 2861,Healthcare,USA,497874440,42648,OK
ACC002862,Company 2862,Technology,USA,95246733,15655,OK
ACC002863,Company 2863,Healthcare,USA,394575164,22572,OK
ACC002864,Company 2864,Finance,USA,367399257,30233,OK
ACC002865,Company 2865,Finance,USA,475513603,26992,OK
ACC002866,Company 2866,Healthcare,USA,133835783,21331,OK
ACC002867,Company 2867,Retail,USA,300157672,23591,OK
ACC002868,Company 2868,Technology,United Kingdom,211941041,47566,OK
ACC002869,Company 2869,Healthcare,India,438638631,34839,OK
ACC002870,Company 2870,Finance,India,183329667,42723,OK
ACC002871,Company 2871,Manufacturing,United Kingdom,341995037,21733,OK
ACC002872,Company 2872,Technology,United Kingdom,400622308,47069,OK
ACC002873,Company 2873,Technology,United Kingdom,1880004,4770,OK
ACC002874,Company 2874,Finance,USA,250978136,9465,OK
ACC002875,Company 2875,Manufacturing,United Kingdom,460043174,48896,OK
ACC002876,Company 2876,Healthcare,USA,361506902,42256,OK
ACC002877,Company 2877,Finance,India,353214245,38319,OK
ACC002878,Company 2878,Manufacturing,Australia,182691474,12832,OK
ACC002879,Company 2879,Manufacturing,USA,32646743,18039,OK
ACC002880,Company 2880,Healthcare,Australia,463284825,15320,OK
ACC002881,Company 2881,Manufacturing,Germany,280424102,40218,OK
ACC002882,Company 2882,Manufacturing,United Kingdom,307950715,35247,OK
ACC002883,Company 2883,Manufacturing,United Kingdom,349732891,29773,OK
ACC002884,Company 2884,Manufacturing,Germany,396295397,17166,OK
ACC002885,Company 2885,Manufacturing,United Kingdom,468749146,1197,OK
ACC002886,Company 2886,Manufacturing,Australia,198592569,48276,OK
ACC002887,Company 2887,Retail,India,281591673,39977,OK
ACC002888,Company 2888,Finance,USA,396779533,27908,OK
ACC002889,Company 2889,Healthcare,USA,454118693,7804,OK
ACC002890,Company 2890,Technology,India,353538007,39179,OK
ACC002891,Company 2891,Technology,India,499579507,18294,OK
ACC002892,Company 2892,Manufacturing,USA,347171708,25995,OK
ACC002893,Company 2893,Manufacturing,United Kingdom,348608002,23943,OK
ACC002894,Company 2894,Finance,United Kingdom,162175821,972,OK
ACC002895,Company 2895,Manufacturing,United Kingdom,375896261,25813,OK
ACC002896,Company 2896,Finance,USA,100617178,30823,OK
ACC002897,Company 2897,Finance,USA,226667409,19099,OK
ACC002898,Company 2898,Manufacturing,USA,42520160,47583,OK
ACC002899,Company 2899,Technology,United Kingdom,257596145,2137,OK
ACC002900,Company 2900,Retail,United Kingdom,122334767,28252,OK
ACC002901,Company 2901,Manufacturing,United Kingdom,205044284,2953,OK
ACC002902,Company 2902,Technology,USA,178127142,19928,OK
ACC002903,Company 2903,Finance,Germany,58665173,25626,OK
ACC002904,Company 2904,Finance,United Kingdom,104507173,49431,OK
ACC002905,Company 2905,Technology,Australia,415419748,44415,OK
ACC002906,Company 2906,Healthcare,USA,421244512,34796,OK
ACC002907,Company 2907,Technology,Germany,59997001,43100,OK
ACC002908,Company 2908,Finance,Germany,20197613,25185,OK
ACC002909,Company 2909,Manufacturing,United Kingdom,285636817,12537,OK
ACC002910,Company 2910,Healthcare,India,88385850,39868,OK
ACC002911,Company 2911,Finance,USA,451512539,45995,OK
ACC002912,Company 2912,Retail,Australia,93230065,34000,OK
ACC002913,Company 2913,Finance,India,276102806,16670,OK
ACC002914,Company 2914,Retail,USA,382131714,26212,OK
ACC002915,Company 2915,Retail,Germany,374525516,7119,OK
ACC002916,Company 2916,Retail,Germany,314518132,34827,OK
ACC002917,Company 2917,Retail,Australia,177290884,17098,OK
ACC002918,Company 2918,Technology,USA,189501094,37372,OK
ACC002919,Company 2919,Retail,Australia,200246715,24214,OK
ACC002920,Company 2920,Manufacturing,Australia,484750258,30740,OK
ACC002921,Company 2921,Retail,USA,380982176,32851,OK
ACC002922,Company 2922,Technology,USA,350784805,22540,OK
ACC002923,Company 2923,Technology,Australia,252885133,2371,OK
ACC002924,Company 2924,Manufacturing,USA,368324186,43113,OK
ACC002925,Company 2925,Manufacturing,Australia,183302812,23060,OK
ACC002926,Company 2926,Retail,India,336162508,36558,OK
ACC002927,Company 2927,Healthcare,United Kingdom,469004459,16018,OK
ACC002928,Company 2928,Healthcare,India,235808380,41165,OK
ACC002929,Company 2929,Healthcare,India,24044990,16999,OK
ACC002930,Company 2930,Finance,India,450608473,30631,OK
ACC002931,Company 2931,Healthcare,Germany,135819709,21734,OK
ACC002932,Company 2932,Healthcare,United Kingdom,198444880,4880,OK
ACC002933,Company 2933,Healthcare,India,435677377,35724,OK
ACC002934,Company 2934,Healthcare,USA,216020190,24987,OK
ACC002935,Company 2935,Retail,Germany,94090829,32362,OK
ACC002936,Company 2936,Technology,Australia,138204857,42109,OK
ACC002937,Company 2937,Manufacturing,United Kingdom,491059276,20429,OK
ACC002938,Company 2938,Technology,India,301161866,25048,OK
ACC002939,Company 2939,Technology,USA,64599324,21567,OK
ACC002940,Company 2940,Retail,United Kingdom,421605265,15680,OK
ACC002941,Company 2941,Healthcare,USA,152482618,34728,OK
ACC002942,Company 2942,Healthcare,Germany,145311415,17442,OK
ACC002943,Company 2943,Retail,USA,266292605,1630,OK
ACC002944,Company 2944,Healthcare,United Kingdom,369325454,39062,OK
ACC002945,Company 2945,Retail,Australia,32914536,3639,OK
ACC002946,Company 2946,Manufacturing,Australia,110717017,13839,OK
ACC002947,Company 2947,Retail,USA,96666186,32109,OK
ACC002948,Company 2948,Healthcare,USA,118868898,11779,OK
ACC002949,Company 2949,Healthcare,United Kingdom,200323119,17336,OK
ACC002950,Company 2950,Retail,USA,427572714,42360,OK
ACC002951,Company 2951,Healthcare,United Kingdom,139583086,40845,OK
ACC002952,Company 2952,Finance,USA,88396345,31312,OK
ACC002953,Company 2953,Finance,USA,257151128,11570,OK
ACC002954,Company 2954,Technology,Germany,453430752,13110,OK
ACC002955,Company 2955,Retail,Australia,24829634,17901,OK
ACC002956,Company 2956,Finance,Australia,329338630,43936,OK
ACC002957,Company 2957,Retail,USA,499804908,33917,OK
ACC002958,Company 2958,Finance,Australia,491664552,11258,OK
ACC002959,Company 2959,Manufacturing,United Kingdom,310675995,18774,OK
ACC002960,Company 2960,Technology,USA,83812441,26028,OK
ACC002961,Company 2961,Technology,USA,64509586,22331,OK
ACC002962,Company 2962,Manufacturing,India,419743486,42377,OK
ACC002963,Company 2963,Technology,United Kingdom,186361217,10490,OK
ACC002964,Company 2964,Retail,Australia,352880733,31375,OK
ACC002965,Company 2965,Technology,USA,4171534,21073,OK
ACC002966,Company 2966,Finance,United Kingdom,308920827,49075,OK
ACC002967,Company 2967,Technology,Germany,153160887,38143,OK
ACC002968,Company 2968,Retail,United Kingdom,39688641,43885,OK
ACC002969,Company 2969,Retail,United Kingdom,372466279,19496,OK
ACC002970,Company 2970,Retail,India,225844177,36851,OK
ACC002971,Company 2971,Finance,USA,107735460,23969,OK
ACC002972,Company 2972,Manufacturing,United Kingdom,88939243,17782,OK
ACC002973,Company 2973,Technology,USA,15318614,48154,OK
ACC002974,Company 2974,Manufacturing,USA,67728992,27801,OK
ACC002975,Company 2975,Technology,Germany,86936921,32225,OK
ACC002976,Company 2976,Finance,United Kingdom,215487799,7937,OK
ACC002977,Company 2977,Healthcare,USA,372126675,34574,OK
ACC002978,Company 2978,Manufacturing,United Kingdom,209612102,11955,OK
ACC002979,Company 2979,Healthcare,USA,383059492,21351,OK
ACC002980,Company 2980,Healthcare,India,107957594,8961,OK
ACC002981,Company 2981,Healthcare,Australia,153706179,15988,OK
ACC002982,Company 2982,Manufacturing,USA,319386908,35296,OK
ACC002983,Company 2983,Healthcare,USA,2862937,46736,OK
ACC002984,Company 2984,Healthcare,Australia,465219559,47988,OK
ACC002985,Company 2985,Healthcare,USA,225491789,5239,OK
ACC002986,Company 2986,Technology,India,278891142,37253,OK
ACC002987,Company 2987,Finance,USA,171919712,15479,OK
ACC002988,Company 2988,Healthcare,United Kingdom,232813175,45829,OK
ACC002989,Company 2989,Healthcare,USA,493024224,193,OK
ACC002990,Company 2990,Healthcare,Australia,144928361,4529,OK
ACC002991,Company 2991,Manufacturing,USA,81441103,5861,OK
ACC002992,Company 2992,Healthcare,United Kingdom,372290029,5770,OK
ACC002993,Company 2993,Retail,India,264944077,29786,OK
ACC002994,Company 2994,Technology,USA,410166927,44490,OK
ACC002995,Company 2995,Retail,India,389928111,18137,OK
ACC002996,Company 2996,Finance,Germany,223143648,10486,OK
ACC002997,Company 2997,Manufacturing,United Kingdom,92593087,21222,OK
ACC002998,Company 2998,Healthcare,USA,436227740,46572,OK
ACC002999,Company 2999,Finance,United Kingdom,104879242,31351,OK
ACC003000,Company 3000,Finance,United Kingdom,127194384,7171,OK
ACC003001,Company 3001,Manufacturing,India,329771291,46792,OK
ACC003002,Company 3002,Manufacturing,Australia,371796670,14806,OK
ACC003003,Company 3003,Healthcare,United Kingdom,68881023,20585,OK
ACC003004,Company 3004,Manufacturing,USA,435775441,19572,OK
ACC003005,Company 3005,Technology,USA,445388515,47896,OK
ACC003006,Company 3006,Finance,USA,201779491,43562,OK
ACC003007,Company 3007,Retail,USA,365703546,47787,OK
ACC003008,Company 3008,Retail,United Kingdom,394350908,18941,OK
ACC003009,Company 3009,Technology,India,50938130,13964,OK
ACC003010,Company 3010,Finance,United Kingdom,186532441,26659,OK
ACC003011,Company 3011,Healthcare,United Kingdom,343880305,38453,OK
ACC003012,Company 3012,Manufacturing,Australia,353298069,30077,OK
ACC003013,Company 3013,Manufacturing,Germany,290634314,48058,OK
ACC003014,Company 3014,Healthcare,Germany,474044251,29424,OK
ACC003015,Company 3015,Technology,United Kingdom,140266821,2634,OK
ACC003016,Company 3016,Retail,USA,298189818,13293,OK
ACC003017,Company 3017,Retail,United Kingdom,170895988,45464,OK
ACC003018,Company 3018,Manufacturing,USA,192087632,34322,OK
ACC003019,Company 3019,Healthcare,India,41315769,37378,OK
ACC003020,Company 3020,Retail,USA,393472383,42993,OK
ACC003021,Company 3021,Healthcare,Australia,152253758,5769,OK
ACC003022,Company 3022,Healthcare,United Kingdom,111271077,14372,OK
ACC003023,Company 3023,Retail,USA,368604414,38680,OK
ACC003024,Company 3024,Manufacturing,United Kingdom,422191242,38004,OK
ACC003025,Company 3025,Retail,Australia,456640441,9003,OK
ACC003026,Company 3026,Manufacturing,Germany,247353180,7633,OK
ACC003027,Company 3027,Healthcare,United Kingdom,37666573,49861,OK
ACC003028,Company 3028,Manufacturing,Australia,126207425,44939,OK
ACC003029,Company 3029,Manufacturing,Germany,271075849,33128,OK
ACC003030,Company 3030,Technology,USA,103222717,33194,OK
ACC003031,Company 3031,Retail,USA,233597844,4213,OK
ACC003032,Company 3032,Manufacturing,USA,86592393,36646,OK
ACC003033,Company 3033,Technology,India,118409056,32457,OK
ACC003034,Company 3034,Technology,Australia,22342314,28633,OK
ACC003035,Company 3035,Healthcare,USA,197381385,36798,OK
ACC003036,Company 3036,Manufacturing,Australia,226417696,1097,OK
ACC003037,Company 3037,Healthcare,India,406405479,3304,OK
ACC003038,Company 3038,Manufacturing,Germany,237049398,900,OK
ACC003039,Company 3039,Retail,United Kingdom,279946769,15604,OK
ACC003040,Company 3040,Finance,USA,310490621,26710,OK
ACC003041,Company 3041,Manufacturing,United Kingdom,215461620,5525,OK
ACC003042,Company 3042,Finance,USA,411860754,10438,OK
ACC003043,Company 3043,Manufacturing,USA,328203628,12401,OK
ACC003044,Company 3044,Technology,USA,159155169,39885,OK
ACC003045,Company 3045,Retail,USA,54646443,38680,OK
ACC003046,Company 3046,Finance,India,73087683,39811,OK
ACC003047,Company 3047,Finance,United Kingdom,141073767,21680,OK
ACC003048,Company 3048,Manufacturing,Australia,6944202,40271,OK
ACC003049,Company 3049,Healthcare,Australia,478788177,41532,OK
ACC003050,Company 3050,Finance,United Kingdom,304436464,25682,OK
ACC003051,Company 3051,Technology,USA,316463332,14045,OK
ACC003052,Company 3052,Finance,USA,1735899,29548,OK
ACC003053,Company 3053,Manufacturing,USA,438149268,1862,OK
ACC003054,Company 3054,Retail,USA,276035353,26225,OK
ACC003055,Company 3055,Retail,USA,96176188,3429,OK
ACC003056,Company 3056,Manufacturing,India,357577234,24545,OK
ACC003057,Company 3057,Technology,United Kingdom,95132444,13443,OK
ACC003058,Company 3058,Retail,United Kingdom,459363208,7568,OK
ACC003059,Company 3059,Technology,Germany,422983595,27779,OK
ACC003060,Company 3060,Technology,United Kingdom,39156076,32347,OK
ACC003061,Company 3061,Manufacturing,United Kingdom,402345382,5403,OK
ACC003062,Company 3062,Finance,United Kingdom,160172963,32167,OK
ACC003063,Company 3063,Technology,USA,130683071,12874,OK
ACC003064,Company 3064,Finance,USA,285204039,33549,OK
ACC003065,Company 3065,Manufacturing,India,252579334,20965,OK
ACC003066,Company 3066,Manufacturing,United Kingdom,53798588,8291,OK
ACC003067,Company 3067,Technology,USA,103420344,21063,OK
ACC003068,Company 3068,Retail,USA,245209008,13945,OK
ACC003069,Company 3069,Retail,United Kingdom,135151024,8286,OK
ACC003070,Company 3070,Technology,India,43225364,2897,OK
ACC003071,Company 3071,Manufacturing,Australia,136481489,12351,OK
ACC003072,Company 3072,Manufacturing,Australia,10382330,24679,OK
ACC003073,Company 3073,Manufacturing,United Kingdom,164102065,37831,OK
ACC003074,Company 3074,Healthcare,USA,228575405,48312,OK
ACC003075,Company 3075,Healthcare,Germany,471983081,8902,OK
ACC003076,Company 3076,Retail,USA,338231680,6393,OK
ACC003077,Company 3077,Healthcare,Germany,253505634,20615,OK
ACC003078,Company 3078,Finance,Germany,229343804,3892,OK
ACC003079,Company 3079,Technology,USA,88067467,22660,OK
ACC003080,Company 3080,Retail,India,367238705,14391,OK
ACC003081,Company 3081,Manufacturing,United Kingdom,147969655,44676,OK
ACC003082,Company 3082,Technology,United Kingdom,450284979,5076,OK
ACC003083,Company 3083,Healthcare,United Kingdom,252766448,46220,OK
ACC003084,Company 3084,Retail,India,6972435,3417,OK
ACC003085,Company 3085,Technology,Germany,220806015,40022,OK
ACC003086,Company 3086,Technology,USA,78131082,43906,OK
ACC003087,Company 3087,Technology,United Kingdom,316966080,34283,OK
ACC003088,Company 3088,Technology,United Kingdom,138060438,16570,OK
ACC003089,Company 3089,Technology,Germany,96877422,5923,OK
ACC003090,Company 3090,Retail,India,440533283,31155,OK
ACC003091,Company 3091,Healthcare,Germany,131422650,46762,OK
ACC003092,Company 3092,Finance,USA,172448645,48403,OK
ACC003093,Company 3093,Healthcare,United Kingdom,488150730,35858,OK
ACC003094,Company 3094,Retail,USA,91841016,35248,OK
ACC003095,Company 3095,Healthcare,Germany,261074060,19522,OK
ACC003096,Company 3096,Technology,India,52475826,36719,OK
ACC003097,Company 3097,Retail,USA,94061968,8561,OK
ACC003098,Company 3098,Finance,USA,325555340,33172,OK
ACC003099,Company 3099,Manufacturing,USA,391241617,11301,OK
ACC003100,Company 3100,Healthcare,Germany,186033933,29216,OK
ACC003101,Company 3101,Technology,USA,263384143,5759,OK
ACC003102,Company 3102,Finance,Germany,366781473,20754,OK
ACC003103,Company 3103,Healthcare,Australia,453925118,32866,OK
ACC003104,Company 3104,Technology,Germany,165109222,23024,OK
ACC003105,Company 3105,Technology,USA,3875011,6262,OK
ACC003106,Company 3106,Manufacturing,USA,341175070,3912,OK
ACC003107,Company 3107,Technology,India,50740822,44162,OK
ACC003108,Company 3108,Manufacturing,India,2394444,48535,OK
ACC003109,Company 3109,Healthcare,USA,135434183,30455,OK
ACC003110,Company 3110,Technology,United Kingdom,231555224,33256,OK
ACC003111,Company 3111,Finance,USA,43154323,34554,OK
ACC003112,Company 3112,Technology,India,338885311,45282,OK
ACC003113,Company 3113,Technology,USA,53231987,13685,OK
ACC003114,Company 3114,Manufacturing,USA,254537455,44047,OK
ACC003115,Company 3115,Manufacturing,Germany,44388819,1775,OK
ACC003116,Company 3116,Healthcare,United Kingdom,154166648,21740,OK
ACC003117,Company 3117,Retail,Australia,149036547,21479,OK
ACC003118,Company 3118,Technology,Germany,299546437,21414,OK
ACC003119,Company 3119,Healthcare,India,328358053,28371,OK
ACC003120,Company 3120,Manufacturing,Australia,437732964,37615,OK
ACC003121,Company 3121,Finance,USA,28462385,39931,OK
ACC003122,Company 3122,Retail,USA,311364117,46785,OK
ACC003123,Company 3123,Retail,USA,304057300,17452,OK
ACC003124,Company 3124,Healthcare,USA,221509259,25549,OK
ACC003125,Company 3125,Manufacturing,United Kingdom,6774553,20571,OK
ACC003126,Company 3126,Healthcare,United Kingdom,351825471,36937,OK
ACC003127,Company 3127,Manufacturing,India,195464039,38455,OK
ACC003128,Company 3128,Technology,Australia,221148050,2863,OK
ACC003129,Company 3129,Finance,Australia,60555849,45259,OK
ACC003130,Company 3130,Manufacturing,India,221966146,42661,OK
ACC003131,Company 3131,Retail,USA,54908760,1894,OK
ACC003132,Company 3132,Retail,USA,39841039,26810,OK
ACC003133,Company 3133,Finance,United Kingdom,435108988,28258,OK
ACC003134,Company 3134,Manufacturing,India,198248773,18920,OK
ACC003135,Company 3135,Retail,USA,424403703,49344,OK
ACC003136,Company 3136,Healthcare,United Kingdom,161910970,7321,OK
ACC003137,Company 3137,Healthcare,USA,118533003,33236,OK
ACC003138,Company 3138,Manufacturing,Germany,496541458,26,OK
ACC003139,Company 3139,Healthcare,Germany,411638241,11125,OK
ACC003140,Company 3140,Retail,Australia,289851317,28987,OK
ACC003141,Company 3141,Technology,USA,404524400,5694,OK
ACC003142,Company 3142,Retail,United Kingdom,378046508,39388,OK
ACC003143,Company 3143,Retail,United Kingdom,56861512,1932,OK
ACC003144,Company 3144,Retail,USA,392926066,35764,OK
ACC003145,Company 3145,Finance,USA,352178600,33593,OK
ACC003146,Company 3146,Finance,United Kingdom,394217369,21042,OK
ACC003147,Company 3147,Finance,USA,268900587,5745,OK
ACC003148,Company 3148,Healthcare,USA,202658619,47860,OK
ACC003149,Company 3149,Retail,USA,381046659,42678,OK
ACC003150,Company 3150,Technology,USA,26485528,21175,OK
ACC003151,Company 3151,Finance,USA,412913753,3570,OK
ACC003152,Company 3152,Retail,United Kingdom,456201176,10964,OK
ACC003153,Company 3153,Finance,United Kingdom,85832663,10264,OK
ACC003154,Company 3154,Healthcare,USA,337706810,30919,OK
ACC003155,Company 3155,Retail,United Kingdom,397757871,20037,OK
ACC003156,Company 3156,Technology,USA,198619077,30689,OK
ACC003157,Company 3157,Finance,Australia,306329344,6626,OK
ACC003158,Company 3158,Technology,USA,199284357,40886,OK
ACC003159,Company 3159,Retail,USA,19563867,175,OK
ACC003160,Company 3160,Healthcare,Germany,31639847,18767,OK
ACC003161,Company 3161,Retail,Australia,172942622,8787,OK
ACC003162,Company 3162,Technology,USA,364480796,39685,OK
ACC003163,Company 3163,Technology,United Kingdom,353078948,41389,OK
ACC003164,Company 3164,Healthcare,United Kingdom,326201672,34622,OK
ACC003165,Company 3165,Retail,Germany,35504617,31516,OK
ACC003166,Company 3166,Finance,India,108420153,47185,OK
ACC003167,Company 3167,Healthcare,Australia,424907433,24191,OK
ACC003168,Company 3168,Technology,Australia,188064850,47435,OK
ACC003169,Company 3169,Healthcare,United Kingdom,297465951,13366,OK
ACC003170,Company 3170,Manufacturing,USA,475762151,9261,OK
ACC003171,Company 3171,Retail,USA,257834697,15212,OK
ACC003172,Company 3172,Technology,USA,141578976,9897,OK
ACC003173,Company 3173,Finance,India,110843057,24363,OK
ACC003174,Company 3174,Manufacturing,Australia,305733198,6895,OK
ACC003175,Company 3175,Manufacturing,Germany,26953764,37777,OK
ACC003176,Company 3176,Technology,Australia,201565860,33789,OK
ACC003177,Company 3177,Manufacturing,USA,427133372,10281,OK
ACC003178,Company 3178,Healthcare,USA,488381383,12163,OK
ACC003179,Company 3179,Healthcare,Australia,236022777,6867,OK
ACC003180,Company 3180,Retail,USA,221478983,47252,OK
ACC003181,Company 3181,Healthcare,USA,325370793,1172,OK
ACC003182,Company 3182,Healthcare,USA,224674717,45470,OK
ACC003183,Company 3183,Healthcare,USA,393665645,2037,OK
ACC003184,Company 3184,Retail,USA,389590940,5868,OK
ACC003185,Company 3185,Finance,Germany,334814524,36714,OK
ACC003186,Company 3186,Technology,United Kingdom,234347079,19714,OK
ACC003187,Company 3187,Manufacturing,Germany,377201607,1607,OK
ACC003188,Company 3188,Finance,Germany,5467378,3247,OK
ACC003189,Company 3189,Retail,United Kingdom,274854650,45677,OK
ACC003190,Company 3190,Healthcare,United Kingdom,282162980,23419,OK
ACC003191,Company 3191,Technology,Germany,214604252,40480,OK
ACC003192,Company 3192,Finance,USA,87992749,32257,OK
ACC003193,Company 3193,Technology,Australia,28556943,43340,OK
ACC003194,Company 3194,Finance,India,177276624,13996,OK
ACC003195,Company 3195,Manufacturing,Germany,121881803,2960,OK
ACC003196,Company 3196,Healthcare,United Kingdom,111796474,32302,OK
ACC003197,Company 3197,Retail,USA,44921599,683,OK
ACC003198,Company 3198,Retail,United Kingdom,439482064,13016,OK
ACC003199,Company 3199,Finance,Australia,401249788,30014,OK
