golden_lead_id,surviving_lead_id,source_lead_ids,lead_name,source,status,record_quality_score,quality_grade,survivorship_reason,records_merged_count
GOLD_LED_004098,LEA004098,LEA004098,Lead 4097,Web,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004099,LEA004099,LEA004099,Lead 4098,Web,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004100,LEA004100,LEA004100,Lead 4099,Web,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004101,LEA004101,LEA004101,Lead 4100,Event,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004102,LEA004102,LEA004102,Lead 4101,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004103,LEA004103,LEA004103,Lead 4102,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004104,LEA004104,LEA004104,Lead 4103,Web,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004105,LEA004105,LEA004105,Lead 4104,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004106,LEA004106,LEA004106,Lead 4105,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004107,LEA004107,LEA004107,Lead 4106,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004108,LEA004108,LEA004108,Lead 4107,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004109,LEA004109,LEA004109,Lead 4108,LinkedIn,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004110,LEA004110,LEA004110,Lead 4109,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004111,LEA004111,LEA004111,Lead 4110,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004112,LEA004112,LEA004112,Lead 4111,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004113,LEA004113,LEA004113,Lead 4112,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004114,LEA004114,LEA004114,Lead 4113,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004115,LEA004115,LEA004115,Lead 4114,Web,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004116,LEA004116,LEA004116,Lead 4115,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004117,LEA004117,LEA004117,Lead 4116,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004118,LEA004118,LEA004118,Lead 4117,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004119,LEA004119,LEA004119,Lead 4118,Web,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004120,LEA004120,LEA004120,Lead 4119,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004121,LEA004121,LEA004121,Lead 4120,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004122,LEA004122,LEA004122,Lead 4121,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004123,LEA004123,LEA004123,Lead 4122,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004124,LEA004124,LEA004124,Lead 4123,LinkedIn,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004125,LEA004125,LEA004125,Lead 4124,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004126,LEA004126,LEA004126,Lead 4125,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004127,LEA004127,LEA004127,Lead 4126,Event,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004128,LEA004128,LEA004128,Lead 4127,LinkedIn,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004129,LEA004129,LEA004129,Lead 4128,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004130,LEA004130,LEA004130,Lead 4129,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004131,LEA004131,LEA004131,Lead 4130,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004132,LEA004132,LEA004132,Lead 4131,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004133,LEA004133,LEA004133,Lead 4132,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004134,LEA004134,LEA004134,Lead 4133,LinkedIn,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004135,LEA004135,LEA004135,Lead 4134,Event,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004136,LEA004136,LEA004136,Lead 4135,Referral,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004137,LEA004137,LEA004137,Lead 4136,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004138,LEA004138,LEA004138,Lead 4137,Referral,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004139,LEA004139,LEA004139,Lead 4138,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004140,LEA004140,LEA004140,Lead 4139,LinkedIn,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004141,LEA004141,LEA004141,Lead 4140,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004142,LEA004142,LEA004142,Lead 4141,Web,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004143,LEA004143,LEA004143,Lead 4142,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004144,LEA004144,LEA004144,Lead 4143,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004145,LEA004145,LEA004145,Lead 4144,Referral,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004146,LEA004146,LEA004146,Lead 4145,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004147,LEA004147,LEA004147,Lead 4146,Web,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004148,LEA004148,LEA004148,Lead 4147,Event,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004149,LEA004149,LEA004149,Lead 4148,Referral,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004150,LEA004150,LEA004150,Lead 4149,Event,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004151,LEA004151,LEA004151,Lead 4150,Event,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004152,LEA004152,LEA004152,Lead 4151,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004153,LEA004153,LEA004153,Lead 4152,Referral,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004154,LEA004154,LEA004154,Lead 4153,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004155,LEA004155,LEA004155,Lead 4154,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004156,LEA004156,LEA004156,Lead 4155,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004157,LEA004157,LEA004157,Lead 4156,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004158,LEA004158,LEA004158,Lead 4157,Event,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004159,LEA004159,LEA004159,Lead 4158,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004160,LEA004160,LEA004160,Lead 4159,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004161,LEA004161,LEA004161,Lead 4160,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004162,LEA004162,LEA004162,Lead 4161,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004163,LEA004163,LEA004163,Lead 4162,Referral,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004164,LEA004164,LEA004164,Lead 4163,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004165,LEA004165,LEA004165,Lead 4164,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004166,LEA004166,LEA004166,Lead 4165,Event,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004167,LEA004167,LEA004167,Lead 4166,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004168,LEA004168,LEA004168,Lead 4167,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004169,LEA004169,LEA004169,Lead 4168,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004170,LEA004170,LEA004170,Lead 4169,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004171,LEA004171,LEA004171,Lead 4170,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004172,LEA004172,LEA004172,Lead 4171,Event,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004173,LEA004173,LEA004173,Lead 4172,Event,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004174,LEA004174,LEA004174,Lead 4173,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004175,LEA004175,LEA004175,Lead 4174,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004176,LEA004176,LEA004176,Lead 4175,Referral,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004177,LEA004177,LEA004177,Lead 4176,Event,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004178,LEA004178,LEA004178,Lead 4177,Event,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004179,LEA004179,LEA004179,Lead 4178,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004180,LEA004180,LEA004180,Lead 4179,Referral,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004181,LEA004181,LEA004181,Lead 4180,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004182,LEA004182,LEA004182,Lead 4181,Event,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004183,LEA004183,LEA004183,Lead 4182,Web,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004184,LEA004184,LEA004184,Lead 4183,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004185,LEA004185,LEA004185,Lead 4184,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004186,LEA004186,LEA004186,Lead 4185,Event,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004187,LEA004187,LEA004187,Lead 4186,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004188,LEA004188,LEA004188,Lead 4187,Referral,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004189,LEA004189,LEA004189,Lead 4188,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004190,LEA004190,LEA004190,Lead 4189,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004191,LEA004191,LEA004191,Lead 4190,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004192,LEA004192,LEA004192,Lead 4191,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004193,LEA004193,LEA004193,Lead 4192,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004194,LEA004194,LEA004194,Lead 4193,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004195,LEA004195,LEA004195,Lead 4194,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004196,LEA004196,LEA004196,Lead 4195,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004197,LEA004197,LEA004197,Lead 4196,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004198,LEA004198,LEA004198,Lead 4197,Web,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004199,LEA004199,LEA004199,Lead 4198,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004200,LEA004200,LEA004200,Lead 4199,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004201,LEA004201,LEA004201,Lead 4200,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004202,LEA004202,LEA004202,Lead 4201,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004203,LEA004203,LEA004203,Lead 4202,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004204,LEA004204,LEA004204,Lead 4203,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004205,LEA004205,LEA004205,Lead 4204,Web,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004206,LEA004206,LEA004206,Lead 4205,Web,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004207,LEA004207,LEA004207,Lead 4206,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004208,LEA004208,LEA004208,Lead 4207,Referral,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004209,LEA004209,LEA004209,Lead 4208,Event,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004210,LEA004210,LEA004210,Lead 4209,Web,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004211,LEA004211,LEA004211,Lead 4210,Event,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004212,LEA004212,LEA004212,Lead 4211,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004213,LEA004213,LEA004213,Lead 4212,Event,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004214,LEA004214,LEA004214,Lead 4213,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004215,LEA004215,LEA004215,Lead 4214,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004216,LEA004216,LEA004216,Lead 4215,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004217,LEA004217,LEA004217,Lead 4216,Event,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004218,LEA004218,LEA004218,Lead 4217,Event,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004219,LEA004219,LEA004219,Lead 4218,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004220,LEA004220,LEA004220,Lead 4219,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004221,LEA004221,LEA004221,Lead 4220,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004222,LEA004222,LEA004222,Lead 4221,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004223,LEA004223,LEA004223,Lead 4222,Web,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004224,LEA004224,LEA004224,Lead 4223,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004225,LEA004225,LEA004225,Lead 4224,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004226,LEA004226,LEA004226,Lead 4225,LinkedIn,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004227,LEA004227,LEA004227,Lead 4226,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004228,LEA004228,LEA004228,Lead 4227,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004229,LEA004229,LEA004229,Lead 4228,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004230,LEA004230,LEA004230,Lead 4229,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004231,LEA004231,LEA004231,Lead 4230,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004232,LEA004232,LEA004232,Lead 4231,Referral,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004233,LEA004233,LEA004233,Lead 4232,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004234,LEA004234,LEA004234,Lead 4233,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004235,LEA004235,LEA004235,Lead 4234,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004236,LEA004236,LEA004236,Lead 4235,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004237,LEA004237,LEA004237,Lead 4236,Referral,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004238,LEA004238,LEA004238,Lead 4237,Event,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004239,LEA004239,LEA004239,Lead 4238,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004240,LEA004240,LEA004240,Lead 4239,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004241,LEA004241,LEA004241,Lead 4240,Web,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004242,LEA004242,LEA004242,Lead 4241,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004243,LEA004243,LEA004243,Lead 4242,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004244,LEA004244,LEA004244,Lead 4243,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004245,LEA004245,LEA004245,Lead 4244,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004246,LEA004246,LEA004246,Lead 4245,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004247,LEA004247,LEA004247,Lead 4246,Event,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004248,LEA004248,LEA004248,Lead 4247,Referral,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004249,LEA004249,LEA004249,Lead 4248,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004250,LEA004250,LEA004250,Lead 4249,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004251,LEA004251,LEA004251,Lead 4250,Referral,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004252,LEA004252,LEA004252,Lead 4251,Event,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004253,LEA004253,LEA004253,Lead 4252,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004254,LEA004254,LEA004254,Lead 4253,Web,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004255,LEA004255,LEA004255,Lead 4254,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004256,LEA004256,LEA004256,Lead 4255,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004257,LEA004257,LEA004257,Lead 4256,Web,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004258,LEA004258,LEA004258,Lead 4257,LinkedIn,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004259,LEA004259,LEA004259,Lead 4258,Web,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004260,LEA004260,LEA004260,Lead 4259,Event,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004261,LEA004261,LEA004261,Lead 4260,Event,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004262,LEA004262,LEA004262,Lead 4261,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004263,LEA004263,LEA004263,Lead 4262,LinkedIn,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004264,LEA004264,LEA004264,Lead 4263,Event,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004265,LEA004265,LEA004265,Lead 4264,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004266,LEA004266,LEA004266,Lead 4265,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004267,LEA004267,LEA004267,Lead 4266,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004268,LEA004268,LEA004268,Lead 4267,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004269,LEA004269,LEA004269,Lead 4268,Referral,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004270,LEA004270,LEA004270,Lead 4269,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004271,LEA004271,LEA004271,Lead 4270,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004272,LEA004272,LEA004272,Lead 4271,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004273,LEA004273,LEA004273,Lead 4272,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004274,LEA004274,LEA004274,Lead 4273,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004275,LEA004275,LEA004275,Lead 4274,LinkedIn,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004276,LEA004276,LEA004276,Lead 4275,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004277,LEA004277,LEA004277,Lead 4276,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004278,LEA004278,LEA004278,Lead 4277,Referral,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004279,LEA004279,LEA004279,Lead 4278,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004280,LEA004280,LEA004280,Lead 4279,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004281,LEA004281,LEA004281,Lead 4280,Event,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004282,LEA004282,LEA004282,Lead 4281,Event,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004283,LEA004283,LEA004283,Lead 4282,Event,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004284,LEA004284,LEA004284,Lead 4283,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004285,LEA004285,LEA004285,Lead 4284,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004286,LEA004286,LEA004286,Lead 4285,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004287,LEA004287,LEA004287,Lead 4286,LinkedIn,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004288,LEA004288,LEA004288,Lead 4287,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004289,LEA004289,LEA004289,Lead 4288,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004290,LEA004290,LEA004290,Lead 4289,Web,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004291,LEA004291,LEA004291,Lead 4290,Referral,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004292,LEA004292,LEA004292,Lead 4291,LinkedIn,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004293,LEA004293,LEA004293,Lead 4292,Referral,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004294,LEA004294,LEA004294,Lead 4293,Web,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004295,LEA004295,LEA004295,Lead 4294,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004296,LEA004296,LEA004296,Lead 4295,Event,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004297,LEA004297,LEA004297,Lead 4296,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004298,LEA004298,LEA004298,Lead 4297,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004299,LEA004299,LEA004299,Lead 4298,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004300,LEA004300,LEA004300,Lead 4299,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004301,LEA004301,LEA004301,Lead 4300,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004302,LEA004302,LEA004302,Lead 4301,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004303,LEA004303,LEA004303,Lead 4302,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004304,LEA004304,LEA004304,Lead 4303,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004305,LEA004305,LEA004305,Lead 4304,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004306,LEA004306,LEA004306,Lead 4305,LinkedIn,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004307,LEA004307,LEA004307,Lead 4306,Web,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004308,LEA004308,LEA004308,Lead 4307,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004309,LEA004309,LEA004309,Lead 4308,Referral,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004310,LEA004310,LEA004310,Lead 4309,Event,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004311,LEA004311,LEA004311,Lead 4310,Referral,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004312,LEA004312,LEA004312,Lead 4311,Web,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004313,LEA004313,LEA004313,Lead 4312,Event,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004314,LEA004314,LEA004314,Lead 4313,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004315,LEA004315,LEA004315,Lead 4314,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004316,LEA004316,LEA004316,Lead 4315,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004317,LEA004317,LEA004317,Lead 4316,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004318,LEA004318,LEA004318,Lead 4317,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004319,LEA004319,LEA004319,Lead 4318,Event,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004320,LEA004320,LEA004320,Lead 4319,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004321,LEA004321,LEA004321,Lead 4320,Event,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004322,LEA004322,LEA004322,Lead 4321,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004323,LEA004323,LEA004323,Lead 4322,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004324,LEA004324,LEA004324,Lead 4323,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004325,LEA004325,LEA004325,Lead 4324,Web,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004326,LEA004326,LEA004326,Lead 4325,Web,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004327,LEA004327,LEA004327,Lead 4326,LinkedIn,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004328,LEA004328,LEA004328,Lead 4327,Web,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004329,LEA004329,LEA004329,Lead 4328,LinkedIn,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004330,LEA004330,LEA004330,Lead 4329,Event,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004331,LEA004331,LEA004331,Lead 4330,Event,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004332,LEA004332,LEA004332,Lead 4331,Event,Converted,75.0,C,Highest record_quality_score,1
GOLD_LED_004333,LEA004333,LEA004333,Lead 4332,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004334,LEA004334,LEA004334,Lead 4333,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004335,LEA004335,LEA004335,Lead 4334,LinkedIn,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004336,LEA004336,LEA004336,Lead 4335,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004337,LEA004337,LEA004337,Lead 4336,Referral,Qualified,75.0,C,Highest record_quality_score,1
GOLD_LED_004338,LEA004338,LEA004338,Lead 4337,Referral,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004339,LEA004339,LEA004339,Lead 4338,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004340,LEA004340,LEA004340,Lead 4339,LinkedIn,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004341,LEA004341,LEA004341,Lead 4340,Web,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004342,LEA004342,LEA004342,Lead 4341,Referral,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004343,LEA004343,LEA004343,Lead 4342,Web,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004344,LEA004344,LEA004344,Lead 4343,Web,Working,75.0,C,Highest record_quality_score,1
GOLD_LED_004345,LEA004345,LEA004345,Lead 4344,Event,New,75.0,C,Highest record_quality_score,1
GOLD_LED_004346,LEA004346,LEA004346,Lead 4345,Referral,Working,75.0,C,Highest record_quality_score,1
