account_id,account_name,industry,country,annual_revenue,employee_count
ACC001693,Company 1693,Retail,Australia,69440506,28220
ACC001694,Company 1694,Manufacturing,Australia,66271555,14335
ACC001695,Company 1695,Manufacturing,U.S.,160898819,1979
ACC001696,Company 1696,Manufacturing,United States,39879772,30001
ACC001697,Company 1697,Technology,United Kingdom,344924499,40210
ACC001698,Company 1698,Technology,Australia,297527458,37907
ACC001699,Company 1699,Finance,U.S.,365881556,12507
ACC001700,Company 1700,Retail,U.S.,41252899,15789
ACC001701,Company 1701,Technology,Australia,241247386,13313
ACC001702,Company 1702,Manufacturing,U.S.,301480849,20168
ACC001703,Company 1703,Manufacturing,Germany,79222426,41359
ACC001704,Company 1704,Manufacturing,Germany,283552589,4393
ACC001705,Company 1705,Manufacturing,USA,427712926,1716
ACC001706,Company 1706,Manufacturing,United States,15728919,40757
ACC001707,Company 1707,Healthcare,Germany,210457772,37621
ACC001708,Company 1708,Finance,United Kingdom,333021701,24833
ACC001709,Company 1709,Finance,United States,441669650,16330
ACC001710,Company 1710,Healthcare,USA,149736447,10483
ACC001711,Company 1711,Technology,United Kingdom,298790342,36070
ACC001712,Company 1712,Healthcare,U.S.,480494983,1503
ACC001713,Company 1713,Finance,United Kingdom,239233867,30218
ACC001714,Company 1714,Manufacturing,U.S.,268815523,44789
ACC001715,Company 1715,Healthcare,U.S.,27379989,22075
ACC001716,Company 1716,Finance,Germany,61088986,24413
ACC001717,Company 1717,Healthcare,India,167795306,12647
ACC001718,Company 1718,Retail,United Kingdom,28217700,32329
ACC001719,Company 1719,Healthcare,Australia,450729576,49275
ACC001720,Company 1720,Technology,Germany,239865892,16673
ACC001721,Company 1721,Finance,United States,468176846,25165
ACC001722,Company 1722,Retail,U.S.,402589663,3934
ACC001723,Company 1723,Healthcare,Germany,164740991,25202
ACC001724,Company 1724,Technology,USA,308297799,9943
ACC001725,Company 1725,Manufacturing,USA,123701140,23604
ACC001726,Company 1726,Retail,Germany,169068206,13923
ACC001727,Company 1727,Manufacturing,India,328882480,33121
ACC001728,Company 1728,Manufacturing,UK,432659590,49025
ACC001729,Company 1729,Technology,United Kingdom,419065918,22645
ACC001730,Company 1730,Technology,U.S.,198087253,13703
ACC001731,Company 1731,Manufacturing,UK,407807139,25203
ACC001732,Company 1732,Healthcare,Australia,173890240,18787
ACC001733,Company 1733,Finance,India,327324248,33937
ACC001734,Company 1734,Technology,United States,298830742,37524
ACC001735,Company 1735,Finance,U.S.,29550685,48858
ACC001736,Company 1736,Finance,India,338465695,24921
ACC001737,Company 1737,Retail,USA,189997315,24036
ACC001738,Company 1738,Finance,Australia,138447426,33131
ACC001739,Company 1739,Manufacturing,UK,88091784,19409
ACC001740,Company 1740,Finance,UK,79750365,29024
ACC001741,Company 1741,Technology,United Kingdom,159515304,44816
ACC001742,Company 1742,Retail,United States,253129652,45380
ACC001743,Company 1743,Technology,Germany,93700625,38129
ACC001744,Company 1744,Healthcare,UK,117316944,19736
ACC001745,Company 1745,Technology,UK,402572407,24736
ACC001746,Company 1746,Manufacturing,India,55475692,8541
ACC001747,Company 1747,Manufacturing,United Kingdom,129154346,12196
ACC001748,Company 1748,Retail,United States,68888533,11050
ACC001749,Company 1749,Finance,United Kingdom,481123209,43004
ACC001750,Company 1750,Healthcare,UK,377324162,15997
ACC001751,Company 1751,Manufacturing,United Kingdom,200742640,24810
ACC001752,Company 1752,Retail,United Kingdom,308807744,16542
ACC001753,Company 1753,Finance,Germany,281671242,19661
ACC001754,Company 1754,Manufacturing,Australia,102257175,27129
ACC001755,Company 1755,Finance,United Kingdom,106050484,22094
ACC001756,Company 1756,Retail,USA,342939076,4021
ACC001757,Company 1757,Manufacturing,Australia,92899723,45485
ACC001758,Company 1758,Manufacturing,USA,466230225,5969
ACC001759,Company 1759,Healthcare,U.S.,265458146,17300
ACC001760,Company 1760,Retail,Australia,21893079,49733
ACC001761,Company 1761,Healthcare,India,10903112,1892
ACC001762,Company 1762,Healthcare,USA,394944110,28703
ACC001763,Company 1763,Healthcare,U.S.,165951730,13135
ACC001764,Company 1764,Technology,Australia,54021641,42443
ACC001765,Company 1765,Retail,UK,15345270,41389
ACC001766,Company 1766,Manufacturing,Germany,93003546,11688
ACC001767,Company 1767,Finance,India,126086896,28130
ACC001768,Company 1768,Technology,UK,131647571,45123
ACC001769,Company 1769,Manufacturing,U.S.,6519127,47499
ACC001770,Company 1770,Technology,U.S.,103039927,27658
ACC001771,Company 1771,Manufacturing,USA,406332682,17762
ACC001772,Company 1772,Manufacturing,USA,303293001,46262
ACC001773,Company 1773,Manufacturing,United States,161657410,32989
ACC001774,Company 1774,Healthcare,U.S.,299203863,20142
ACC001775,Company 1775,Retail,United States,448251388,16607
ACC001776,Company 1776,Technology,United States,420833941,46240
ACC001777,Company 1777,Retail,UK,288462909,26070
ACC001778,Company 1778,Manufacturing,India,345817566,38751
ACC001779,Company 1779,Healthcare,United Kingdom,213773422,5437
ACC001780,Company 1780,Finance,United States,337535196,13389
ACC001781,Company 1781,Manufacturing,U.S.,268160312,19285
ACC001782,Company 1782,Finance,Australia,185419294,8099
ACC001783,Company 1783,Healthcare,Australia,82186809,36827
ACC001784,Company 1784,Retail,India,41105305,44114
ACC001785,Company 1785,Finance,United Kingdom,100538367,8756
ACC001786,Company 1786,Retail,India,343340178,29894
ACC001787,Company 1787,Finance,UK,41941635,42763
ACC001788,Company 1788,Healthcare,UK,59556405,32940
ACC001789,Company 1789,Technology,India,291535438,30001
ACC001790,Company 1790,Finance,Australia,297574130,5027
ACC001791,Company 1791,Healthcare,United States,399957906,43209
ACC001792,Company 1792,Healthcare,UK,106826702,41659
ACC001793,Company 1793,Finance,Germany,118082068,39614
ACC001794,Company 1794,Manufacturing,United Kingdom,466077862,7701
ACC001795,Company 1795,Manufacturing,UK,104565489,11528
ACC001796,Company 1796,Retail,Australia,102143958,18354
ACC001797,Company 1797,Healthcare,U.S.,498069872,15128
ACC001798,Company 1798,Retail,U.S.,85012220,17528
ACC001799,Company 1799,Manufacturing,United States,372469083,10563
ACC001800,Company 1800,Technology,USA,41061535,7905
ACC001801,Company 1801,Retail,United Kingdom,90504947,44206
ACC001802,Company 1802,Manufacturing,Germany,3277237,29573
ACC001803,Company 1803,Technology,Australia,165973690,43942
ACC001804,Company 1804,Manufacturing,USA,386029211,16560
ACC001805,Company 1805,Manufacturing,Germany,266054895,14625
ACC001806,Company 1806,Manufacturing,Germany,327729719,37808
ACC001807,Company 1807,Manufacturing,India,489389270,34083
ACC001808,Company 1808,Technology,United States,458232675,31758
ACC001809,Company 1809,Manufacturing,United States,334297138,32184
ACC001810,Company 1810,Technology,India,5257550,14878
ACC001811,Company 1811,Finance,Germany,175082892,42600
ACC001812,Company 1812,Technology,USA,238625733,6089
ACC001813,Company 1813,Technology,Germany,110221741,5314
ACC001814,Company 1814,Retail,U.S.,375456923,35895
ACC001815,Company 1815,Finance,USA,40365538,49813
ACC001816,Company 1816,Retail,India,231245334,6040
ACC001817,Company 1817,Finance,United States,216502528,36618
ACC001818,Company 1818,Retail,UK,171040386,12735
ACC001819,Company 1819,Finance,Germany,484082717,12964
ACC001820,Company 1820,Manufacturing,USA,319898104,5992
ACC001821,Company 1821,Finance,Australia,108846261,43257
ACC001822,Company 1822,Finance,United States,378750763,22633
ACC001823,Company 1823,Finance,Australia,403968945,31807
ACC001824,Company 1824,Healthcare,Germany,337237593,38680
ACC001825,Company 1825,Healthcare,United States,466828694,39099
ACC001826,Company 1826,Healthcare,U.S.,476689051,19352
ACC001827,Company 1827,Healthcare,U.S.,366662616,12243
ACC001828,Company 1828,Manufacturing,India,352619403,28415
ACC001829,Company 1829,Manufacturing,U.S.,272359426,40598
ACC001830,Company 1830,Finance,India,457720444,25835
ACC001831,Company 1831,Manufacturing,Australia,295555064,811
ACC001832,Company 1832,Retail,United Kingdom,286668303,9080
ACC001833,Company 1833,Technology,Germany,245098847,11195
ACC001834,Company 1834,Retail,U.S.,13257668,1327
ACC001835,Company 1835,Technology,UK,302497443,35524
ACC001836,Company 1836,Healthcare,United States,24687181,49531
ACC001837,Company 1837,Retail,Australia,20361408,299
ACC001838,Company 1838,Healthcare,U.S.,150144726,27526
ACC001839,Company 1839,Manufacturing,United Kingdom,43405336,29951
ACC001840,Company 1840,Retail,U.S.,480552595,45098
ACC001841,Company 1841,Finance,Germany,368202636,27632
ACC001842,Company 1842,Finance,Australia,467600080,16723
ACC001843,Company 1843,Technology,United Kingdom,418873475,8598
ACC001844,Company 1844,Healthcare,Australia,95956352,207
ACC001845,Company 1845,Manufacturing,United States,19568242,22711
ACC001846,Company 1846,Technology,Germany,457369329,23626
ACC001847,Company 1847,Manufacturing,Australia,130399382,48109
ACC001848,Company 1848,Finance,Germany,471802329,48742
ACC001849,Company 1849,Retail,United Kingdom,167311044,18997
ACC001850,Company 1850,Healthcare,Germany,259092930,23657
ACC001851,Company 1851,Retail,U.S.,361092621,23907
ACC001852,Company 1852,Healthcare,United States,161799183,45614
ACC001853,Company 1853,Finance,United States,404917665,6599
ACC001854,Company 1854,Finance,USA,383815368,28385
ACC001855,Company 1855,Healthcare,India,290840221,39357
ACC001856,Company 1856,Healthcare,USA,94578964,43031
ACC001857,Company 1857,Manufacturing,United States,267127121,2713
ACC001858,Company 1858,Healthcare,Australia,304885401,43832
ACC001859,Company 1859,Retail,Australia,258610253,22654
ACC001860,Company 1860,Finance,Australia,10882523,32516
ACC001861,Company 1861,Manufacturing,UK,251227496,47668
ACC001862,Company 1862,Finance,India,34514337,28171
ACC001863,Company 1863,Technology,India,284858142,18509
ACC001864,Company 1864,Technology,USA,222450217,30613
ACC001865,Company 1865,Retail,India,391957912,34598
ACC001866,Company 1866,Finance,U.S.,26343973,5096
ACC001867,Company 1867,Retail,USA,343215876,1271
ACC001868,Company 1868,Healthcare,India,410123997,7751
ACC001869,Company 1869,Manufacturing,United States,247053289,15369
ACC001870,Company 1870,Finance,Germany,384385670,15476
ACC001871,Company 1871,Healthcare,United Kingdom,225599125,30632
ACC001872,Company 1872,Technology,United Kingdom,83391298,14881
ACC001873,Company 1873,Finance,India,337308168,30058
ACC001874,Company 1874,Manufacturing,United States,291414729,4857
ACC001875,Company 1875,Manufacturing,India,196901794,1377
ACC001876,Company 1876,Healthcare,U.S.,387600729,5767
ACC001877,Company 1877,Retail,India,219800735,26826
ACC001878,Company 1878,Manufacturing,U.S.,219947429,44189
ACC001879,Company 1879,Technology,U.S.,497136689,20787
ACC001880,Company 1880,Retail,Germany,56042971,45082
ACC001881,Company 1881,Finance,Germany,245410089,10403
ACC001882,Company 1882,Healthcare,U.S.,143006317,27881
ACC001883,Company 1883,Retail,United States,51538507,26095
ACC001884,Company 1884,Technology,United States,396356480,16594
ACC001885,Company 1885,Healthcare,USA,186049207,41729
ACC001886,Company 1886,Manufacturing,U.S.,129670007,48969
ACC001887,Company 1887,Manufacturing,Germany,167687959,49242
ACC001888,Company 1888,Retail,U.S.,447429592,5560
ACC001889,Company 1889,Manufacturing,U.S.,216545616,46609
ACC001890,Company 1890,Retail,UK,497498739,33558
ACC001891,Company 1891,Technology,United Kingdom,57061109,37238
ACC001892,Company 1892,Retail,U.S.,122754519,5060
ACC001893,Company 1893,Healthcare,UK,293870330,16124
ACC001894,Company 1894,Manufacturing,India,171290846,39275
ACC001895,Company 1895,Finance,Australia,69876752,30395
ACC001896,Company 1896,Finance,United States,322855684,43872
ACC001897,Company 1897,Manufacturing,Germany,364830535,40253
ACC001898,Company 1898,Retail,Australia,301020375,36008
ACC001899,Company 1899,Retail,United Kingdom,202422927,32062
ACC001900,Company 1900,Retail,United States,161564306,20674
ACC001901,Company 1901,Retail,Australia,34917281,48152
ACC001902,Company 1902,Retail,Germany,432867112,33851
ACC001903,Company 1903,Finance,India,15393654,47022
ACC001904,Company 1904,Manufacturing,U.S.,55946610,20541
ACC001905,Company 1905,Technology,UK,136535179,38704
ACC001906,Company 1906,Healthcare,USA,477152202,37038
ACC001907,Company 1907,Healthcare,Australia,21527372,24719
ACC001908,Company 1908,Retail,Germany,137348709,3694
ACC001909,Company 1909,Healthcare,UK,447135783,38960
ACC001910,Company 1910,Technology,United Kingdom,163277879,21182
ACC001911,Company 1911,Healthcare,United Kingdom,155586116,49861
ACC001912,Company 1912,Manufacturing,USA,203005212,13182
ACC001913,Company 1913,Manufacturing,India,75126745,5641
ACC001914,Company 1914,Retail,UK,66117503,20422
ACC001915,Company 1915,Manufacturing,United States,180202902,44788
ACC001916,Company 1916,Retail,India,218290770,27506
ACC001917,Company 1917,Manufacturing,United Kingdom,115433610,28634
ACC001918,Company 1918,Manufacturing,India,175817890,21666
ACC001919,Company 1919,Technology,USA,374338001,6165
ACC001920,Company 1920,Healthcare,UK,455608972,12112
ACC001921,Company 1921,Finance,Australia,88415608,21745
ACC001922,Company 1922,Healthcare,USA,45356139,31956
ACC001923,Company 1923,Manufacturing,India,319782456,20600
ACC001924,Company 1924,Manufacturing,UK,307254386,23804
ACC001925,Company 1925,Technology,UK,270879209,18213
ACC001926,Company 1926,Manufacturing,Germany,246206224,31489
ACC001927,Company 1927,Technology,United States,52416074,34759
ACC001928,Company 1928,Technology,United Kingdom,480598800,4432
ACC001929,Company 1929,Manufacturing,U.S.,499903587,28878
ACC001930,Company 1930,Finance,USA,210757645,45189
ACC001931,Company 1931,Finance,Germany,104495862,43182
ACC001932,Company 1932,Technology,UK,463899489,40851
ACC001933,Company 1933,Technology,Germany,409257725,8867
ACC001934,Company 1934,Retail,Australia,448306042,22527
ACC001935,Company 1935,Retail,UK,425140392,2059
ACC001936,Company 1936,Healthcare,U.S.,422746225,32677
ACC001937,Company 1937,Finance,USA,273726280,19733
ACC001938,Company 1938,Technology,UK,388627622,13491
ACC001939,Company 1939,Technology,Germany,229191619,13203
ACC001940,Company 1940,Finance,India,274087528,25659
ACC001941,Company 1941,Retail,United Kingdom,438905110,24238
ACC001942,Company 1942,Retail,U.S.,278714001,14690
ACC001943,Company 1943,Healthcare,USA,71288731,9945
ACC001944,Company 1944,Finance,Australia,183882816,30449
ACC001945,Company 1945,Healthcare,UK,85583823,49717
ACC001946,Company 1946,Finance,U.S.,424525262,43441
ACC001947,Company 1947,Healthcare,U.S.,102611159,40406
ACC001948,Company 1948,Healthcare,United Kingdom,202206860,35361
ACC001949,Company 1949,Manufacturing,Australia,251598716,25838
ACC001950,Company 1950,Finance,Germany,489781350,48826
ACC001951,Company 1951,Manufacturing,United States,95127738,17215
ACC001952,Company 1952,Finance,India,349840178,16010
ACC001953,Company 1953,Manufacturing,UK,231261659,35157
ACC001954,Company 1954,Manufacturing,Germany,383057505,47736
ACC001955,Company 1955,Healthcare,USA,167756252,9538
ACC001956,Company 1956,Retail,U.S.,462900684,46328
ACC001957,Company 1957,Manufacturing,Germany,184723779,8197
ACC001958,Company 1958,Healthcare,U.S.,84147934,27623
ACC001959,Company 1959,Healthcare,USA,14484751,25472
ACC001960,Company 1960,Finance,India,7540632,40144
ACC001961,Company 1961,Manufacturing,India,480381834,43561
ACC001962,Company 1962,Retail,United States,364744263,29646
ACC001963,Company 1963,Healthcare,U.S.,463193576,38561
ACC001964,Company 1964,Retail,USA,121447072,8109
ACC001965,Company 1965,Finance,United States,367807748,23273
ACC001966,Company 1966,Technology,United Kingdom,345046286,21864
ACC001967,Company 1967,Retail,USA,24839114,47749
ACC001968,Company 1968,Healthcare,UK,238482913,20020
ACC001969,Company 1969,Healthcare,Germany,368262958,9900
ACC001970,Company 1970,Retail,United Kingdom,171532987,28105
ACC001971,Company 1971,Technology,U.S.,88576796,16445
ACC001972,Company 1972,Finance,Germany,261511201,24854
ACC001973,Company 1973,Retail,United States,81902694,13598
ACC001974,Company 1974,Manufacturing,USA,460723922,34472
ACC001975,Company 1975,Finance,U.S.,492629674,34061
ACC001976,Company 1976,Finance,Germany,326252807,27607
ACC001977,Company 1977,Manufacturing,India,493353786,27061
ACC001978,Company 1978,Technology,USA,330260371,17
ACC001979,Company 1979,Finance,India,234632021,32503
ACC001980,Company 1980,Manufacturing,UK,198127495,32753
ACC001981,Company 1981,Healthcare,USA,27766490,43473
ACC001982,Company 1982,Finance,United States,348103222,39271
ACC001983,Company 1983,Finance,United Kingdom,212905855,11277
ACC001984,Company 1984,Retail,Germany,210197320,48942
ACC001985,Company 1985,Healthcare,United States,175022457,25601
ACC001986,Company 1986,Technology,United Kingdom,152839133,19136
ACC001987,Company 1987,Retail,U.S.,173130117,29156
ACC001988,Company 1988,Finance,Germany,147366035,10318
ACC001989,Company 1989,Finance,United States,486787136,35018
ACC001990,Company 1990,Technology,U.S.,96947562,24004
ACC001991,Company 1991,Technology,USA,410909168,24633
ACC001992,Company 1992,Manufacturing,Australia,416296897,43197
ACC001993,Company 1993,Technology,U.S.,358590089,9134
ACC001994,Company 1994,Manufacturing,UK,7244637,5082
ACC001995,Company 1995,Technology,UK,406399750,32856
ACC001996,Company 1996,Finance,UK,28313830,31353
ACC001997,Company 1997,Healthcare,United Kingdom,464777073,23113
ACC001998,Company 1998,Manufacturing,USA,217903774,25095
ACC001999,Company 1999,Retail,United States,221031070,38771
ACC002000,Company 2000,Technology,U.S.,295111851,29620
ACC002001,Company 2001,Retail,UK,80728211,21535
ACC002002,Company 2002,Retail,Australia,251292503,8898
ACC002003,Company 2003,Healthcare,United Kingdom,236322431,21119
ACC002004,Company 2004,Technology,U.S.,445236586,35191
ACC002005,Company 2005,Manufacturing,U.S.,394341822,45700
ACC002006,Company 2006,Manufacturing,U.S.,490542976,1806
ACC002007,Company 2007,Technology,Australia,272623842,33303
ACC002008,Company 2008,Finance,United Kingdom,419882713,46017
ACC002009,Company 2009,Technology,Germany,259724565,43326
ACC002010,Company 2010,Healthcare,India,479171471,34159
ACC002011,Company 2011,Finance,U.S.,380796601,7547
ACC002012,Company 2012,Retail,Germany,130519526,43410
ACC002013,Company 2013,Finance,United States,374796736,41233
ACC002014,Company 2014,Technology,United Kingdom,425150227,20059
ACC002015,Company 2015,Finance,United States,58787703,35539
ACC002016,Company 2016,Healthcare,USA,72439478,42089
ACC002017,Company 2017,Technology,U.S.,61515676,19017
ACC002018,Company 2018,Manufacturing,Germany,31878770,29255
ACC002019,Company 2019,Manufacturing,India,55368631,3143
ACC002020,Company 2020,Retail,Australia,381826757,7200
ACC002021,Company 2021,Technology,UK,240283860,19456
ACC002022,Company 2022,Technology,U.S.,359993200,30879
ACC002023,Company 2023,Healthcare,Germany,147930293,41897
ACC002024,Company 2024,Technology,United States,400053878,26442
ACC002025,Company 2025,Healthcare,Germany,304050455,15530
ACC002026,Company 2026,Technology,USA,111735981,44502
ACC002027,Company 2027,Finance,USA,4733827,36899
ACC002028,Company 2028,Manufacturing,USA,352414337,33929
ACC002029,Company 2029,Manufacturing,U.S.,205315166,2789
ACC002030,Company 2030,Finance,United Kingdom,450053044,36590
ACC002031,Company 2031,Finance,Germany,227829570,20677
ACC002032,Company 2032,Healthcare,Australia,124754639,29300
ACC002033,Company 2033,Manufacturing,Germany,400250967,22525
ACC002034,Company 2034,Retail,U.S.,348299738,39346
ACC002035,Company 2035,Retail,India,140089784,10675
ACC002036,Company 2036,Retail,UK,71006948,8239
ACC002037,Company 2037,Manufacturing,Germany,107343244,29729
ACC002038,Company 2038,Technology,Germany,256495689,2455
ACC002039,Company 2039,Finance,United States,434956832,18160
ACC002040,Company 2040,Retail,USA,368843811,17388
ACC002041,Company 2041,Healthcare,Germany,462117041,34229
ACC002042,Company 2042,Healthcare,UK,497346539,32558
ACC002043,Company 2043,Finance,U.S.,1892410,15460
ACC002044,Company 2044,Manufacturing,United Kingdom,421821980,34201
ACC002045,Company 2045,Retail,United States,188074019,9281
ACC002046,Company 2046,Retail,United Kingdom,10183544,5485
ACC002047,Company 2047,Technology,Germany,428604384,44555
ACC002048,Company 2048,Technology,United States,323260078,20516
ACC002049,Company 2049,Finance,Australia,140537287,415
ACC002050,Company 2050,Healthcare,Australia,336134649,49597
ACC002051,Company 2051,Finance,United States,141473342,47263
ACC002052,Company 2052,Finance,United Kingdom,174634976,26471
ACC002053,Company 2053,Finance,U.S.,372683925,12260
ACC002054,Company 2054,Manufacturing,Germany,185689219,31890
ACC002055,Company 2055,Finance,UK,287673586,38787
ACC002056,Company 2056,Manufacturing,U.S.,87428021,26832
ACC002057,Company 2057,Technology,USA,198370936,22805
ACC002058,Company 2058,Retail,India,394444489,7304
ACC002059,Company 2059,Finance,USA,342517515,31588
ACC002060,Company 2060,Manufacturing,Germany,165267476,35550
ACC002061,Company 2061,Technology,United States,135080604,22187
ACC002062,Company 2062,Healthcare,Australia,273873384,13793
ACC002063,Company 2063,Manufacturing,Australia,499871269,18146
ACC002064,Company 2064,Healthcare,Germany,226961355,14082
ACC002065,Company 2065,Technology,United States,211169060,33941
ACC002066,Company 2066,Finance,United Kingdom,280163339,26836
ACC002067,Company 2067,Manufacturing,UK,191795333,23135
ACC002068,Company 2068,Healthcare,Australia,362953062,17346
ACC002069,Company 2069,Manufacturing,Germany,57638254,30207
ACC002070,Company 2070,Technology,Germany,131378127,10859
ACC002071,Company 2071,Finance,Germany,289389303,1254
ACC002072,Company 2072,Technology,United States,71950296,31318
ACC002073,Company 2073,Healthcare,U.S.,299205289,36937
ACC002074,Company 2074,Finance,UK,12151631,46052
ACC002075,Company 2075,Healthcare,United Kingdom,34145332,25617
ACC002076,Company 2076,Healthcare,UK,266368237,1133
ACC002077,Company 2077,Technology,Australia,60640291,39189
ACC002078,Company 2078,Healthcare,Germany,237028319,32494
ACC002079,Company 2079,Technology,UK,440662427,11016
ACC002080,Company 2080,Finance,Australia,196226408,5033
ACC002081,Company 2081,Manufacturing,Australia,400149089,13244
ACC002082,Company 2082,Finance,U.S.,189091314,47139
ACC002083,Company 2083,Finance,United States,479037376,47556
ACC002084,Company 2084,Finance,Germany,161224711,34470
ACC002085,Company 2085,Manufacturing,USA,222110238,45871
ACC002086,Company 2086,Healthcare,Australia,121429566,19101
ACC002087,Company 2087,Retail,U.S.,490496090,8867
ACC002088,Company 2088,Retail,Australia,469105611,1705
ACC002089,Company 2089,Technology,United States,491795890,2468
ACC002090,Company 2090,Manufacturing,Australia,218988247,15352
ACC002091,Company 2091,Retail,Germany,223034013,21800
ACC002092,Company 2092,Manufacturing,United Kingdom,422726134,6031
ACC002093,Company 2093,Finance,Australia,485451849,9731
ACC002094,Company 2094,Manufacturing,UK,431201027,22684
ACC002095,Company 2095,Healthcare,UK,165562637,40189
ACC002096,Company 2096,Healthcare,U.S.,428772369,40690
ACC002097,Company 2097,Technology,United States,423303119,29317
ACC002098,Company 2098,Retail,UK,260128189,24848
ACC002099,Company 2099,Healthcare,UK,186135472,21494
ACC002100,Company 2100,Healthcare,United States,407705687,26292
ACC002101,Company 2101,Healthcare,U.S.,475233597,35957
ACC002102,Company 2102,Retail,USA,186431544,47886
ACC002103,Company 2103,Manufacturing,U.S.,383756895,36697
ACC002104,Company 2104,Retail,Germany,260145157,46866
ACC002105,Company 2105,Manufacturing,Germany,126091700,6005
ACC002106,Company 2106,Manufacturing,U.S.,495044802,5680
ACC002107,Company 2107,Retail,Germany,87760685,3163
ACC002108,Company 2108,Finance,Australia,88947485,34825
ACC002109,Company 2109,Healthcare,India,406854943,21809
ACC002110,Company 2110,Healthcare,India,462793119,32503
ACC002111,Company 2111,Technology,UK,157622495,13326
ACC002112,Company 2112,Retail,Australia,147977286,39241
ACC002113,Company 2113,Technology,Germany,378814069,12141
ACC002114,Company 2114,Manufacturing,U.S.,38208459,42339
ACC002115,Company 2115,Manufacturing,United Kingdom,366464060,16936
ACC002116,Company 2116,Manufacturing,Germany,394235041,15819
ACC002117,Company 2117,Healthcare,India,247644381,21457
ACC002118,Company 2118,Finance,India,298975046,29231
ACC002119,Company 2119,Technology,United Kingdom,308868833,42762
ACC002120,Company 2120,Healthcare,U.S.,235148114,27190
ACC002121,Company 2121,Retail,United Kingdom,423180855,11803
ACC002122,Company 2122,Technology,U.S.,140671539,16031
ACC002123,Company 2123,Finance,Germany,402853457,24546
ACC002124,Company 2124,Healthcare,Germany,455619074,24901
ACC002125,Company 2125,Finance,United States,335052853,44574
ACC002126,Company 2126,Manufacturing,U.S.,130623877,34340
ACC002127,Company 2127,Finance,United Kingdom,400435475,49554
ACC002128,Company 2128,Healthcare,Australia,250045120,38996
ACC002129,Company 2129,Retail,India,115185405,41359
ACC002130,Company 2130,Healthcare,UK,69936764,41914
ACC002131,Company 2131,Finance,Australia,245282069,36549
ACC002132,Company 2132,Healthcare,United States,267911647,32649
ACC002133,Company 2133,Manufacturing,United States,474741729,32185
ACC002134,Company 2134,Technology,United States,473287106,25728
ACC002135,Company 2135,Manufacturing,UK,358674462,23421
ACC002136,Company 2136,Technology,United Kingdom,338445677,4233
ACC002137,Company 2137,Technology,Germany,363942008,19800
ACC002138,Company 2138,Retail,India,195585377,4987
ACC002139,Company 2139,Finance,United Kingdom,118467728,19206
ACC002140,Company 2140,Technology,India,13878998,46689
ACC002141,Company 2141,Retail,USA,174561885,550
ACC002142,Company 2142,Manufacturing,United Kingdom,145472017,17378
ACC002143,Company 2143,Retail,U.S.,87454016,1393
ACC002144,Company 2144,Manufacturing,USA,394984339,21369
ACC002145,Company 2145,Finance,United States,477197853,4683
ACC002146,Company 2146,Finance,USA,83479604,43469
ACC002147,Company 2147,Finance,UK,305806781,33836
ACC002148,Company 2148,Retail,U.S.,205989586,10592
ACC002149,Company 2149,Retail,United States,153284405,11129
ACC002150,Company 2150,Healthcare,United States,282102295,29819
ACC002151,Company 2151,Healthcare,United States,215530057,4705
ACC002152,Company 2152,Healthcare,U.S.,86917342,47347
ACC002153,Company 2153,Technology,Germany,431932517,8990
ACC002154,Company 2154,Manufacturing,United Kingdom,331556364,47683
ACC002155,Company 2155,Retail,Germany,458752282,45318
ACC002156,Company 2156,Finance,United Kingdom,191611047,28748
ACC002157,Company 2157,Finance,Australia,187533649,12753
ACC002158,Company 2158,Manufacturing,U.S.,291146796,47719
ACC002159,Company 2159,Finance,U.S.,160549829,11474
ACC002160,Company 2160,Healthcare,Germany,255959084,15276
ACC002161,Company 2161,Retail,United Kingdom,354312508,25337
ACC002162,Company 2162,Manufacturing,Germany,424298483,35574
ACC002163,Company 2163,Manufacturing,United Kingdom,51429242,31824
ACC002164,Company 2164,Finance,United Kingdom,176450616,29697
ACC002165,Company 2165,Finance,United States,325019022,28545
ACC002166,Company 2166,Technology,United States,337927929,32854
ACC002167,Company 2167,Technology,UK,366730372,49268
ACC002168,Company 2168,Manufacturing,Germany,416798241,41973
ACC002169,Company 2169,Finance,U.S.,30847132,7153
ACC002170,Company 2170,Manufacturing,India,388466288,5969
ACC002171,Company 2171,Manufacturing,United Kingdom,176277949,22480
ACC002172,Company 2172,Finance,UK,95802172,47282
ACC002173,Company 2173,Manufacturing,Germany,6188119,23922
ACC002174,Company 2174,Healthcare,India,229174034,46893
ACC002175,Company 2175,Retail,U.S.,470747724,46683
ACC002176,Company 2176,Finance,UK,491972170,24963
ACC002177,Company 2177,Healthcare,Germany,449803691,43622
ACC002178,Company 2178,Finance,India,41338459,49221
ACC002179,Company 2179,Finance,India,262663788,34324
ACC002180,Company 2180,Technology,United States,447626523,34752
ACC002181,Company 2181,Manufacturing,United Kingdom,75342298,25819
ACC002182,Company 2182,Retail,India,100171501,28807
ACC002183,Company 2183,Manufacturing,United States,71737269,6881
ACC002184,Company 2184,Healthcare,Australia,472046357,13398
ACC002185,Company 2185,Finance,United States,26173731,41544
ACC002186,Company 2186,Technology,United States,160954122,44106
ACC002187,Company 2187,Retail,USA,430921908,34092
ACC002188,Company 2188,Healthcare,UK,357359502,21307
ACC002189,Company 2189,Retail,United Kingdom,298074134,23736
ACC002190,Company 2190,Finance,United Kingdom,366312800,38876
