lead_id,lead_name,source,status
LEA002953,Lead 2952,LinkedIn,Converted
LEA002954,Lead 2953,Referral,Qualified
LEA002955,Lead 2954,Referral,Converted
LEA002956,Lead 2955,Event,Qualified
LEA002957,Lead 2956,Referral,Converted
LEA002958,Lead 2957,Web,Working
LEA002959,Lead 2958,Referral,Qualified
LEA002960,Lead 2959,Referral,Converted
LEA002961,Lead 2960,Web,Working
LEA002962,Lead 2961,Web,Working
LEA002963,Lead 2962,LinkedIn,Converted
LEA002964,Lead 2963,Referral,Qualified
LEA002965,Lead 2964,LinkedIn,Working
LEA002966,Lead 2965,LinkedIn,Qualified
LEA002967,Lead 2966,LinkedIn,New
LEA002968,Lead 2967,Referral,Converted
LEA002969,Lead 2968,Referral,Converted
LEA002970,Lead 2969,LinkedIn,New
LEA002971,Lead 2970,Event,Qualified
LEA002972,Lead 2971,Referral,New
LEA002973,Lead 2972,Referral,New
LEA002974,Lead 2973,LinkedIn,New
LEA002975,Lead 2974,Web,Qualified
LEA002976,Lead 2975,Event,New
LEA002977,Lead 2976,Web,Qualified
LEA002978,Lead 2977,Referral,New
LEA002979,Lead 2978,Referral,Working
LEA002980,Lead 2979,LinkedIn,Qualified
LEA002981,Lead 2980,Web,Working
LEA002982,Lead 2981,Web,New
LEA002983,Lead 2982,Event,Working
LEA002984,Lead 2983,Event,New
LEA002985,Lead 2984,Event,Qualified
LEA002986,Lead 2985,LinkedIn,Working
LEA002987,Lead 2986,LinkedIn,Working
LEA002988,Lead 2987,Referral,Converted
LEA002989,Lead 2988,Referral,Converted
LEA002990,Lead 2989,LinkedIn,New
LEA002991,Lead 2990,Referral,Qualified
LEA002992,Lead 2991,Referral,Working
LEA002993,Lead 2992,LinkedIn,Converted
LEA002994,Lead 2993,Referral,Working
LEA002995,Lead 2994,Web,New
LEA002996,Lead 2995,Event,New
LEA002997,Lead 2996,Event,New
LEA002998,Lead 2997,Referral,Converted
LEA002999,Lead 2998,Web,New
LEA003000,Lead 2999,Web,Converted
LEA003001,Lead 3000,Web,Qualified
LEA003002,Lead 3001,Event,New
LEA003003,Lead 3002,Event,New
LEA003004,Lead 3003,Event,Working
LEA003005,Lead 3004,Referral,Converted
LEA003006,Lead 3005,LinkedIn,Qualified
LEA003007,Lead 3006,Referral,Converted
LEA003008,Lead 3007,LinkedIn,Qualified
LEA003009,Lead 3008,Web,New
LEA003010,Lead 3009,Web,Qualified
LEA003011,Lead 3010,Web,Working
LEA003012,Lead 3011,Referral,Qualified
LEA003013,Lead 3012,LinkedIn,Qualified
LEA003014,Lead 3013,Web,Working
LEA003015,Lead 3014,LinkedIn,New
LEA003016,Lead 3015,LinkedIn,New
LEA003017,Lead 3016,Web,Qualified
LEA003018,Lead 3017,Web,Qualified
LEA003019,Lead 3018,LinkedIn,New
LEA003020,Lead 3019,Event,New
LEA003021,Lead 3020,Event,Qualified
LEA003022,Lead 3021,Web,Working
LEA003023,Lead 3022,Referral,Qualified
LEA003024,Lead 3023,Web,Working
LEA003025,Lead 3024,Referral,Converted
LEA003026,Lead 3025,LinkedIn,Working
LEA003027,Lead 3026,LinkedIn,Qualified
LEA003028,Lead 3027,Referral,Qualified
LEA003029,Lead 3028,LinkedIn,New
LEA003030,Lead 3029,Event,Converted
LEA003031,Lead 3030,Event,New
LEA003032,Lead 3031,Event,Qualified
LEA003033,Lead 3032,Event,Converted
LEA003034,Lead 3033,Referral,Converted
LEA003035,Lead 3034,LinkedIn,New
LEA003036,Lead 3035,Event,Working
LEA003037,Lead 3036,Event,New
LEA003038,Lead 3037,Event,New
LEA003039,Lead 3038,Web,Working
LEA003040,Lead 3039,Web,New
LEA003041,Lead 3040,Event,Converted
LEA003042,Lead 3041,Event,Working
LEA003043,Lead 3042,Referral,Working
LEA003044,Lead 3043,LinkedIn,New
LEA003045,Lead 3044,LinkedIn,Qualified
LEA003046,Lead 3045,Event,Qualified
LEA003047,Lead 3046,Referral,Qualified
LEA003048,Lead 3047,Referral,New
LEA003049,Lead 3048,LinkedIn,Converted
LEA003050,Lead 3049,LinkedIn,Converted
LEA003051,Lead 3050,LinkedIn,Qualified
LEA003052,Lead 3051,Event,New
LEA003053,Lead 3052,Web,New
LEA003054,Lead 3053,Event,Converted
LEA003055,Lead 3054,Event,Working
LEA003056,Lead 3055,LinkedIn,Converted
LEA003057,Lead 3056,Event,Working
LEA003058,Lead 3057,Referral,Working
LEA003059,Lead 3058,Referral,Qualified
LEA003060,Lead 3059,Referral,New
LEA003061,Lead 3060,Web,Working
LEA003062,Lead 3061,Referral,Converted
LEA003063,Lead 3062,Event,Qualified
LEA003064,Lead 3063,Event,Converted
LEA003065,Lead 3064,Referral,New
LEA003066,Lead 3065,LinkedIn,New
LEA003067,Lead 3066,LinkedIn,New
LEA003068,Lead 3067,LinkedIn,Working
LEA003069,Lead 3068,LinkedIn,New
LEA003070,Lead 3069,Web,Working
LEA003071,Lead 3070,Web,Working
LEA003072,Lead 3071,Event,Working
LEA003073,Lead 3072,Event,Qualified
LEA003074,Lead 3073,LinkedIn,Qualified
LEA003075,Lead 3074,Referral,Qualified
LEA003076,Lead 3075,Event,New
LEA003077,Lead 3076,LinkedIn,Qualified
LEA003078,Lead 3077,Referral,Working
LEA003079,Lead 3078,Referral,Qualified
LEA003080,Lead 3079,Event,New
LEA003081,Lead 3080,Web,New
LEA003082,Lead 3081,Web,New
LEA003083,Lead 3082,Referral,Qualified
LEA003084,Lead 3083,Referral,Working
LEA003085,Lead 3084,Web,New
LEA003086,Lead 3085,Referral,Qualified
LEA003087,Lead 3086,Web,Qualified
LEA003088,Lead 3087,Referral,Qualified
LEA003089,Lead 3088,LinkedIn,Working
LEA003090,Lead 3089,LinkedIn,Converted
LEA003091,Lead 3090,LinkedIn,Working
LEA003092,Lead 3091,Web,Working
LEA003093,Lead 3092,Web,Converted
LEA003094,Lead 3093,Web,Working
LEA003095,Lead 3094,LinkedIn,Converted
LEA003096,Lead 3095,LinkedIn,Converted
LEA003097,Lead 3096,LinkedIn,Working
LEA003098,Lead 3097,Web,Working
LEA003099,Lead 3098,Web,Converted
LEA003100,Lead 3099,Event,New
LEA003101,Lead 3100,LinkedIn,Qualified
LEA003102,Lead 3101,Web,Qualified
LEA003103,Lead 3102,Web,Qualified
LEA003104,Lead 3103,Referral,Qualified
LEA003105,Lead 3104,Referral,Working
LEA003106,Lead 3105,Web,Qualified
LEA003107,Lead 3106,Web,New
LEA003108,Lead 3107,LinkedIn,Qualified
LEA003109,Lead 3108,LinkedIn,Working
LEA003110,Lead 3109,Web,Working
LEA003111,Lead 3110,LinkedIn,New
LEA003112,Lead 3111,Referral,Qualified
LEA003113,Lead 3112,LinkedIn,Converted
LEA003114,Lead 3113,Web,New
LEA003115,Lead 3114,Event,New
LEA003116,Lead 3115,LinkedIn,Working
LEA003117,Lead 3116,Referral,Working
LEA003118,Lead 3117,LinkedIn,New
LEA003119,Lead 3118,Referral,Qualified
LEA003120,Lead 3119,Web,Working
LEA003121,Lead 3120,Event,Converted
LEA003122,Lead 3121,Event,Converted
LEA003123,Lead 3122,Referral,Working
LEA003124,Lead 3123,Referral,New
LEA003125,Lead 3124,LinkedIn,New
LEA003126,Lead 3125,LinkedIn,Qualified
LEA003127,Lead 3126,Event,New
LEA003128,Lead 3127,Event,Qualified
LEA003129,Lead 3128,Web,Qualified
LEA003130,Lead 3129,Referral,Qualified
LEA003131,Lead 3130,Event,New
LEA003132,Lead 3131,LinkedIn,Qualified
LEA003133,Lead 3132,Referral,Qualified
LEA003134,Lead 3133,LinkedIn,Working
LEA003135,Lead 3134,Event,New
LEA003136,Lead 3135,Event,Qualified
LEA003137,Lead 3136,LinkedIn,Working
LEA003138,Lead 3137,Event,Working
LEA003139,Lead 3138,Event,Converted
LEA003140,Lead 3139,Event,Working
LEA003141,Lead 3140,LinkedIn,Working
LEA003142,Lead 3141,Event,New
LEA003143,Lead 3142,LinkedIn,Qualified
LEA003144,Lead 3143,LinkedIn,Qualified
LEA003145,Lead 3144,Web,Qualified
LEA003146,Lead 3145,Referral,New
LEA003147,Lead 3146,Web,Qualified
LEA003148,Lead 3147,Referral,Working
LEA003149,Lead 3148,Referral,Qualified
LEA003150,Lead 3149,LinkedIn,Converted
LEA003151,Lead 3150,Event,New
LEA003152,Lead 3151,Event,Converted
LEA003153,Lead 3152,Referral,Working
LEA003154,Lead 3153,LinkedIn,Converted
LEA003155,Lead 3154,Referral,New
LEA003156,Lead 3155,LinkedIn,Converted
LEA003157,Lead 3156,LinkedIn,New
LEA003158,Lead 3157,Referral,Qualified
LEA003159,Lead 3158,Web,Converted
LEA003160,Lead 3159,Referral,New
LEA003161,Lead 3160,Event,Working
LEA003162,Lead 3161,Event,Converted
LEA003163,Lead 3162,Event,New
LEA003164,Lead 3163,LinkedIn,Converted
LEA003165,Lead 3164,Referral,New
LEA003166,Lead 3165,Referral,Qualified
LEA003167,Lead 3166,Referral,Working
LEA003168,Lead 3167,Referral,New
LEA003169,Lead 3168,LinkedIn,New
LEA003170,Lead 3169,LinkedIn,New
LEA003171,Lead 3170,Web,Qualified
LEA003172,Lead 3171,Web,Qualified
LEA003173,Lead 3172,Referral,New
LEA003174,Lead 3173,Event,Converted
LEA003175,Lead 3174,Event,Converted
LEA003176,Lead 3175,Web,Qualified
LEA003177,Lead 3176,Event,Converted
LEA003178,Lead 3177,Referral,Working
LEA003179,Lead 3178,Referral,Converted
LEA003180,Lead 3179,Web,Qualified
LEA003181,Lead 3180,LinkedIn,Converted
LEA003182,Lead 3181,LinkedIn,New
LEA003183,Lead 3182,Event,New
LEA003184,Lead 3183,Web,New
LEA003185,Lead 3184,LinkedIn,Converted
LEA003186,Lead 3185,Referral,Converted
LEA003187,Lead 3186,Referral,Qualified
LEA003188,Lead 3187,Referral,Working
LEA003189,Lead 3188,Referral,Qualified
LEA003190,Lead 3189,Referral,Converted
LEA003191,Lead 3190,Event,Converted
LEA003192,Lead 3191,LinkedIn,New
LEA003193,Lead 3192,Web,New
LEA003194,Lead 3193,Event,Working
LEA003195,Lead 3194,Referral,Qualified
LEA003196,Lead 3195,Event,Working
LEA003197,Lead 3196,Referral,New
LEA003198,Lead 3197,LinkedIn,Qualified
LEA003199,Lead 3198,Event,Qualified
LEA003200,Lead 3199,Referral,Qualified
LEA003201,Lead 3200,LinkedIn,Converted
LEA003202,Lead 3201,LinkedIn,Converted
LEA003203,Lead 3202,Event,Converted
LEA003204,Lead 3203,Web,Working
LEA003205,Lead 3204,Referral,New
LEA003206,Lead 3205,LinkedIn,New
LEA003207,Lead 3206,LinkedIn,Converted
LEA003208,Lead 3207,Event,Converted
LEA003209,Lead 3208,Referral,New
LEA003210,Lead 3209,Referral,Converted
LEA003211,Lead 3210,Event,Working
LEA003212,Lead 3211,Web,Qualified
LEA003213,Lead 3212,Web,Converted
LEA003214,Lead 3213,Web,Qualified
LEA003215,Lead 3214,LinkedIn,New
LEA003216,Lead 3215,Referral,New
LEA003217,Lead 3216,LinkedIn,Working
LEA003218,Lead 3217,Referral,Working
LEA003219,Lead 3218,Referral,Qualified
LEA003220,Lead 3219,LinkedIn,Working
LEA003221,Lead 3220,Web,Qualified
LEA003222,Lead 3221,Web,Converted
LEA003223,Lead 3222,Web,Qualified
LEA003224,Lead 3223,LinkedIn,Qualified
LEA003225,Lead 3224,Referral,Converted
LEA003226,Lead 3225,Web,New
LEA003227,Lead 3226,LinkedIn,Working
LEA003228,Lead 3227,Event,Qualified
LEA003229,Lead 3228,Referral,Converted
LEA003230,Lead 3229,Referral,Qualified
LEA003231,Lead 3230,Referral,Qualified
LEA003232,Lead 3231,LinkedIn,New
LEA003233,Lead 3232,LinkedIn,New
LEA003234,Lead 3233,LinkedIn,Qualified
LEA003235,Lead 3234,Web,Converted
LEA003236,Lead 3235,LinkedIn,Converted
LEA003237,Lead 3236,Referral,Qualified
LEA003238,Lead 3237,Event,Qualified
LEA003239,Lead 3238,Web,Qualified
LEA003240,Lead 3239,Web,Qualified
LEA003241,Lead 3240,Referral,New
LEA003242,Lead 3241,Event,Working
LEA003243,Lead 3242,Referral,Qualified
LEA003244,Lead 3243,Event,Working
LEA003245,Lead 3244,Web,Converted
LEA003246,Lead 3245,Event,Working
LEA003247,Lead 3246,Web,New
LEA003248,Lead 3247,Event,Working
LEA003249,Lead 3248,Referral,Working
LEA003250,Lead 3249,Referral,New
LEA003251,Lead 3250,Web,Qualified
LEA003252,Lead 3251,Event,Qualified
LEA003253,Lead 3252,Event,New
LEA003254,Lead 3253,Web,New
LEA003255,Lead 3254,Web,Converted
LEA003256,Lead 3255,LinkedIn,Qualified
LEA003257,Lead 3256,Event,Qualified
LEA003258,Lead 3257,Web,New
LEA003259,Lead 3258,Event,Converted
LEA003260,Lead 3259,Web,New
LEA003261,Lead 3260,Referral,Qualified
LEA003262,Lead 3261,Event,New
LEA003263,Lead 3262,Event,Working
LEA003264,Lead 3263,Web,Working
LEA003265,Lead 3264,Event,Converted
LEA003266,Lead 3265,Referral,New
LEA003267,Lead 3266,Web,New
LEA003268,Lead 3267,Event,Qualified
LEA003269,Lead 3268,Web,Qualified
LEA003270,Lead 3269,Event,Qualified
LEA003271,Lead 3270,Event,New
LEA003272,Lead 3271,Web,Working
LEA003273,Lead 3272,LinkedIn,New
LEA003274,Lead 3273,Referral,Qualified
LEA003275,Lead 3274,Web,Working
LEA003276,Lead 3275,Web,New
LEA003277,Lead 3276,Referral,Converted
LEA003278,Lead 3277,Referral,Converted
LEA003279,Lead 3278,Event,New
LEA003280,Lead 3279,Event,Qualified
LEA003281,Lead 3280,Web,Qualified
LEA003282,Lead 3281,Referral,New
LEA003283,Lead 3282,LinkedIn,Converted
LEA003284,Lead 3283,Web,Converted
LEA003285,Lead 3284,LinkedIn,Qualified
LEA003286,Lead 3285,Event,Converted
LEA003287,Lead 3286,Event,Qualified
LEA003288,Lead 3287,Web,Working
LEA003289,Lead 3288,Web,Qualified
LEA003290,Lead 3289,Web,Converted
LEA003291,Lead 3290,LinkedIn,New
LEA003292,Lead 3291,Event,Converted
LEA003293,Lead 3292,Referral,New
LEA003294,Lead 3293,LinkedIn,Qualified
LEA003295,Lead 3294,Event,Converted
LEA003296,Lead 3295,Web,Working
LEA003297,Lead 3296,Referral,New
LEA003298,Lead 3297,LinkedIn,Working
LEA003299,Lead 3298,Event,Converted
LEA003300,Lead 3299,Event,Qualified
LEA003301,Lead 3300,LinkedIn,New
LEA003302,Lead 3301,Web,Working
LEA003303,Lead 3302,LinkedIn,Qualified
LEA003304,Lead 3303,LinkedIn,Converted
LEA003305,Lead 3304,LinkedIn,Qualified
LEA003306,Lead 3305,Web,Qualified
LEA003307,Lead 3306,Web,Qualified
LEA003308,Lead 3307,LinkedIn,Converted
LEA003309,Lead 3308,LinkedIn,Working
LEA003310,Lead 3309,Web,Qualified
LEA003311,Lead 3310,LinkedIn,New
LEA003312,Lead 3311,Event,Working
LEA003313,Lead 3312,Web,Converted
LEA003314,Lead 3313,LinkedIn,New
LEA003315,Lead 3314,Web,New
LEA003316,Lead 3315,Event,New
LEA003317,Lead 3316,LinkedIn,New
LEA003318,Lead 3317,Event,Converted
LEA003319,Lead 3318,Referral,Qualified
LEA003320,Lead 3319,Web,Qualified
LEA003321,Lead 3320,LinkedIn,Converted
LEA003322,Lead 3321,Event,Converted
LEA003323,Lead 3322,LinkedIn,Converted
LEA003324,Lead 3323,Event,New
LEA003325,Lead 3324,Event,Qualified
LEA003326,Lead 3325,Referral,Working
LEA003327,Lead 3326,Event,New
LEA003328,Lead 3327,Web,Working
LEA003329,Lead 3328,LinkedIn,Working
LEA003330,Lead 3329,Event,Converted
LEA003331,Lead 3330,Web,Working
LEA003332,Lead 3331,LinkedIn,Working
LEA003333,Lead 3332,Referral,Qualified
LEA003334,Lead 3333,Web,Working
LEA003335,Lead 3334,Web,Converted
LEA003336,Lead 3335,Referral,Qualified
LEA003337,Lead 3336,Event,New
LEA003338,Lead 3337,LinkedIn,New
LEA003339,Lead 3338,Event,Converted
LEA003340,Lead 3339,Referral,Converted
LEA003341,Lead 3340,Web,Working
LEA003342,Lead 3341,Web,Working
LEA003343,Lead 3342,Event,Working
LEA003344,Lead 3343,Referral,Working
LEA003345,Lead 3344,Web,Converted
LEA003346,Lead 3345,Event,Qualified
LEA003347,Lead 3346,LinkedIn,Working
LEA003348,Lead 3347,Web,Working
LEA003349,Lead 3348,LinkedIn,Qualified
LEA003350,Lead 3349,Web,Working
LEA003351,Lead 3350,LinkedIn,Converted
LEA003352,Lead 3351,Event,Converted
LEA003353,Lead 3352,Event,Working
LEA003354,Lead 3353,LinkedIn,New
LEA003355,Lead 3354,Referral,Converted
LEA003356,Lead 3355,Event,Qualified
LEA003357,Lead 3356,Event,New
LEA003358,Lead 3357,Event,Converted
LEA003359,Lead 3358,Referral,New
LEA003360,Lead 3359,Event,Converted
LEA003361,Lead 3360,Referral,Qualified
LEA003362,Lead 3361,Event,Converted
LEA003363,Lead 3362,Referral,Qualified
LEA003364,Lead 3363,Referral,Working
LEA003365,Lead 3364,Event,Converted
LEA003366,Lead 3365,LinkedIn,Working
LEA003367,Lead 3366,LinkedIn,New
LEA003368,Lead 3367,Web,Working
LEA003369,Lead 3368,LinkedIn,Qualified
LEA003370,Lead 3369,Referral,Working
LEA003371,Lead 3370,Event,Working
LEA003372,Lead 3371,Web,Working
LEA003373,Lead 3372,LinkedIn,Working
LEA003374,Lead 3373,Web,New
LEA003375,Lead 3374,Event,Converted
LEA003376,Lead 3375,Web,Working
LEA003377,Lead 3376,Event,Converted
LEA003378,Lead 3377,Event,New
LEA003379,Lead 3378,LinkedIn,Converted
LEA003380,Lead 3379,LinkedIn,Qualified
LEA003381,Lead 3380,Event,Qualified
LEA003382,Lead 3381,Event,New
LEA003383,Lead 3382,Event,New
LEA003384,Lead 3383,Referral,Working
LEA003385,Lead 3384,Referral,Converted
LEA003386,Lead 3385,Referral,Working
LEA003387,Lead 3386,Web,Working
LEA003388,Lead 3387,LinkedIn,New
LEA003389,Lead 3388,Event,Working
LEA003390,Lead 3389,LinkedIn,Qualified
LEA003391,Lead 3390,Referral,New
LEA003392,Lead 3391,Web,Converted
LEA003393,Lead 3392,Event,Converted
LEA003394,Lead 3393,Referral,New
LEA003395,Lead 3394,LinkedIn,Qualified
LEA003396,Lead 3395,Referral,Qualified
LEA003397,Lead 3396,Referral,Qualified
LEA003398,Lead 3397,Referral,Converted
LEA003399,Lead 3398,Referral,Working
LEA003400,Lead 3399,Web,New
LEA003401,Lead 3400,Referral,New
LEA003402,Lead 3401,Event,Working
LEA003403,Lead 3402,LinkedIn,Working
LEA003404,Lead 3403,LinkedIn,Converted
LEA003405,Lead 3404,Referral,Qualified
LEA003406,Lead 3405,LinkedIn,New
LEA003407,Lead 3406,Event,New
LEA003408,Lead 3407,LinkedIn,Converted
LEA003409,Lead 3408,Referral,New
LEA003410,Lead 3409,Referral,Working
LEA003411,Lead 3410,Referral,New
LEA003412,Lead 3411,Web,Qualified
LEA003413,Lead 3412,Referral,Converted
LEA003414,Lead 3413,Referral,Converted
LEA003415,Lead 3414,Web,Converted
LEA003416,Lead 3415,Referral,Converted
LEA003417,Lead 3416,Event,Converted
LEA003418,Lead 3417,LinkedIn,New
LEA003419,Lead 3418,Web,New
LEA003420,Lead 3419,Event,New
LEA003421,Lead 3420,LinkedIn,Converted
LEA003422,Lead 3421,Web,Converted
LEA003423,Lead 3422,Event,Converted
LEA003424,Lead 3423,Web,Converted
LEA003425,Lead 3424,LinkedIn,New
LEA003426,Lead 3425,Referral,Converted
LEA003427,Lead 3426,LinkedIn,New
LEA003428,Lead 3427,Event,Qualified
LEA003429,Lead 3428,Event,Qualified
LEA003430,Lead 3429,Referral,New
LEA003431,Lead 3430,LinkedIn,Qualified
LEA003432,Lead 3431,Referral,Converted
LEA003433,Lead 3432,LinkedIn,New
LEA003434,Lead 3433,Referral,New
LEA003435,Lead 3434,Web,Converted
LEA003436,Lead 3435,Event,New
LEA003437,Lead 3436,Event,New
LEA003438,Lead 3437,LinkedIn,Converted
LEA003439,Lead 3438,LinkedIn,New
LEA003440,Lead 3439,Referral,Converted
LEA003441,Lead 3440,Web,New
LEA003442,Lead 3441,Event,New
LEA003443,Lead 3442,LinkedIn,Working
LEA003444,Lead 3443,LinkedIn,Converted
LEA003445,Lead 3444,Event,Converted
LEA003446,Lead 3445,Web,Qualified
LEA003447,Lead 3446,Referral,Qualified
LEA003448,Lead 3447,Event,Converted
LEA003449,Lead 3448,Referral,New
LEA003450,Lead 3449,Referral,New
LEA003451,Lead 3450,LinkedIn,Converted
LEA003452,Lead 3451,Web,New
LEA003453,Lead 3452,LinkedIn,Qualified
LEA003454,Lead 3453,Event,New
LEA003455,Lead 3454,Referral,Working
LEA003456,Lead 3455,Event,Qualified
LEA003457,Lead 3456,LinkedIn,New
LEA003458,Lead 3457,Web,Working
LEA003459,Lead 3458,Referral,New
LEA003460,Lead 3459,Event,Converted
LEA003461,Lead 3460,Event,Qualified
LEA003462,Lead 3461,Web,New
LEA003463,Lead 3462,LinkedIn,Converted
LEA003464,Lead 3463,Referral,Working
LEA003465,Lead 3464,Web,Converted
LEA003466,Lead 3465,Event,Converted
LEA003467,Lead 3466,Event,Working
LEA003468,Lead 3467,Web,New
LEA003469,Lead 3468,LinkedIn,Working
LEA003470,Lead 3469,Event,Working
LEA003471,Lead 3470,LinkedIn,New
LEA003472,Lead 3471,Web,Qualified
LEA003473,Lead 3472,LinkedIn,Converted
LEA003474,Lead 3473,Web,Qualified
LEA003475,Lead 3474,Web,New
LEA003476,Lead 3475,LinkedIn,Converted
LEA003477,Lead 3476,Referral,New
LEA003478,Lead 3477,LinkedIn,New
LEA003479,Lead 3478,Referral,Working
LEA003480,Lead 3479,Web,Qualified
LEA003481,Lead 3480,Event,Working
LEA003482,Lead 3481,LinkedIn,Qualified
LEA003483,Lead 3482,LinkedIn,Qualified
LEA003484,Lead 3483,LinkedIn,Converted
LEA003485,Lead 3484,Event,Working
LEA003486,Lead 3485,Referral,Qualified
LEA003487,Lead 3486,Web,Qualified
LEA003488,Lead 3487,Event,Qualified
LEA003489,Lead 3488,Referral,Working
LEA003490,Lead 3489,Event,New
LEA003491,Lead 3490,Web,New
LEA003492,Lead 3491,Web,Working
LEA003493,Lead 3492,Event,New
LEA003494,Lead 3493,Referral,New
LEA003495,Lead 3494,LinkedIn,Qualified
LEA003496,Lead 3495,Web,Working
LEA003497,Lead 3496,Referral,Qualified
LEA003498,Lead 3497,LinkedIn,Converted
LEA003499,Lead 3498,Referral,Qualified
LEA003500,Lead 3499,Referral,Working
LEA003501,Lead 3500,Referral,Working
LEA003502,Lead 3501,LinkedIn,New
LEA003503,Lead 3502,Web,New
LEA003504,Lead 3503,LinkedIn,New
LEA003505,Lead 3504,Event,New
LEA003506,Lead 3505,LinkedIn,Working
LEA003507,Lead 3506,LinkedIn,Converted
LEA003508,Lead 3507,LinkedIn,Converted
LEA003509,Lead 3508,Event,Converted
LEA003510,Lead 3509,Event,Qualified
LEA003511,Lead 3510,Referral,Qualified
LEA003512,Lead 3511,Web,Qualified
LEA003513,Lead 3512,Referral,Qualified
LEA003514,Lead 3513,Web,Qualified
LEA003515,Lead 3514,LinkedIn,Converted
LEA003516,Lead 3515,Event,Converted
LEA003517,Lead 3516,LinkedIn,Qualified
LEA003518,Lead 3517,Web,Qualified
LEA003519,Lead 3518,Referral,Converted
LEA003520,Lead 3519,Event,New
LEA003521,Lead 3520,LinkedIn,New
LEA003522,Lead 3521,LinkedIn,Working
LEA003523,Lead 3522,Web,Working
LEA003524,Lead 3523,Referral,Working
LEA003525,Lead 3524,Referral,New
LEA003526,Lead 3525,Web,New
LEA003527,Lead 3526,LinkedIn,Qualified
LEA003528,Lead 3527,Referral,Qualified
LEA003529,Lead 3528,Event,New
LEA003530,Lead 3529,Event,Qualified
LEA003531,Lead 3530,Web,Converted
LEA003532,Lead 3531,Referral,Working
LEA003533,Lead 3532,Event,New
LEA003534,Lead 3533,Web,Qualified
LEA003535,Lead 3534,Event,Converted
LEA003536,Lead 3535,Event,Qualified
LEA003537,Lead 3536,Referral,Working
LEA003538,Lead 3537,Event,Converted
LEA003539,Lead 3538,Event,Qualified
LEA003540,Lead 3539,Referral,Working
LEA003541,Lead 3540,Referral,New
LEA003542,Lead 3541,LinkedIn,Working
LEA003543,Lead 3542,Referral,New
LEA003544,Lead 3543,LinkedIn,Working
LEA003545,Lead 3544,LinkedIn,Qualified
LEA003546,Lead 3545,Web,New
LEA003547,Lead 3546,Web,Converted
LEA003548,Lead 3547,Referral,Converted
LEA003549,Lead 3548,Event,Qualified
LEA003550,Lead 3549,LinkedIn,Qualified
LEA003551,Lead 3550,Referral,Converted
LEA003552,Lead 3551,Event,Converted
LEA003553,Lead 3552,Web,Working
LEA003554,Lead 3553,Event,New
LEA003555,Lead 3554,Referral,New
LEA003556,Lead 3555,Web,Converted
LEA003557,Lead 3556,Referral,Working
LEA003558,Lead 3557,Referral,Working
LEA003559,Lead 3558,LinkedIn,New
LEA003560,Lead 3559,Web,Qualified
LEA003561,Lead 3560,Web,New
LEA003562,Lead 3561,Event,Converted
LEA003563,Lead 3562,Event,Qualified
LEA003564,Lead 3563,Web,Qualified
LEA003565,Lead 3564,LinkedIn,Working
LEA003566,Lead 3565,Web,Converted
LEA003567,Lead 3566,Web,Converted
LEA003568,Lead 3567,LinkedIn,Qualified
LEA003569,Lead 3568,Web,Working
LEA003570,Lead 3569,LinkedIn,Converted
LEA003571,Lead 3570,Web,Converted
LEA003572,Lead 3571,Web,New
LEA003573,Lead 3572,Event,Working
LEA003574,Lead 3573,Referral,Working
LEA003575,Lead 3574,LinkedIn,New
LEA003576,Lead 3575,Referral,New
LEA003577,Lead 3576,LinkedIn,New
LEA003578,Lead 3577,Referral,Working
LEA003579,Lead 3578,Event,Qualified
LEA003580,Lead 3579,Web,Converted
LEA003581,Lead 3580,LinkedIn,New
LEA003582,Lead 3581,Event,Qualified
LEA003583,Lead 3582,Web,Converted
LEA003584,Lead 3583,Web,Qualified
LEA003585,Lead 3584,Event,Working
LEA003586,Lead 3585,Referral,Qualified
LEA003587,Lead 3586,Web,New
LEA003588,Lead 3587,LinkedIn,Working
LEA003589,Lead 3588,Referral,New
LEA003590,Lead 3589,Referral,New
LEA003591,Lead 3590,Event,Qualified
LEA003592,Lead 3591,LinkedIn,New
LEA003593,Lead 3592,Web,Converted
LEA003594,Lead 3593,Web,Qualified
LEA003595,Lead 3594,Web,Working
LEA003596,Lead 3595,LinkedIn,New
LEA003597,Lead 3596,Web,Qualified
LEA003598,Lead 3597,LinkedIn,Qualified
LEA003599,Lead 3598,Event,Working
LEA003600,Lead 3599,Referral,Qualified
LEA003601,Lead 3600,LinkedIn,Qualified
LEA003602,Lead 3601,LinkedIn,Qualified
LEA003603,Lead 3602,Web,Qualified
LEA003604,Lead 3603,Event,Qualified
LEA003605,Lead 3604,Event,Converted
LEA003606,Lead 3605,Event,Working
LEA003607,Lead 3606,Event,New
LEA003608,Lead 3607,Referral,New
LEA003609,Lead 3608,LinkedIn,Qualified
LEA003610,Lead 3609,Web,Qualified
LEA003611,Lead 3610,Event,Qualified
LEA003612,Lead 3611,Referral,New
LEA003613,Lead 3612,Referral,Qualified
LEA003614,Lead 3613,Referral,Converted
LEA003615,Lead 3614,Referral,Converted
LEA003616,Lead 3615,Referral,New
LEA003617,Lead 3616,LinkedIn,New
LEA003618,Lead 3617,Web,New
LEA003619,Lead 3618,Event,Converted
LEA003620,Lead 3619,LinkedIn,Qualified
LEA003621,Lead 3620,LinkedIn,Working
LEA003622,Lead 3621,Referral,New
LEA003623,Lead 3622,Event,New
LEA003624,Lead 3623,Web,Working
LEA003625,Lead 3624,Web,New
